air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
-3.5, -3.465, -3.6, 0.0, 0.0, -0.5, 374.49,2021-03-05 00:00:00, 374.0, -52.0, 453.0,10
-3.3, -3.343, -3.6, 0.0, -1.0, -0.5, 373.64,2021-03-05 01:00:00, 374.0, -51.0, 446.0,10
-3.1, -3.137, -3.6, 0.0, 0.0, -0.5, 373.16,2021-03-05 02:00:00, 373.0, -51.0, 449.0,10
-3.1, -3.062, -3.6, 0.0, -1.0, -0.5, 372.56,2021-03-05 03:00:00, 373.0, -51.0, 455.0,10
-3.2, -3.249, -3.6, 0.0, 0.0, -0.5, 372.43,2021-03-05 04:00:00, 372.0, -51.0, 457.0,10
-3.2, -3.184, -3.6, 0.0, -800.0, -0.5, 372.43,2021-03-05 05:00:00, 372.0, -51.0, 458.0,10
-3.2, -3.212, -3.6, 0.0, 0.0, -0.5, 372.03,2021-03-05 06:00:00, 372.0, -51.0, 458.0,10
-3.0, -3.005, -3.2, 0.0, 1.0, -3.0, 372.93,2021-03-05 07:00:00, 373.0, -51.0, 460.0,10
-2.7, -2.715, -3.2, 0.0, 0.0, -2.7, 372.95,2021-03-05 08:00:00, 373.0, -51.0, 463.0,10
-2.4, -2.415, -3.2, 0.0, -1.0, -2.4, 372.27,2021-03-05 09:00:00, 372.0, -51.0, 468.0,10
-1.9, -1.911, -3.2, 0.0, 0.0, -1.9, 372.22,2021-03-05 10:00:00, 372.0, -51.0, 476.0,10
-1.8, -1.789, -3.2, 0.0, 0.0, -1.8, 372.35,2021-03-05 11:00:00, 372.0, -50.0, 483.0,10
-0.8, -0.847, -3.2, 0.0, 7.0, -0.8, 379.24,2021-03-05 12:00:00, 379.0, -50.0, 489.0,10
0.1, 0.122, -3.2, 0.0, 1.0, 0.1, 380.15,2021-03-05 13:00:00, 380.0, -53.0, 516.0,10
