pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
11.0, None, 858.0, None, -5.2, 48.0, None, None, 0.0, 435.0, None,2020-01-01 00:00:00, None,1
9.0, None, 858.0, None, -5.2, 48.0, None, None, 0.0, 436.0, None,2020-01-01 01:00:00, None,1
6.0, None, 858.0, None, -5.1, 48.0, None, None, 0.0, 437.0, None,2020-01-01 02:00:00, None,1
4.0, None, 858.0, None, -5.1, 48.0, None, None, 0.0, 439.0, None,2020-01-01 03:00:00, None,1
3.0, None, 858.0, None, -4.7, 48.0, None, None, 0.0, 440.0, None,2020-01-01 04:00:00, None,1
2.0, None, 858.0, None, -4.7, 48.0, None, None, 0.0, 442.0, None,2020-01-01 05:00:00, None,1
2.0, None, 858.0, None, -4.7, 48.0, None, None, 0.0, 443.0, None,2020-01-01 06:00:00, None,1
2.0, None, 858.0, None, -4.6, 48.0, None, None, 0.0, 444.0, None,2020-01-01 07:00:00, None,1
2.0, None, 858.0, None, -3.9, 48.0, None, None, 0.0, 445.0, None,2020-01-01 08:00:00, None,1
2.0, None, 858.0, None, -3.3, 48.0, None, None, 0.0, 446.0, None,2020-01-01 09:00:00, None,1
1.0, None, 858.0, None, -2.7, 48.0, None, None, 0.0, 447.0, None,2020-01-01 10:00:00, None,1
1.0, None, 858.0, None, -2.1, 48.0, None, None, 0.0, 449.0, None,2020-01-01 11:00:00, None,1
1.0, None, 858.0, None, -1.6, 48.0, None, None, 0.0, 450.0, None,2020-01-01 12:00:00, None,1
1.0, None, 858.0, None, -2.1, 48.0, None, None, 0.0, 451.0, None,2020-01-01 13:00:00, None,1
1.0, None, 858.0, None, -2.6, 48.0, None, None, 0.0, 452.0, None,2020-01-01 14:00:00, None,1
1.0, None, 858.0, None, -3.1, 48.0, None, None, 0.0, 453.0, None,2020-01-01 15:00:00, None,1
1.0, 796.0, 858.0, None, -3.7, 48.0, None, None, 0.0, 454.0, None,2020-01-01 16:00:00, None,1
2.0, None, 859.0, None, -4.3, 48.0, None, None, 1.0, 454.0, None,2020-01-01 17:00:00, None,1
2.0, None, 859.0, None, -4.0, 48.0, None, None, 0.0, 455.0, None,2020-01-01 18:00:00, None,1
1.0, None, 859.0, None, -3.4, 48.0, None, None, 0.0, 456.0, None,2020-01-01 19:00:00, None,1
