CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, None, None, None, None, None,24.86, None, 9.1,5.279, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 00:00:00, None, None,30
None, None, None, None, None, None, None,22.76, None, 9.88,15.53, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 01:00:00, None, None,30
None, None, None, None, None, None, None,13.99, None, 10.2,24.25, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 02:00:00, None, None,30
None, None, None, None, None, None, None,10.47, None, 8.99,51.53, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 03:00:00, None, None,30
None, None, None, None, None, None, None,4.732, None, 9.07,54.44, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 04:00:00, None, None,30
None, None, None, None, None, None, None,7.62, None, 9.4,36.66, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 05:00:00, None, None,30
None, None, None, None, None, None, None,13.95, None, 8.76,20.05, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 06:00:00, None, None,30
None, None, None, None, None, None, None,24.29, None, 6.795,19.02, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 07:00:00, None, None,30
None, None, None, None, None, None, None,22.29, None, 6.991,18.97, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 08:00:00, None, None,30
None, None, None, None, None, None, None,42.9, None, 2.725,341.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 09:00:00, None, None,30
None, None, None, None, None, None, None,39.2, None, 4.06,53.34, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 10:00:00, None, None,30
None, None, None, None, None, None, None,46.5, None, 3.094,70.87, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 11:00:00, None, None,30
None, None, None, None, None, None, None,78.22, None, 2.867,292.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 12:00:00, None, None,30
None, None, None, None, None, None, None,73.99, None, 2.681,177.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 13:00:00, None, None,30
None, None, None, None, None, None, None,74.18, None, 2.194,94.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 14:00:00, None, None,30
None, None, None, None, None, None, None,55.88, None, 4.124,27.13, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 15:00:00, None, None,30
None, None, None, None, None, None, None,50.93, None, 4.934,31.83, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 16:00:00, None, None,30
None, None, None, None, None, None, None,39.24, None, 6.724,23.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 17:00:00, None, None,30
None, None, None, None, None, None, None,27.35, None, 10.76,26.23, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 18:00:00, None, None,30
None, None, None, None, None, None, None,33.78, None, 8.01,19.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 19:00:00, None, None,30
None, None, None, None, None, None, None,28.17, None, 11.82,26.43, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 20:00:00, None, None,30
None, None, None, None, None, None, None,24.19, None, 13.13,32.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 21:00:00, None, None,30
None, None, None, None, None, None, None,29.1, None, 15.18,32.38, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 22:00:00, None, None,30
None, None, None, None, None, None, None,24.68, None, 16.86,40.83, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-23 23:00:00, None, None,30
None, None, None, None, None, None, None,20.68, None, 19.28,32.49, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-24 00:00:00, None, None,30
None, None, None, None, None, None, None,26.11, None, 15.17,22.35, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-24 01:00:00, None, None,30
None, None, None, None, None, None, None,30.99, None, 15.65,23.21, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-24 02:00:00, None, None,30
None, None, None, None, None, None, None,23.59, None, 16.34,23.96, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-24 03:00:00, None, None,30
