WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
None,2018-05-07 00:00:00,15.0,73.0,19
None,2018-05-07 01:00:00,14.0,85.3,19
None,2018-05-07 02:00:00,13.6,74.2,19
None,2018-05-07 03:00:00,14.4,76.1,19
None,2018-05-07 04:00:00,13.5,79.9,19
None,2018-05-07 05:00:00,13.1,82.1,19
None,2018-05-07 06:00:00,13.0,84.8,19
None,2018-05-07 07:00:00,12.6,88.4,19
None,2018-05-07 08:00:00,12.8,85.4,19
None,2018-05-07 09:00:00,13.3,82.8,19
None,2018-05-07 10:00:00,13.8,80.4,19
None,2018-05-07 11:00:00,14.8,73.6,19
None,2018-05-07 12:00:00,16.4,66.0,19
None,2018-05-07 13:00:00,17.6,62.6,19
None,2018-05-07 14:00:00,18.4,58.2,19
None,2018-05-07 15:00:00,19.4,57.2,19
None,2018-05-07 16:00:00,19.9,54.8,19
None,2018-05-07 17:00:00,20.5,53.5,19
None,2018-05-07 18:00:00,20.5,57.2,19
None,2018-05-07 19:00:00,20.1,56.9,19
None,2018-05-07 20:00:00,19.4,62.4,19
None,2018-05-07 21:00:00,18.0,70.1,19
None,2018-05-07 22:00:00,16.5,77.9,19
None,2018-05-07 23:00:00,15.0,83.8,19
None,2018-05-08 00:00:00,14.1,86.0,19
None,2018-05-08 01:00:00,13.6,89.0,19
None,2018-05-08 02:00:00,12.7,91.3,19
None,2018-05-08 03:00:00,12.1,96.7,19
None,2018-05-08 04:00:00,11.6,96.5,19
None,2018-05-08 05:00:00,11.2,96.9,19
None,2018-05-08 06:00:00,11.1,97.2,19
None,2018-05-08 07:00:00,11.5,96.0,19
None,2018-05-08 08:00:00,12.3,88.9,19
None,2018-05-08 09:00:00,14.3,69.6,19
None,2018-05-08 10:00:00,16.3,67.2,19
None,2018-05-08 11:00:00,17.8,63.8,19
None,2018-05-08 12:00:00,19.1,58.7,19
None,2018-05-08 13:00:00,20.3,53.6,19
None,2018-05-08 14:00:00,20.5,56.6,19
None,2018-05-08 15:00:00,20.8,57.7,19
None,2018-05-08 16:00:00,20.9,58.8,19
None,2018-05-08 17:00:00,20.8,55.1,19
None,2018-05-08 18:00:00,21.2,52.3,19
None,2018-05-08 19:00:00,20.4,52.4,19
None,2018-05-08 20:00:00,20.0,58.4,19
None,2018-05-08 21:00:00,18.4,90.8,19
None,2018-05-08 22:00:00,15.9,93.2,19
None,2018-05-08 23:00:00,15.9,95.5,19
None,2018-05-09 00:00:00,15.7,97.6,19
None,2018-05-09 01:00:00,15.3,98.0,19
None,2018-05-09 02:00:00,15.1,97.3,19
