WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, 14.7, 0.764998, None,62.39,2018-05-07 00:00:00, 61.1,13.89,19
None, 13.9, 1.095, None,62.09,2018-05-07 01:00:00, 62.4,13.58,19
None, 13.6, 0.43, None,71.6,2018-05-07 02:00:00, 62.1,12.35,19
None, 12.4, 1.115, None,70.8,2018-05-07 03:00:00, 71.6,12.43,19
None, 12.4, 0.596, None,74.8,2018-05-07 04:00:00, 70.8,11.93,19
None, 11.9, 0.652998, None,78.8,2018-05-07 05:00:00, 74.8,11.15,19
None, 11.2, 0.776, None,75.9,2018-05-07 06:00:00, 78.8,11.2,19
None, 11.2, 1.866, None,68.66,2018-05-07 07:00:00, 75.9,11.62,19
None, 11.6, 2.199, None,63.26,2018-05-07 08:00:00, 68.7,12.6,19
None, 12.6, 1.106, None,59.53,2018-05-07 09:00:00, 63.3,14.43,19
None, 14.4, 1.985, None,56.43,2018-05-07 10:00:00, 59.5,15.81,19
None, 15.8, 2.216, None,53.67,2018-05-07 11:00:00, 56.4,17.37,19
None, 17.4, 1.841, None,47.54,2018-05-07 12:00:00, 53.7,18.95,19
None, 19.0, 1.224, None,42.18,2018-05-07 13:00:00, 47.5,19.97,19
None, 20.0, 1.343, None,44.24,2018-05-07 14:00:00, 42.2,19.84,19
None, 19.8, 3.76, None,50.5,2018-05-07 15:00:00, 44.2,18.87,19
None, 18.9, 4.227, None,47.19,2018-05-07 16:00:00, 50.5,19.06,19
None, 19.1, 1.887, None,46.41,2018-05-07 17:00:00, 47.2,19.11,19
None, 19.1, 1.728, None,45.02,2018-05-07 18:00:00, 46.4,19.24,19
None, 19.2, 3.722, None,50.78,2018-05-07 19:00:00, 45.0,19.01,19
None, 19.0, 2.726, None,56.68,2018-05-07 20:00:00, 50.8,17.26,19
None, 17.3, 2.087, None,65.38,2018-05-07 21:00:00, 56.7,15.37,19
None, 15.4, 0.814998, None,72.0,2018-05-07 22:00:00, 65.4,13.55,19
None, 13.6, 0.943, None,77.3,2018-05-07 23:00:00, 72.0,12.41,19
None, 12.4, 0.620998, None,81.2,2018-05-08 00:00:00, 77.3,11.89,19
None, 11.9, 0.617999, None,85.2,2018-05-08 01:00:00, 81.2,11.08,19
None, 11.1, 0.446, None,92.9,2018-05-08 02:00:00, 85.2,9.93,19
None, 9.9, 0.657, None,95.4,2018-05-08 03:00:00, 92.9,8.73,19
None, 8.7, 0.919, None,96.8,2018-05-08 04:00:00, 95.4,8.18,19
None, 8.2, 1.164, None,97.7,2018-05-08 05:00:00, 96.8,7.2,19
None, 7.2, 1.306, None,99.4,2018-05-08 06:00:00, 97.7,7.0,19
None, 7.0, 1.366, None,99.5,2018-05-08 07:00:00, 99.4,7.39,19
None, 7.4, 1.244, None,89.5,2018-05-08 08:00:00, 99.5,9.24,19
None, 9.2, 1.272, None,76.9,2018-05-08 09:00:00, 89.5,11.52,19
