WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,9.1, None,68.0,2018-05-07 00:00:00,19
None,7.5, None,75.2,2018-05-07 01:00:00,19
None,6.1, None,79.7,2018-05-07 02:00:00,19
None,5.3, None,80.6,2018-05-07 03:00:00,19
None,6.2, None,78.2,2018-05-07 04:00:00,19
None,5.9, None,80.1,2018-05-07 05:00:00,19
None,6.0, None,80.8,2018-05-07 06:00:00,19
None,6.1, None,81.5,2018-05-07 07:00:00,19
None,9.5, None,67.5,2018-05-07 08:00:00,19
None,11.4, None,58.4,2018-05-07 09:00:00,19
None,13.6, None,49.9,2018-05-07 10:00:00,19
None,15.9, None,43.0,2018-05-07 11:00:00,19
None,17.7, None,38.7,2018-05-07 12:00:00,19
None,19.6, None,34.8,2018-05-07 13:00:00,19
None,20.6, None,33.8,2018-05-07 14:00:00,19
None,21.1, None,33.0,2018-05-07 15:00:00,19
None,22.1, None,29.9,2018-05-07 16:00:00,19
None,21.1, None,31.2,2018-05-07 17:00:00,19
None,19.2, None,39.2,2018-05-07 18:00:00,19
None,17.2, None,45.9,2018-05-07 19:00:00,19
None,15.5, None,52.8,2018-05-07 20:00:00,19
None,13.8, None,62.3,2018-05-07 21:00:00,19
None,12.9, None,69.1,2018-05-07 22:00:00,19
None,12.3, None,73.1,2018-05-07 23:00:00,19
None,11.5, None,78.3,2018-05-08 00:00:00,19
None,10.3, None,83.2,2018-05-08 01:00:00,19
None,8.6, None,88.0,2018-05-08 02:00:00,19
None,8.5, None,88.4,2018-05-08 03:00:00,19
None,8.6, None,88.3,2018-05-08 04:00:00,19
None,7.4, None,91.4,2018-05-08 05:00:00,19
None,7.0, None,91.8,2018-05-08 06:00:00,19
None,7.9, None,87.9,2018-05-08 07:00:00,19
None,8.6, None,85.9,2018-05-08 08:00:00,19
None,9.3, None,82.6,2018-05-08 09:00:00,19
None,11.5, None,73.3,2018-05-08 10:00:00,19
None,13.7, None,62.9,2018-05-08 11:00:00,19
None,16.2, None,52.0,2018-05-08 12:00:00,19
None,18.4, None,40.0,2018-05-08 13:00:00,19
None,19.4, None,34.4,2018-05-08 14:00:00,19
None,20.8, None,28.9,2018-05-08 15:00:00,19
None,21.8, None,26.1,2018-05-08 16:00:00,19
None,22.0, None,25.6,2018-05-08 17:00:00,19
None,22.3, None,25.0,2018-05-08 18:00:00,19
None,21.6, None,26.2,2018-05-08 19:00:00,19
None,20.0, None,32.1,2018-05-08 20:00:00,19
None,18.0, None,38.0,2018-05-08 21:00:00,19
None,14.6, None,51.5,2018-05-08 22:00:00,19
None,12.8, None,56.2,2018-05-08 23:00:00,19
None,11.0, None,62.3,2018-05-09 00:00:00,19
None,10.1, None,66.8,2018-05-09 01:00:00,19
None,7.5, None,74.7,2018-05-09 02:00:00,19
None,7.8, None,74.1,2018-05-09 03:00:00,19
None,8.4, None,71.9,2018-05-09 04:00:00,19
None,8.2, None,73.6,2018-05-09 05:00:00,19
None,7.5, None,75.9,2018-05-09 06:00:00,19
None,7.3, None,76.1,2018-05-09 07:00:00,19
None,8.7, None,74.2,2018-05-09 08:00:00,19
None,9.1, None,71.3,2018-05-09 09:00:00,19
None,10.1, None,67.9,2018-05-09 10:00:00,19
None,11.1, None,65.4,2018-05-09 11:00:00,19
