pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,3.3,3.2, 1027.5, -0.2, 1.0,16.3,58.0,2022-05-21 00:00:00, 0.0,-5.0, 931.0,21
None,1.8,1.6, 1028.8, 0.0, 1.0,16.3,68.0,2022-05-21 01:00:00, 0.0,-3.0, 932.0,21
None,0.9,0.8, 1028.7, 0.0, 0.0,16.3,69.0,2022-05-21 02:00:00, 0.0,-4.0, 932.0,21
None,-0.1,-0.2, 1028.9, 0.1, 0.0,16.3,76.0,2022-05-21 03:00:00, 0.0,-4.0, 932.0,21
None,-0.9,-1.1, 1029.0, 0.0, 0.0,16.3,81.0,2022-05-21 04:00:00, 0.0,-4.0, 932.0,21
None,-1.6,-1.5, 1029.0, 0.1, 0.0,16.3,86.0,2022-05-21 05:00:00, 0.0,-4.0, 932.0,21
None,-1.3,-2.2, 1028.8, 0.0, 0.0,16.3,83.0,2022-05-21 06:00:00, 0.0,-3.0, 932.0,21
None,1.7,-1.5, 1028.6, 0.1, 0.0,1.8,68.0,2022-05-21 07:00:00, 0.0,-3.0, 932.0,21
None,3.0,-1.5, 1027.5, 0.1, 0.0,3.1,65.0,2022-05-21 08:00:00, 0.0,-3.0, 931.0,21
None,6.6,-1.5, 1027.4, 0.0, 0.0,6.5,50.0,2022-05-21 09:00:00, 0.0,-3.0, 931.0,21
None,10.2,-1.5, 1027.4, 0.0, 0.0,10.1,38.0,2022-05-21 10:00:00, 0.0,-4.0, 931.0,21
None,12.0,-1.5, 1026.4, 0.1, 0.0,12.5,31.0,2022-05-21 11:00:00, 0.0,-5.0, 930.0,21
None,13.8,-1.5, 1026.4, -0.1, 0.0,14.5,26.0,2022-05-21 12:00:00, 0.0,-6.0, 930.0,21
None,15.0,-1.5, 1026.4, -0.2, 0.0,15.2,26.0,2022-05-21 13:00:00, 0.0,-5.0, 930.0,21
None,15.4,-1.5, 1025.3, -0.2, 1.0,16.0,23.0,2022-05-21 14:00:00, 0.0,-5.0, 929.0,21
None,14.9,-1.5, 1025.5, -0.4, 1.0,16.0,21.0,2022-05-21 15:00:00, 0.0,-6.0, 929.0,21
None,15.2,-1.5, 1024.4, -0.6, 0.0,16.1,23.0,2022-05-21 16:00:00, 0.0,-5.0, 928.0,21
None,15.7,-1.5, 1024.5, 0.1, 0.0,16.1,22.0,2022-05-21 17:00:00, 0.0,-6.0, 928.0,21
