pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
0.2, 1.275, 91.9, 7.1, None, 57.32, 1.074, 170.0, 0.0, None, 1.3, 1.1, 0.0, 0.0, None, 0.0, 92.0,2022-05-21 00:00:00, None,21
0.2, 0.587, 93.7, 7.1, None, 68.14, 1.414, 184.5, 0.0, None, 0.6, 0.4, 0.0, 0.0, None, 0.0, 94.0,2022-05-21 01:00:00, None,21
0.2, 1.172, 91.3, 7.1, None, 71.32, 1.565, 154.1, 0.0, None, 1.2, 0.4, 0.0, 0.0, None, 0.0, 91.0,2022-05-21 02:00:00, None,21
0.2, 1.478, 91.9, 7.1, None, 75.73, 0.832, 295.9, 1.0, None, 1.5, 0.4, 1.0, 0.0, None, 0.0, 92.0,2022-05-21 03:00:00, None,21
0.2, 1.613, 91.5, 7.1, None, 73.42, 1.063, 299.7, 0.0, None, 1.6, 0.4, 0.0, 0.0, None, 0.0, 92.0,2022-05-21 04:00:00, None,21
0.2, 1.362, 93.2, 7.1, None, 59.34, 0.44, 177.2, 1.0, None, 1.4, 0.4, 1.0, 0.0, None, 0.0, 93.0,2022-05-21 05:00:00, None,21
0.2, 1.529, 93.4, 7.1, None, 77.22, 0.76, 109.0, 1.0, None, 1.5, 0.4, 1.0, 0.0, None, 0.0, 93.0,2022-05-21 06:00:00, None,21
1.6, 0.782, 96.6, 1.8, None, 74.85, 0.528, 165.6, 1.0, None, 0.8, 0.7, 1.0, 1.4, None, 1.0, 97.0,2022-05-21 07:00:00, None,21
2.2, 0.857, 97.2, 1.8, None, 37.7, 0.0, 260.3, 0.0, None, 0.9, 0.7, 0.0, 0.6, None, 1.0, 97.0,2022-05-21 08:00:00, None,21
3.1, 1.251, 97.5, 1.8, None, 39.51, 0.0, 311.2, 1.0, None, 1.3, 0.7, 1.0, 0.9, None, 0.0, 98.0,2022-05-21 09:00:00, None,21
3.1, 3.244, 93.4, 3.4, None, 53.08, 0.78, 41.16, 2.0, None, 3.2, 0.7, 2.0, 0.0, None, 0.0, 93.0,2022-05-21 10:00:00, None,21
3.1, 6.643, 85.3, 6.7, None, 56.97, 2.642, 334.9, 4.0, None, 6.6, 0.7, 4.0, 0.0, None, 0.0, 85.0,2022-05-21 11:00:00, None,21
3.3, 6.266, 82.3, 8.8, None, 44.39, 5.234, 0.107, 3.0, None, 6.3, 0.7, 3.0, 0.2, None, 0.0, 82.0,2022-05-21 12:00:00, None,21
3.5, 9.11, 70.02, 9.1, None, 46.21, 4.532, 320.5, 5.0, None, 9.1, 0.7, 5.0, 0.2, None, 0.0, 70.0,2022-05-21 13:00:00, None,21
3.3, 9.41, 58.35, 10.2, None, 49.98, 4.895, 20.49, 1.0, None, 9.4, 0.7, 1.0, 0.0, None, 0.0, 58.0,2022-05-21 14:00:00, None,21
3.3, 7.479, 76.9, 10.7, None, 50.53, 5.968, 237.0, 4.0, None, 7.5, 0.7, 4.0, 0.0, None, 0.0, 77.0,2022-05-21 15:00:00, None,21
4.2, 7.252, 86.1, 10.7, None, 43.81, 5.29, 212.1, 5.0, None, 7.3, 0.7, 5.0, 0.9, None, 0.0, 86.0,2022-05-21 16:00:00, None,21
4.4, 6.481, 86.6, 10.7, None, 39.53, 7.579, 123.7, 5.0, None, 6.5, 0.7, 5.0, 0.2, None, 0.0, 87.0,2022-05-21 17:00:00, None,21
4.4, 7.047, 78.59, 10.7, None, 61.01, 3.617, 190.9, 3.0, None, 7.0, 0.7, 3.0, 0.0, None, 0.0, 79.0,2022-05-21 18:00:00, None,21
4.4, 7.693, 76.94, 8.5, None, 48.53, 3.304, 210.2, 4.0, None, 7.7, 6.9, 4.0, 0.0, None, 0.0, 77.0,2022-05-21 19:00:00, None,21
4.4, 6.628, 85.4, 8.7, None, 51.86, 0.975, 183.2, 5.0, None, 6.6, 6.6, 5.0, 0.0, None, 0.0, 85.0,2022-05-21 20:00:00, None,21
4.4, 5.281, 90.8, 8.7, None, 45.53, 2.67, 163.0, 4.0, None, 5.3, 5.1, 4.0, 0.0, None, 0.0, 91.0,2022-05-21 21:00:00, None,21
4.4, 3.69, 95.6, 8.7, None, 42.15, 1.261, 161.8, 3.0, None, 3.7, 3.8, 3.0, 0.0, None, 0.0, 96.0,2022-05-21 22:00:00, None,21
4.4, 2.806, 96.7, 8.7, None, 48.57, 1.465, 167.0, 3.0, None, 2.8, 2.7, 3.0, 0.0, None, 0.0, 97.0,2022-05-21 23:00:00, None,21
4.4, 1.768, 97.2, 8.7, None, 62.6, 1.834, 160.5, 1.0, None, 1.8, 1.6, 1.0, 0.0, None, 0.0, 97.0,2022-05-22 00:00:00, None,21
4.4, 1.195, 97.2, 8.7, None, 43.15, 4.271, 134.7, 1.0, None, 1.2, 0.8, 1.0, 0.0, None, 0.0, 97.0,2022-05-22 01:00:00, None,21
4.4, 1.164, 97.0, 8.7, None, 36.02, 2.927, 128.2, 1.0, None, 1.2, 0.8, 1.0, 0.0, None, 0.0, 97.0,2022-05-22 02:00:00, None,21
4.4, 0.743, 97.2, 8.7, None, 61.64, 2.963, 115.0, 1.0, None, 0.7, 0.4, 1.0, 0.0, None, 0.0, 97.0,2022-05-22 03:00:00, None,21
4.4, 0.533, 97.3, 8.7, None, 63.23, 1.473, 159.3, 0.0, None, 0.5, 0.1, 0.0, 0.0, None, 0.0, 97.0,2022-05-22 04:00:00, None,21
4.4, 0.194, 96.8, 8.7, None, 44.61, 2.394, 145.3, 0.0, None, 0.2, 0.1, 0.0, 0.0, None, 0.0, 97.0,2022-05-22 05:00:00, None,21
4.4, 1.251, 95.0, 8.7, None, 52.41, 3.565, 116.6, 1.0, None, 1.3, -0.2, 1.0, 0.0, None, 0.0, 95.0,2022-05-22 06:00:00, None,21
3.0, 3.196, 87.9, 3.3, None, 41.88, 5.916, 70.71, 2.0, None, 3.2, 1.2, 2.0, 0.0, None, 0.0, 88.0,2022-05-22 07:00:00, None,21
2.4, 5.118, 82.1, 5.1, None, 37.45, 2.948, 354.5, 3.0, None, 5.1, 1.2, 3.0, 0.0, None, 0.0, 82.0,2022-05-22 08:00:00, None,21
1.5, 8.81, 65.33, 8.7, None, 72.75, 3.214, 31.5, 3.0, None, 8.8, 1.2, 3.0, 0.0, None, 0.0, 65.0,2022-05-22 09:00:00, None,21
1.5, 10.87, 51.71, 11.4, None, 65.63, 3.66, 201.4, 2.0, None, 10.9, 1.2, 2.0, 0.0, None, 0.0, 52.0,2022-05-22 10:00:00, None,21
