WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, None,0.67, None,65.95,2016-03-11 00:00:00, None,3.041,11
None, None,0.611998, None,71.3,2016-03-11 01:00:00, None,1.8,11
None, None,0.523998, None,74.5,2016-03-11 02:00:00, None,0.640999,11
None, None,1.138, None,75.2,2016-03-11 03:00:00, None,-0.296999,11
None, None,0.865, None,77.1,2016-03-11 04:00:00, None,-0.777998,11
None, None,0.717998, None,80.1,2016-03-11 05:00:00, None,-1.406,11
None, None,1.264, None,81.0,2016-03-11 06:00:00, None,-1.447,11
None, None,1.36, None,80.8,2016-03-11 07:00:00, None,-1.356,11
None, None,1.015, None,78.9,2016-03-11 08:00:00, None,-0.680998,11
None, None,1.015, None,74.4,2016-03-11 09:00:00, None,0.782998,11
None, None,3.285, None,65.96,2016-03-11 10:00:00, None,2.668,11
None, None,4.315, None,56.1,2016-03-11 11:00:00, None,4.507,11
None, None,5.331, None,48.43,2016-03-11 12:00:00, None,5.798,11
None, None,5.201, None,45.22,2016-03-11 13:00:00, None,6.501,11
None, None,4.407, None,40.43,2016-03-11 14:00:00, None,7.37,11
None, None,4.841, None,35.57,2016-03-11 15:00:00, None,8.37,11
None, None,4.457, None,33.0,2016-03-11 16:00:00, None,9.05,11
None, None,4.247, None,34.33,2016-03-11 17:00:00, None,8.98,11
None, None,3.467, None,35.52,2016-03-11 18:00:00, None,8.88,11
None, None,3.635, None,37.07,2016-03-11 19:00:00, None,8.27,11
None, None,3.207, None,35.13,2016-03-11 20:00:00, None,8.33,11
None, None,3.13, None,38.3,2016-03-11 21:00:00, None,7.52,11
None, None,3.933, None,46.38,2016-03-11 22:00:00, None,7.0,11
None, None,3.88, None,56.02,2016-03-11 23:00:00, None,6.527,11
None, None,2.145, None,56.94,2016-03-12 00:00:00, None,6.476,11
None, None,1.348, None,61.28,2016-03-12 01:00:00, None,5.206,11
None, None,1.157, None,64.52,2016-03-12 02:00:00, None,4.343,11
None, None,2.584, None,60.11,2016-03-12 03:00:00, None,5.111,11
None, None,3.622, None,57.75,2016-03-12 04:00:00, None,5.519,11
None, None,2.553, None,57.69,2016-03-12 05:00:00, None,5.492,11
None, None,1.639, None,65.03,2016-03-12 06:00:00, None,4.382,11
None, None,0.825999, None,72.3,2016-03-12 07:00:00, None,3.203,11
None, None,0.801998, None,76.9,2016-03-12 08:00:00, None,2.848,11
None, None,2.738, None,64.25,2016-03-12 09:00:00, None,6.887,11
None, None,4.296, None,54.48,2016-03-12 10:00:00, None,9.02,11
None, None,4.316, None,45.94,2016-03-12 11:00:00, None,10.32,11
None, None,3.762, None,41.98,2016-03-12 12:00:00, None,10.42,11
None, None,4.54, None,37.42,2016-03-12 13:00:00, None,11.04,11
None, None,4.25, None,37.78,2016-03-12 14:00:00, None,10.7,11
