wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
92.0, None, None,0.0, None,2.2, None,9.7, None, None,92.0,2017-06-18 00:00:00, None,25
120.0, None, None,0.4, None,3.3, None,9.0, None, None,97.0,2017-06-18 01:00:00, None,25
95.0, None, None,0.2, None,3.5, None,8.7, None, None,98.0,2017-06-18 02:00:00, None,25
95.0, None, None,0.4, None,3.7, None,8.7, None, None,99.0,2017-06-18 03:00:00, None,25
99.0, None, None,0.0, None,2.1, None,8.6, None, None,99.0,2017-06-18 04:00:00, None,25
100.0, None, None,0.0, None,3.6, None,8.6, None, None,99.0,2017-06-18 05:00:00, None,25
116.0, None, None,0.2, None,2.6, None,9.3, None, None,99.0,2017-06-18 06:00:00, None,25
12.0, None, None,0.0, None,2.1, None,9.8, None, None,96.0,2017-06-18 07:00:00, None,25
268.0, None, None,0.0, None,2.1, None,10.5, None, None,93.0,2017-06-18 08:00:00, None,25
16.0, None, None,0.0, None,2.5, None,10.9, None, None,87.0,2017-06-18 09:00:00, None,25
23.0, None, None,0.0, None,2.3, None,11.6, None, None,92.0,2017-06-18 10:00:00, None,25
142.0, None, None,0.0, None,2.0, None,12.2, None, None,84.0,2017-06-18 11:00:00, None,25
264.0, None, None,0.0, None,3.0, None,12.3, None, None,91.0,2017-06-18 12:00:00, None,25
353.0, None, None,0.0, None,3.4, None,12.1, None, None,89.0,2017-06-18 13:00:00, None,25
340.0, None, None,0.0, None,2.9, None,12.0, None, None,92.0,2017-06-18 14:00:00, None,25
347.0, None, None,0.0, None,1.7, None,12.5, None, None,93.0,2017-06-18 15:00:00, None,25
294.0, None, None,0.0, None,2.8, None,12.3, None, None,91.0,2017-06-18 16:00:00, None,25
338.0, None, None,0.0, None,2.3, None,12.5, None, None,95.0,2017-06-18 17:00:00, None,25
352.0, None, None,0.0, None,1.7, None,12.6, None, None,95.0,2017-06-18 18:00:00, None,25
114.0, None, None,0.0, None,2.2, None,12.4, None, None,96.0,2017-06-18 19:00:00, None,25
117.0, None, None,0.0, None,3.4, None,12.0, None, None,97.0,2017-06-18 20:00:00, None,25
129.0, None, None,0.0, None,2.9, None,11.6, None, None,98.0,2017-06-18 21:00:00, None,25
