WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
None, 9.3, 1.95, None,2017-06-04 00:00:00, 8.74,23
None, 8.7, 2.25, None,2017-06-04 01:00:00, 7.61,23
None, 7.6, 2.04, None,2017-06-04 02:00:00, 6.916,23
None, 6.9, 1.31, None,2017-06-04 03:00:00, 5.968,23
None, 6.0, 1.34, None,2017-06-04 04:00:00, 5.053,23
None, 5.1, 1.35, None,2017-06-04 05:00:00, 5.18,23
None, 5.2, 1.16, None,2017-06-04 06:00:00, 6.274,23
None, 6.3, 1.06, None,2017-06-04 07:00:00, 7.97,23
None, 8.0, 1.73, None,2017-06-04 08:00:00, 9.78,23
None, 9.8, 1.67, None,2017-06-04 09:00:00, 10.92,23
None, 10.9, 2.12, None,2017-06-04 10:00:00, 11.93,23
None, 11.9, 2.08, None,2017-06-04 11:00:00, 12.95,23
None, 13.0, 2.04, None,2017-06-04 12:00:00, 13.81,23
None, 13.8, 2.11, None,2017-06-04 13:00:00, 14.12,23
None, 14.1, 2.35, None,2017-06-04 14:00:00, 14.79,23
None, 14.8, 2.66, None,2017-06-04 15:00:00, 15.08,23
None, 15.1, 2.07, None,2017-06-04 16:00:00, 15.87,23
None, 15.9, 2.4, None,2017-06-04 17:00:00, 16.02,23
None, 16.0, 1.98, None,2017-06-04 18:00:00, 15.8,23
None, 15.8, 2.55, None,2017-06-04 19:00:00, 15.61,23
None, 15.6, 2.65, None,2017-06-04 20:00:00, 14.11,23
None, 14.1, 1.5, None,2017-06-04 21:00:00, 12.99,23
None, 13.0, 1.59, None,2017-06-04 22:00:00, 11.81,23
None, 11.8, 2.1, None,2017-06-04 23:00:00, 10.66,23
None, 10.7, 2.1, None,2017-06-05 00:00:00, 9.54,23
None, 9.5, 2.06, None,2017-06-05 01:00:00, 8.52,23
None, 8.5, 1.93, None,2017-06-05 02:00:00, 8.01,23
None, 8.0, 1.85, None,2017-06-05 03:00:00, 7.22,23
None, 7.2, 1.98, None,2017-06-05 04:00:00, 6.476,23
None, 6.5, 1.21, None,2017-06-05 05:00:00, 6.196,23
None, 6.2, 0.9, None,2017-06-05 06:00:00, 6.484,23
None, 6.5, 1.31, None,2017-06-05 07:00:00, 8.44,23
None, 8.4, 1.68, None,2017-06-05 08:00:00, 10.73,23
None, 10.7, 0.75, None,2017-06-05 09:00:00, 12.19,23
None, 12.2, 0.99, None,2017-06-05 10:00:00, 13.23,23
None, 13.2, 1.61, None,2017-06-05 11:00:00, 14.25,23
None, 14.3, 1.61, None,2017-06-05 12:00:00, 15.37,23
None, 15.4, 2.16, None,2017-06-05 13:00:00, 15.95,23
None, 16.0, 1.99, None,2017-06-05 14:00:00, 16.95,23
None, 17.0, 1.86, None,2017-06-05 15:00:00, 17.47,23
None, 17.5, 1.76, None,2017-06-05 16:00:00, 17.88,23
None, 17.9, 1.82, None,2017-06-05 17:00:00, 18.15,23
None, 18.2, 1.36, None,2017-06-05 18:00:00, 17.77,23
None, 17.8, 0.97, None,2017-06-05 19:00:00, 17.0,23
None, 17.0, 0.98, None,2017-06-05 20:00:00, 15.93,23
None, 15.9, 1.07, None,2017-06-05 21:00:00, 15.22,23
None, 15.2, 0.96, None,2017-06-05 22:00:00, 14.1,23
None, 14.1, 1.16, None,2017-06-05 23:00:00, 13.36,23
None, 13.4, 1.15, None,2017-06-06 00:00:00, 13.17,23
None, 13.2, 1.54, None,2017-06-06 01:00:00, 12.82,23
None, 12.8, 2.05, None,2017-06-06 02:00:00, 12.07,23
None, 12.1, 1.98, None,2017-06-06 03:00:00, 11.22,23
None, 11.2, 1.83, None,2017-06-06 04:00:00, 10.56,23
None, 10.6, 1.72, None,2017-06-06 05:00:00, 9.86,23
None, 9.9, 1.71, None,2017-06-06 06:00:00, 9.71,23
None, 9.7, 1.38, None,2017-06-06 07:00:00, 10.46,23
None, 10.5, 1.09, None,2017-06-06 08:00:00, 11.06,23
None, 11.1, 1.41, None,2017-06-06 09:00:00, 12.44,23
None, 12.4, 1.28, None,2017-06-06 10:00:00, 14.05,23
None, 14.1, 1.49, None,2017-06-06 11:00:00, 15.76,23
None, 15.8, 1.53, None,2017-06-06 12:00:00, 17.92,23
None, 17.9, 1.24, None,2017-06-06 13:00:00, 19.33,23
