pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
1.0, None, 699.0, None, 0.2, 272.0, None, None, 1.0, 967.0, None,2020-04-08 00:00:00, None,15
1.0, None, 699.0, None, 0.2, 273.0, None, None, 0.0, 966.0, None,2020-04-08 01:00:00, None,15
1.0, None, 699.0, None, 0.1, 273.0, None, None, 0.0, 966.0, None,2020-04-08 02:00:00, None,15
1.0, None, 699.0, None, 0.0, 273.0, None, None, 0.0, 965.0, None,2020-04-08 03:00:00, None,15
1.0, None, 699.0, None, 0.0, 273.0, None, None, 0.0, 965.0, None,2020-04-08 04:00:00, None,15
0.0, None, 699.0, None, 0.2, 272.0, None, None, 0.0, 965.0, None,2020-04-08 05:00:00, None,15
1.0, None, 699.0, None, 0.0, 273.0, None, None, 0.0, 965.0, None,2020-04-08 06:00:00, None,15
1.0, None, 699.0, None, 0.8, 273.0, None, None, 0.0, 964.0, None,2020-04-08 07:00:00, None,15
1.0, None, 698.0, None, 2.2, 272.0, None, None, None, 964.0, None,2020-04-08 08:00:00, None,15
0.0, None, 697.0, None, 4.5, 272.0, None, None, None, 964.0, None,2020-04-08 09:00:00, None,15
0.0, None, 697.0, None, 5.2, 272.0, None, None, 0.0, 964.0, None,2020-04-08 10:00:00, None,15
0.0, None, 696.0, None, 6.4, 271.0, None, None, None, 965.0, None,2020-04-08 11:00:00, None,15
0.0, None, 695.0, None, 7.1, 271.0, None, None, None, 966.0, None,2020-04-08 12:00:00, None,15
0.0, None, 694.0, None, 8.9, 270.0, None, None, None, 967.0, None,2020-04-08 13:00:00, None,15
None, None, 694.0, None, 9.7, 270.0, None, None, 0.0, 967.0, None,2020-04-08 14:00:00, None,15
None, None, 694.0, None, 10.4, 269.0, None, None, 0.0, 969.0, None,2020-04-08 15:00:00, None,15
1.0, 15.0, 696.0, None, 11.7, 268.0, None, None, 2.0, 970.0, None,2020-04-08 16:00:00, None,15
0.0, None, 696.0, None, 10.5, 268.0, None, None, 0.0, 970.0, None,2020-04-08 17:00:00, None,15
0.0, None, 696.0, None, 8.4, 268.0, None, None, 0.0, 971.0, None,2020-04-08 18:00:00, None,15
None, None, 695.0, None, 7.0, 269.0, None, None, None, 970.0, None,2020-04-08 19:00:00, None,15
None, None, 696.0, None, 6.5, 269.0, None, None, 1.0, 970.0, None,2020-04-08 20:00:00, None,15
0.0, None, 697.0, None, 5.4, 268.0, None, None, 1.0, 969.0, None,2020-04-08 21:00:00, None,15
None, None, 697.0, None, 4.4, 268.0, None, None, 0.0, 968.0, None,2020-04-08 22:00:00, None,15
0.0, None, 698.0, None, 4.8, 268.0, None, None, 1.0, 967.0, None,2020-04-08 23:00:00, None,15
None, None, 698.0, None, 4.5, 268.0, None, None, 0.0, 967.0, None,2020-04-09 00:00:00, None,15
None, None, 697.0, None, 5.6, 268.0, None, None, None, 967.0, None,2020-04-09 01:00:00, None,15
None, None, 697.0, None, 6.4, 268.0, None, None, 0.0, 967.0, None,2020-04-09 02:00:00, None,15
None, None, 697.0, None, 6.2, 268.0, None, None, 0.0, 967.0, None,2020-04-09 03:00:00, None,15
None, None, 697.0, None, 6.1, 268.0, None, None, 0.0, 966.0, None,2020-04-09 04:00:00, None,15
None, None, 697.0, None, 5.9, 268.0, None, None, 0.0, 966.0, None,2020-04-09 05:00:00, None,15
None, None, 697.0, None, 5.8, 268.0, None, None, 0.0, 966.0, None,2020-04-09 06:00:00, None,15
None, None, 697.0, None, 5.7, 268.0, None, None, 0.0, 966.0, None,2020-04-09 07:00:00, None,15
None, None, 696.0, None, 8.4, 268.0, None, None, None, 966.0, None,2020-04-09 08:00:00, None,15
None, None, 696.0, None, 9.0, 267.0, None, None, 0.0, 966.0, None,2020-04-09 09:00:00, None,15
None, None, 695.0, None, 11.1, 267.0, None, None, None, 966.0, None,2020-04-09 10:00:00, None,15
None, None, 695.0, None, 10.4, 266.0, None, None, 0.0, 966.0, None,2020-04-09 11:00:00, None,15
None, None, 693.0, None, 11.8, 266.0, None, None, None, 967.0, None,2020-04-09 12:00:00, None,15
0.0, None, 694.0, None, 12.1, 266.0, None, None, 1.0, 968.0, None,2020-04-09 13:00:00, None,15
0.0, None, 694.0, None, 14.1, 265.0, None, None, 0.0, 969.0, None,2020-04-09 14:00:00, None,15
0.0, None, 694.0, None, 13.1, 264.0, None, None, 0.0, 970.0, None,2020-04-09 15:00:00, None,15
None, 11.0, 694.0, None, 13.1, 263.0, None, None, 0.0, 972.0, None,2020-04-09 16:00:00, None,15
None, None, 695.0, None, 13.1, 263.0, None, None, 1.0, 973.0, None,2020-04-09 17:00:00, None,15
None, None, 695.0, None, 11.2, 262.0, None, None, 0.0, 973.0, None,2020-04-09 18:00:00, None,15
0.0, None, 695.0, None, 8.8, 262.0, None, None, 0.0, 973.0, None,2020-04-09 19:00:00, None,15
0.0, None, 696.0, None, 8.4, 262.0, None, None, 1.0, 972.0, None,2020-04-09 20:00:00, None,15
None, None, 696.0, None, 8.2, 262.0, None, None, 0.0, 970.0, None,2020-04-09 21:00:00, None,15
0.0, None, 697.0, None, 7.4, 262.0, None, None, 1.0, 969.0, None,2020-04-09 22:00:00, None,15
None, None, 697.0, None, 7.0, 262.0, None, None, 0.0, 969.0, None,2020-04-09 23:00:00, None,15
None, None, 697.0, None, 7.4, 261.0, None, None, 0.0, 968.0, None,2020-04-10 00:00:00, None,15
0.0, None, 697.0, None, 7.4, 262.0, None, None, 0.0, 967.0, None,2020-04-10 01:00:00, None,15
None, None, 696.0, None, 6.5, 261.0, None, None, None, 967.0, None,2020-04-10 02:00:00, None,15
None, None, 696.0, None, 6.5, 262.0, None, None, 0.0, 967.0, None,2020-04-10 03:00:00, None,15
None, None, 696.0, None, 6.3, 262.0, None, None, 0.0, 967.0, None,2020-04-10 04:00:00, None,15
None, None, 696.0, None, 6.3, 262.0, None, None, 0.0, 967.0, None,2020-04-10 05:00:00, None,15
0.0, None, 697.0, None, 5.2, 262.0, None, None, 1.0, 967.0, None,2020-04-10 06:00:00, None,15
0.0, None, 697.0, None, 5.7, 261.0, None, None, 0.0, 966.0, None,2020-04-10 07:00:00, None,15
0.0, None, 696.0, None, 7.4, 261.0, None, None, None, 966.0, None,2020-04-10 08:00:00, None,15
None, None, 695.0, None, 9.0, 261.0, None, None, None, 966.0, None,2020-04-10 09:00:00, None,15
0.0, None, 695.0, None, 8.3, 261.0, None, None, 0.0, 966.0, None,2020-04-10 10:00:00, None,15
None, None, 694.0, None, 9.0, 260.0, None, None, None, 967.0, None,2020-04-10 11:00:00, None,15
1.0, None, 694.0, None, 10.4, 260.0, None, None, 0.0, 967.0, None,2020-04-10 12:00:00, None,15
None, None, 693.0, None, 10.4, 260.0, None, None, None, 968.0, None,2020-04-10 13:00:00, None,15
0.0, None, 694.0, None, 11.2, 259.0, None, None, 1.0, 970.0, None,2020-04-10 14:00:00, None,15
None, None, 693.0, None, 11.5, 258.0, None, None, None, 971.0, None,2020-04-10 15:00:00, None,15
0.0, 8.0, 694.0, None, 10.7, 257.0, None, None, 1.0, 973.0, None,2020-04-10 16:00:00, None,15
0.0, None, 695.0, None, 9.0, 256.0, None, None, 1.0, 973.0, None,2020-04-10 17:00:00, None,15
0.0, None, 695.0, None, 9.1, 255.0, None, None, 0.0, 973.0, None,2020-04-10 18:00:00, None,15
1.0, None, 696.0, None, 6.3, 256.0, None, None, 1.0, 973.0, None,2020-04-10 19:00:00, None,15
0.0, None, 696.0, None, 5.3, 255.0, None, None, 0.0, 972.0, None,2020-04-10 20:00:00, None,15
0.0, None, 696.0, None, 4.7, 255.0, None, None, 0.0, 970.0, None,2020-04-10 21:00:00, None,15
None, None, 696.0, None, 5.4, 255.0, None, None, 0.0, 969.0, None,2020-04-10 22:00:00, None,15
None, None, 696.0, None, 5.5, 255.0, None, None, 0.0, 968.0, None,2020-04-10 23:00:00, None,15
None, None, 696.0, None, 4.9, 254.0, None, None, 0.0, 967.0, None,2020-04-11 00:00:00, None,15
None, None, 696.0, None, 3.1, 254.0, None, None, 0.0, 967.0, None,2020-04-11 01:00:00, None,15
1.0, None, 697.0, None, 3.6, 255.0, None, None, 1.0, 967.0, None,2020-04-11 02:00:00, None,15
1.0, None, 697.0, None, 2.6, 255.0, None, None, 0.0, 966.0, None,2020-04-11 03:00:00, None,15
1.0, None, 697.0, None, 1.6, 254.0, None, None, 0.0, 966.0, None,2020-04-11 04:00:00, None,15
2.0, None, 698.0, None, 0.9, 255.0, None, None, 1.0, 965.0, None,2020-04-11 05:00:00, None,15
0.0, None, 697.0, None, 0.3, 255.0, None, None, None, 965.0, None,2020-04-11 06:00:00, None,15
0.0, None, 697.0, None, 0.1, 255.0, None, None, 0.0, 964.0, None,2020-04-11 07:00:00, None,15
1.0, None, 697.0, None, 0.0, 255.0, None, None, 0.0, 964.0, None,2020-04-11 08:00:00, None,15
2.0, None, 697.0, None, 0.4, 255.0, None, None, 0.0, 964.0, None,2020-04-11 09:00:00, None,15
2.0, None, 697.0, None, 1.6, 255.0, None, None, 0.0, 964.0, None,2020-04-11 10:00:00, None,15
2.0, None, 696.0, None, 2.4, 255.0, None, None, None, 964.0, None,2020-04-11 11:00:00, None,15
2.0, None, 696.0, None, 4.5, 254.0, None, None, 0.0, 965.0, None,2020-04-11 12:00:00, None,15
3.0, None, 696.0, None, 5.1, 254.0, None, None, 0.0, 965.0, None,2020-04-11 13:00:00, None,15
1.0, None, 695.0, None, 6.2, 253.0, None, None, None, 967.0, None,2020-04-11 14:00:00, None,15
