pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
2.0, None, 1.0,993.0,1216.0, None, None,2022-03-05 00:00:00,-7.3, None,234.0, None,10
3.0, None, 1.0,993.0,1217.0, None, None,2022-03-05 01:00:00,-8.0, None,234.0, None,10
2.0, None, 0.0,992.0,1217.0, None, None,2022-03-05 02:00:00,-7.9, None,233.0, None,10
3.0, None, 1.0,992.0,1218.0, None, None,2022-03-05 03:00:00,-7.5, None,233.0, None,10
2.0, None, 0.0,992.0,1218.0, None, None,2022-03-05 04:00:00,-7.0, None,234.0, None,10
3.0, None, 1.0,991.0,1219.0, None, None,2022-03-05 05:00:00,-6.3, None,233.0, None,10
2.0, None, 0.0,991.0,1219.0, None, None,2022-03-05 06:00:00,-6.4, None,233.0, None,10
2.0, None, 0.0,991.0,1219.0, None, None,2022-03-05 07:00:00,-6.4, None,233.0, None,10
3.0, None, 0.0,989.0,1219.0, None, None,2022-03-05 08:00:00,-6.4, None,233.0, None,10
3.0, None, 0.0,988.0,1219.0, None, None,2022-03-05 09:00:00,-6.7, None,234.0, None,10
None, None, None,988.0,1213.0, None, None,2022-03-05 10:00:00,-3.4, None,233.0, None,10
None, None, None,988.0,1204.0, None, None,2022-03-05 11:00:00,-0.8, None,233.0, None,10
None, None, 3.0,989.0,1207.0, None, None,2022-03-05 12:00:00,0.7, None,233.0, None,10
3.0, None, None,990.0,1205.0, None, None,2022-03-05 13:00:00,1.2, None,233.0, None,10
None, None, 2.0,991.0,1207.0, None, None,2022-03-05 14:00:00,1.4, None,233.0, None,10
None, None, 0.0,992.0,1207.0, None, None,2022-03-05 15:00:00,1.3, None,233.0, None,10
None, None, 0.0,993.0,1207.0, None, None,2022-03-05 16:00:00,0.9, None,233.0, None,10
None, None, 1.0,993.0,1208.0, None, None,2022-03-05 17:00:00,0.3, None,233.0, None,10
None, None, 0.0,993.0,1208.0, None, None,2022-03-05 18:00:00,-0.6, None,233.0, None,10
None, None, 1.0,993.0,1209.0, None, None,2022-03-05 19:00:00,-1.5, None,232.0, None,10
None, None, 0.0,993.0,1209.0, None, None,2022-03-05 20:00:00,-2.9, None,232.0, None,10
None, None, 0.0,992.0,1209.0, None, None,2022-03-05 21:00:00,-2.8, None,232.0, None,10
None, None, 1.0,992.0,1210.0, None, None,2022-03-05 22:00:00,-2.8, None,232.0, None,10
None, None, 0.0,991.0,1210.0, None, None,2022-03-05 23:00:00,-3.3, None,232.0, None,10
None, None, 1.0,991.0,1211.0, None, None,2022-03-06 00:00:00,-3.7, None,232.0, None,10
None, None, 0.0,990.0,1211.0, None, None,2022-03-06 01:00:00,-3.9, None,232.0, None,10
None, None, 1.0,990.0,1212.0, None, None,2022-03-06 02:00:00,-5.3, None,232.0, None,10
None, None, 0.0,989.0,1212.0, None, None,2022-03-06 03:00:00,-4.4, None,232.0, None,10
None, None, 0.0,989.0,1212.0, None, None,2022-03-06 04:00:00,-4.6, None,232.0, None,10
None, None, None,989.0,1211.0, None, None,2022-03-06 05:00:00,-5.3, None,232.0, None,10
None, None, 1.0,988.0,1212.0, None, None,2022-03-06 06:00:00,-6.0, None,232.0, None,10
None, None, None,988.0,1211.0, None, None,2022-03-06 07:00:00,-4.7, None,232.0, None,10
None, None, None,988.0,1210.0, None, None,2022-03-06 08:00:00,0.0, None,232.0, None,10
None, None, None,988.0,1206.0, None, None,2022-03-06 09:00:00,2.1, None,231.0, None,10
None, None, 0.0,988.0,1206.0, None, None,2022-03-06 10:00:00,3.0, None,231.0, None,10
1.0, None, None,988.0,1205.0, None, None,2022-03-06 11:00:00,2.8, None,232.0, None,10
None, None, None,988.0,1204.0, None, None,2022-03-06 12:00:00,2.6, None,233.0, None,10
None, None, 0.0,989.0,1204.0, None, None,2022-03-06 13:00:00,2.4, None,233.0, None,10
None, None, None,991.0,1202.0, None, None,2022-03-06 14:00:00,2.6, None,232.0, None,10
None, None, 3.0,991.0,1205.0, None, None,2022-03-06 15:00:00,3.0, None,232.0, None,10
None, None, 0.0,992.0,1205.0, None, None,2022-03-06 16:00:00,2.9, None,232.0, None,10
None, None, None,992.0,1202.0, None, None,2022-03-06 17:00:00,2.7, None,232.0, None,10
None, None, 0.0,992.0,1202.0, None, None,2022-03-06 18:00:00,2.5, None,232.0, None,10
None, None, 2.0,991.0,1204.0, None, None,2022-03-06 19:00:00,2.7, None,233.0, None,10
None, None, None,990.0,1197.0, None, None,2022-03-06 20:00:00,1.7, None,232.0, None,10
None, None, 6.0,990.0,1203.0, None, None,2022-03-06 21:00:00,1.7, None,233.0, None,10
None, None, None,989.0,1202.0, None, None,2022-03-06 22:00:00,1.4, None,233.0, None,10
None, None, None,988.0,1198.0, None, None,2022-03-06 23:00:00,0.1, None,232.0, None,10
None, None, 3.0,988.0,1201.0, None, None,2022-03-07 00:00:00,-0.1, None,232.0, None,10
None, None, None,987.0,1199.0, None, None,2022-03-07 01:00:00,0.0, None,233.0, None,10
None, None, 3.0,987.0,1202.0, None, None,2022-03-07 02:00:00,-0.4, None,232.0, None,10
None, None, 0.0,986.0,1202.0, None, None,2022-03-07 03:00:00,-0.4, None,232.0, None,10
None, None, 1.0,986.0,1203.0, None, None,2022-03-07 04:00:00,-0.5, None,232.0, None,10
None, None, 0.0,986.0,1203.0, None, None,2022-03-07 05:00:00,-1.2, None,232.0, None,10
None, None, 0.0,986.0,1203.0, None, None,2022-03-07 06:00:00,-1.1, None,232.0, None,10
None, None, 0.0,986.0,1203.0, None, None,2022-03-07 07:00:00,-1.4, None,232.0, None,10
None, None, 0.0,986.0,1203.0, None, None,2022-03-07 08:00:00,-2.3, None,232.0, None,10
None, None, 0.0,986.0,1203.0, None, None,2022-03-07 09:00:00,-2.3, None,232.0, None,10
None, None, 0.0,985.0,1203.0, None, None,2022-03-07 10:00:00,-2.1, None,232.0, None,10
None, None, 0.0,985.0,1203.0, None, None,2022-03-07 11:00:00,-2.2, None,232.0, None,10
None, None, 0.0,986.0,1203.0, None, None,2022-03-07 12:00:00,-2.1, None,233.0, None,10
None, None, 0.0,986.0,1203.0, None, None,2022-03-07 13:00:00,-2.8, None,233.0, None,10
2.0, None, 1.0,987.0,1204.0, None, None,2022-03-07 14:00:00,-2.5, None,233.0, None,10
None, None, None,988.0,1203.0, None, None,2022-03-07 15:00:00,-1.6, None,233.0, None,10
None, None, 1.0,988.0,1204.0, None, None,2022-03-07 16:00:00,-2.0, None,233.0, None,10
2.0, None, 0.0,988.0,1204.0, None, None,2022-03-07 17:00:00,-2.5, None,233.0, None,10
2.0, None, 0.0,987.0,1204.0, None, None,2022-03-07 18:00:00,-3.0, None,233.0, None,10
1.0, None, 1.0,987.0,1205.0, None, None,2022-03-07 19:00:00,-4.2, None,233.0, None,10
3.0, None, 1.0,986.0,1206.0, None, None,2022-03-07 21:00:00,-5.2, None,232.0, None,10
