air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
None, 11.3, None, None, 97.0, None, None, None, 0.0,2020-07-15 00:00:00,29
None, 11.2, None, None, 97.0, None, None, None, 0.0,2020-07-15 01:00:00,29
None, 10.8, None, None, 100.0, None, None, None, 0.0,2020-07-15 02:00:00,29
None, 10.5, None, None, 100.0, None, None, None, 0.0,2020-07-15 03:00:00,29
None, 10.7, None, None, 100.0, None, None, None, 0.0,2020-07-15 04:00:00,29
None, 10.8, None, None, 100.0, None, None, None, 0.0,2020-07-15 05:00:00,29
None, 12.0, None, None, 96.0, None, None, None, 0.0,2020-07-15 06:00:00,29
None, 13.3, None, None, 88.0, None, None, None, 0.0,2020-07-15 07:00:00,29
None, 13.8, None, None, 90.0, None, None, None, 0.0,2020-07-15 08:00:00,29
None, 14.5, None, None, 89.0, None, None, None, 0.0,2020-07-15 09:00:00,29
None, 16.2, None, None, 79.0, None, None, None, 0.0,2020-07-15 10:00:00,29
None, 17.0, None, None, 76.0, None, None, None, 0.0,2020-07-15 11:00:00,29
None, 17.2, None, None, 75.0, None, None, None, 0.0,2020-07-15 12:00:00,29
None, 18.0, None, None, 71.0, None, None, None, 0.0,2020-07-15 13:00:00,29
None, 18.4, None, None, 71.0, None, None, None, 0.0,2020-07-15 14:00:00,29
None, 19.2, None, None, 68.0, None, None, None, 0.0,2020-07-15 15:00:00,29
None, 16.7, None, None, 79.0, None, None, None, 0.0,2020-07-15 16:00:00,29
None, 16.3, None, None, 80.0, None, None, None, 0.0,2020-07-15 17:00:00,29
None, 15.1, None, None, 87.0, None, None, None, 0.0,2020-07-15 18:00:00,29
None, 13.5, None, None, 92.0, None, None, None, 0.0,2020-07-15 19:00:00,29
None, 12.7, None, None, 96.0, None, None, None, 0.0,2020-07-15 20:00:00,29
None, 11.6, None, None, 99.0, None, None, None, 0.0,2020-07-15 21:00:00,29
