pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,355.0, None,3.8,3.9, 4.0, None, None, None,-7.0,2023-08-20 03:00:00, None,34
None, None,355.0, None,5.2,4.9, 3.0, None, None, None,-8.0,2023-08-20 08:00:00, None,34
0.0, None,355.0, None,8.9,9.1, 3.0, None, None, None,-5.0,2023-08-20 22:00:00, None,34
None, None,355.0, None,3.0,2.9, 3.0, None, None, None,-8.0,2023-08-21 07:00:00, None,34
None, None,322.0, None,20.2,20.2, -2.0, None, None, None,1.0,2023-08-22 15:00:00, None,34
None, None,322.0, None,20.5,20.2, -2.0, None, None, None,0.0,2023-08-22 18:00:00, None,34
None, None,322.0, None,18.1,18.0, -2.0, None, None, None,0.0,2023-08-23 20:00:00, None,34
1.0, None,323.0, None,17.4,17.3, -1.0, None, None, None,-2.0,2023-08-24 20:00:00, None,34
None, None,322.0, None,13.3,13.5, -2.0, None, None, None,-3.0,2023-08-24 23:00:00, None,34
None, None,322.0, None,10.5,10.5, -2.0, None, None, None,-5.0,2023-08-25 01:00:00, None,34
None, None,322.0, None,19.6,18.4, -2.0, None, None, None,-5.0,2023-08-25 12:00:00, None,34
None, None,323.0, None,22.7,22.4, -2.0, None, None, None,1.0,2023-08-25 16:00:00, None,34
None, None,322.0, None,10.3,10.2, -2.0, None, None, None,-5.0,2023-08-26 03:00:00, None,34
None, None,322.0, None,6.9,6.9, -2.0, None, None, None,-7.0,2023-08-26 07:00:00, None,34
None, None,322.0, None,7.9,7.8, -1.0, None, None, 0.0,-7.0,2023-08-26 08:00:00, None,34
None, None,322.0, None,11.8,11.5, -1.0, None, None, 0.0,-7.0,2023-08-26 09:00:00, None,34
None, None,322.0, None,16.5,15.5, -2.0, None, None, 0.0,-7.0,2023-08-26 10:00:00, None,34
