WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
None, -19.2, 0.774999, None,2017-12-24 00:00:00, -19.15,52
None, -19.9, 0.842998, None,2017-12-24 01:00:00, -19.86,52
None, -20.0, 0.813, None,2017-12-24 02:00:00, -19.98,52
None, -20.3, 0.611998, None,2017-12-24 03:00:00, -20.25,52
None, -19.9, 1.264, None,2017-12-24 04:00:00, -19.89,52
None, -20.5, 1.541, None,2017-12-24 05:00:00, -20.45,52
None, -21.5, 0.439, None,2017-12-24 06:00:00, -21.45,52
None, -22.1, 0.628, None,2017-12-24 07:00:00, -22.05,52
None, -22.3, 1.178, None,2017-12-24 08:00:00, -22.32,52
None, -23.2, 1.148, None,2017-12-24 09:00:00, -23.21,52
None, -22.7, 1.086, None,2017-12-24 10:00:00, -22.73,52
None, -22.0, 0.713998, None,2017-12-24 11:00:00, -21.99,52
None, -21.5, 0.716, None,2017-12-24 12:00:00, -21.46,52
None, -20.9, 1.038, None,2017-12-24 13:00:00, -20.92,52
None, -20.2, 0.204998, None,2017-12-24 14:00:00, -20.23,52
None, -19.5, 0.018998, None,2017-12-24 15:00:00, -19.46,52
None, -18.3, 0.703998, None,2017-12-24 16:00:00, -18.33,52
None, -18.5, None, None,2017-12-24 17:00:00, -18.5,52
None, -19.4, None, None,2017-12-24 18:00:00, -19.36,52
None, -20.0, 0.002, None,2017-12-24 19:00:00, -19.97,52
None, -20.0, 0.016, None,2017-12-24 20:00:00, -19.97,52
None, -20.8, 0.449999, None,2017-12-24 21:00:00, -20.8,52
None, -21.2, 0.072999, None,2017-12-24 22:00:00, -21.19,52
None, -21.1, 0.002, None,2017-12-24 23:00:00, -21.13,52
None, -21.6, None, None,2017-12-25 00:00:00, -21.61,52
None, -22.3, 0.065999, None,2017-12-25 01:00:00, -22.29,52
None, -22.9, 0.465, None,2017-12-25 02:00:00, -22.9,52
None, -23.2, 0.393999, None,2017-12-25 03:00:00, -23.15,52
None, -23.6, 0.476999, None,2017-12-25 04:00:00, -23.57,52
None, -24.1, 0.416999, None,2017-12-25 05:00:00, -24.09,52
None, -24.4, 0.236, None,2017-12-25 06:00:00, -24.41,52
None, -24.6, 0.34, None,2017-12-25 07:00:00, -24.63,52
None, -24.8, 0.101998, None,2017-12-25 08:00:00, -24.75,52
None, -25.2, 0.2, None,2017-12-25 09:00:00, -25.16,52
None, -25.2, 0.012, None,2017-12-25 10:00:00, -25.17,52
None, -24.8, None, None,2017-12-25 11:00:00, -24.75,52
None, -23.5, None, None,2017-12-25 12:00:00, -23.54,52
None, -22.3, None, None,2017-12-25 13:00:00, -22.26,52
None, -20.6, None, None,2017-12-25 14:00:00, -20.64,52
None, -19.8, None, None,2017-12-25 15:00:00, -19.84,52
None, -19.6, None, None,2017-12-25 16:00:00, -19.59,52
None, -20.1, None, None,2017-12-25 17:00:00, -20.13,52
None, -20.9, None, None,2017-12-25 18:00:00, -20.87,52
None, -21.7, None, None,2017-12-25 19:00:00, -21.71,52
None, -22.8, None, None,2017-12-25 20:00:00, -22.77,52
None, -24.0, 2.056, None,2017-12-25 21:00:00, -24.03,52
None, -24.7, 1.331, None,2017-12-25 22:00:00, -24.7,52
None, -25.3, 1.611, None,2017-12-25 23:00:00, -25.3,52
None, -26.0, 1.375, None,2017-12-26 00:00:00, -25.97,52
None, -26.7, 1.527, None,2017-12-26 01:00:00, -26.67,52
