SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,8.2, 0.0,0.0,7.4, None,2018-05-28 00:00:00,306.0,86.0,22
None,8.0, None,0.0,7.0, None,2018-05-28 00:15:00,296.0,88.0,22
None,7.8, None,0.0,7.7, None,2018-05-28 00:30:00,304.0,90.0,22
None,7.7, None,0.0,8.7, None,2018-05-28 00:45:00,301.0,91.0,22
None,7.7, 0.0,0.0,9.7, None,2018-05-28 01:00:00,305.0,90.0,22
None,7.6, None,0.0,11.6, None,2018-05-28 01:15:00,312.0,91.0,22
None,7.5, None,0.0,10.8, None,2018-05-28 01:30:00,305.0,91.0,22
None,7.6, None,0.0,9.8, None,2018-05-28 01:45:00,316.0,90.0,22
None,7.4, 0.0,0.0,7.8, None,2018-05-28 02:00:00,305.0,91.0,22
None,7.5, None,0.0,9.1, None,2018-05-28 02:15:00,310.0,90.0,22
None,7.6, None,0.0,10.0, None,2018-05-28 02:30:00,312.0,91.0,22
None,7.7, None,0.0,10.7, None,2018-05-28 02:45:00,310.0,91.0,22
None,7.7, 0.0,0.0,8.7, None,2018-05-28 03:00:00,311.0,92.0,22
None,7.7, None,0.0,8.2, None,2018-05-28 03:15:00,310.0,92.0,22
None,7.7, None,0.0,9.9, None,2018-05-28 03:30:00,308.0,93.0,22
None,7.6, None,0.0,9.7, None,2018-05-28 03:45:00,309.0,94.0,22
None,7.7, 0.0,0.0,9.4, None,2018-05-28 04:00:00,308.0,93.0,22
None,7.6, None,0.0,9.6, None,2018-05-28 04:15:00,312.0,94.0,22
None,7.6, None,0.0,9.2, None,2018-05-28 04:30:00,313.0,94.0,22
None,7.5, None,0.0,9.9, None,2018-05-28 04:45:00,320.0,95.0,22
None,7.5, 1.0,0.0,7.6, None,2018-05-28 05:00:00,317.0,95.0,22
None,7.6, None,0.0,7.0, None,2018-05-28 05:15:00,313.0,94.0,22
None,7.7, None,0.0,8.0, None,2018-05-28 05:30:00,310.0,94.0,22
None,7.9, None,0.0,8.4, None,2018-05-28 05:45:00,316.0,93.0,22
None,8.3, 0.0,0.0,7.6, None,2018-05-28 06:00:00,318.0,91.0,22
None,8.7, None,0.0,5.1, None,2018-05-28 06:15:00,320.0,89.0,22
None,9.2, None,0.0,4.4, None,2018-05-28 06:30:00,317.0,87.0,22
None,10.5, None,0.0,5.8, None,2018-05-28 06:45:00,305.0,80.0,22
None,11.5, 0.0,0.0,4.8, None,2018-05-28 07:00:00,314.0,76.0,22
None,11.9, None,0.0,8.1, None,2018-05-28 07:15:00,302.0,74.0,22
None,12.4, None,0.0,10.1, None,2018-05-28 07:30:00,305.0,73.0,22
None,12.7, None,0.0,10.6, None,2018-05-28 07:45:00,300.0,73.0,22
None,13.7, 0.0,0.0,7.6, None,2018-05-28 08:00:00,296.0,71.0,22
None,14.3, None,0.0,7.3, None,2018-05-28 08:15:00,270.0,69.0,22
None,14.8, None,0.0,5.5, None,2018-05-28 08:30:00,301.0,65.0,22
None,14.6, None,0.0,5.5, None,2018-05-28 08:45:00,259.0,67.0,22
None,14.9, 1.0,0.0,7.0, None,2018-05-28 09:00:00,251.0,70.0,22
None,15.5, None,0.0,5.0, None,2018-05-28 09:15:00,252.0,63.0,22
None,15.2, None,0.0,7.3, None,2018-05-28 09:30:00,243.0,68.0,22
None,14.8, None,0.0,5.0, None,2018-05-28 09:45:00,238.0,69.0,22
None,15.3, 0.0,0.0,5.0, None,2018-05-28 10:00:00,215.0,66.0,22
None,15.7, None,0.0,7.0, None,2018-05-28 10:15:00,234.0,62.0,22
None,16.6, None,0.0,7.1, None,2018-05-28 10:30:00,271.0,61.0,22
None,17.0, None,0.0,9.2, None,2018-05-28 10:45:00,257.0,58.0,22
None,17.3, 0.0,0.0,9.8, None,2018-05-28 11:00:00,272.0,55.0,22
None,17.8, None,0.0,9.7, None,2018-05-28 11:15:00,303.0,55.0,22
None,17.6, None,0.0,8.9, None,2018-05-28 11:30:00,289.0,55.0,22
