pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 2.164,72.3, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-27 00:00:00, None, None, None,22
None, None, 1.609,75.6, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-27 01:00:00, None, None, None,22
None, None, 1.09,79.0, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-27 02:00:00, None, None, None,22
None, None, 0.904,81.1, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-27 03:00:00, None, None, None,22
None, None, 1.395,82.6, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-27 04:00:00, None, None, None,22
None, None, 0.821,84.0, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-27 05:00:00, None, None, None,22
None, None, 0.342,84.6, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-27 06:00:00, None, None, None,22
None, None, 3.98,75.9, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-27 07:00:00, None, None, None,22
None, None, 3.526,79.1, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-27 08:00:00, None, None, None,22
None, None, 7.53,65.94, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-27 09:00:00, None, None, None,22
None, None, 7.21,57.15, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-27 10:00:00, None, None, None,22
None, None, 7.62,52.99, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-27 11:00:00, None, None, None,22
None, None, 8.61,48.11, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-27 12:00:00, None, None, None,22
None, None, 10.47,45.9, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-27 13:00:00, None, None, None,22
None, None, 11.12,46.42, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-27 14:00:00, None, None, None,22
None, None, 10.84,49.6, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-27 15:00:00, None, None, None,22
None, None, 9.91,50.46, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-27 16:00:00, None, None, None,22
None, None, 8.19,61.24, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-27 18:00:00, None, None, None,22
None, None, 7.49,64.32, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-27 19:00:00, None, None, None,22
None, None, 6.792,68.35, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-27 20:00:00, None, None, None,22
None, None, 5.808,73.6, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-27 21:00:00, None, None, None,22
None, None, 5.098,78.3, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-27 22:00:00, None, None, None,22
None, None, 4.26,81.6, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-27 23:00:00, None, None, None,22
None, None, 3.928,86.4, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-28 00:00:00, None, None, None,22
None, None, 4.028,88.7, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-28 01:00:00, None, None, None,22
None, None, 4.037,91.4, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None,2016-05-28 02:00:00, None, None, None,22
None, None, 3.273,90.7, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-28 03:00:00, None, None, None,22
None, None, 3.093,91.6, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-28 04:00:00, None, None, None,22
None, None, 2.806,92.0, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-28 05:00:00, None, None, None,22
None, None, 2.997,92.6, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-28 06:00:00, None, None, None,22
None, None, 3.284,91.0, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-28 07:00:00, None, None, None,22
