air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-12.5,-13.2, 271.0,-11.6,-6999.0, 4.9,2020-11-04 00:00:00, 0.8,-6999.0,45
-14.5,-14.4, 244.0,-11.6,-6999.0, 5.2,2020-11-04 01:00:00, 1.2,-6999.0,45
-16.0,-16.0, 278.0,-11.6,-6999.0, 6.3,2020-11-04 02:00:00, 2.0,-6999.0,45
-14.9,-16.0, 253.0,-11.6,-6999.0, 6.6,2020-11-04 03:00:00, 1.6,-6999.0,45
-16.1,-16.1, 283.0,-11.6,-6999.0, 4.2,2020-11-04 04:00:00, 1.4,-6999.0,45
-17.4,-17.4, 321.0,-11.6,-6999.0, 4.4,2020-11-04 05:00:00, 0.7,-6999.0,45
-18.6,-18.7, 229.0,-11.6,-6999.0, 3.0,2020-11-04 06:00:00, 0.7,-6999.0,45
-18.2,-18.6, 198.0,-18.1,-6999.0, 2.4,2020-11-04 07:00:00, 0.3,-6999.0,45
-17.5,-18.6, 228.0,-17.4,-6999.0, 3.6,2020-11-04 08:00:00, 0.7,-6999.0,45
-17.1,-18.6, 54.0,-17.2,-6999.0, 5.9,2020-11-04 09:00:00, 0.7,-6999.0,45
-15.9,-18.6, 235.0,-15.9,-6999.0, 4.5,2020-11-04 10:00:00, 1.0,-6999.0,45
-13.0,-18.6, 314.0,-13.0,-6999.0, 3.5,2020-11-04 11:00:00, 0.6,-6999.0,45
-11.4,-18.6, 73.0,-11.4,-6999.0, 4.3,2020-11-04 12:00:00, 1.6,-6999.0,45
-9.3,-18.6, 70.0,-8.3,-6999.0, 9.2,2020-11-04 13:00:00, 3.0,-6999.0,45
-9.2,-18.6, 87.0,-8.3,-6999.0, 10.0,2020-11-04 14:00:00, 3.6,-6999.0,45
-10.5,-18.6, 75.0,-8.3,-6999.0, 10.0,2020-11-04 15:00:00, 4.3,-6999.0,45
-11.3,-18.6, 74.0,-8.3,-6999.0, 18.4,2020-11-04 16:00:00, 6.9,-6999.0,45
-12.3,-18.6, 102.0,-8.3,-6999.0, 18.2,2020-11-04 17:00:00, 4.5,-6999.0,45
-12.8,-18.6, 46.0,-8.3,-6999.0, 20.3,2020-11-04 18:00:00, 8.8,-6999.0,45
-12.3,-13.1, 32.0,-12.4,-6999.0, 22.7,2020-11-04 19:00:00, 7.8,-6999.0,45
-12.1,-13.1, 34.0,-12.1,-6999.0, 23.4,2020-11-04 20:00:00, 8.6,-6999.0,45
-11.0,-13.1, 16.0,-11.0,-6999.0, 16.2,2020-11-04 21:00:00, 5.5,-6999.0,45
-10.7,-13.1, 29.0,-10.6,-6999.0, 24.1,2020-11-04 22:00:00, 6.6,-6999.0,45
-10.4,-13.1, 30.0,-10.4,-6999.0, 24.1,2020-11-04 23:00:00, 6.4,-6999.0,45
-10.0,-13.1, 27.0,-10.0,-6999.0, 20.6,2020-11-05 00:00:00, 6.1,-6999.0,45
-10.1,-13.1, 53.0,-9.9,-6999.0, 22.9,2020-11-05 01:00:00, 9.4,-6999.0,45
-10.1,-13.1, 59.0,-9.9,-6999.0, 17.9,2020-11-05 02:00:00, 8.3,-6999.0,45
-10.1,-13.1, 65.0,-9.9,-6999.0, 23.1,2020-11-05 03:00:00, 11.4,-6999.0,45
-10.2,-13.1, 64.0,-9.9,-6999.0, 24.3,2020-11-05 04:00:00, 12.1,-6999.0,45
-10.7,-13.1, 64.0,-9.9,-6999.0, 25.2,2020-11-05 05:00:00, 12.6,-6999.0,45
-11.1,-13.1, 61.0,-9.9,-6999.0, 27.5,2020-11-05 06:00:00, 12.7,-6999.0,45
-11.4,-11.5, 61.0,-11.1,-6999.0, 28.1,2020-11-05 07:00:00, 12.2,-6999.0,45
-11.8,-11.8, 64.0,-11.1,-6999.0, 35.4,2020-11-05 08:00:00, 15.7,-6999.0,45
-11.5,-11.8, 69.0,-11.1,-6999.0, 27.7,2020-11-05 09:00:00, 14.9,-6999.0,45
-11.7,-11.8, 69.0,-11.1,-6999.0, 27.2,2020-11-05 10:00:00, 14.3,-6999.0,45
-11.3,-11.9, 72.0,-11.1,-6999.0, 24.5,2020-11-05 11:00:00, 12.7,-6999.0,45
-11.0,-11.9, 79.0,-10.9,-6999.0, 22.8,2020-11-05 12:00:00, 10.9,-6999.0,45
-10.5,-11.9, 80.0,-10.5,-6999.0, 18.8,2020-11-05 13:00:00, 8.4,-6999.0,45
-10.6,-11.9, 78.0,-10.4,-6999.0, 19.3,2020-11-05 14:00:00, 7.8,-6999.0,45
-10.6,-11.9, 62.0,-10.4,-6999.0, 18.2,2020-11-05 15:00:00, 7.8,-6999.0,45
-10.6,-11.9, 28.0,-10.4,-6999.0, 9.9,2020-11-05 16:00:00, 4.3,-6999.0,45
-19.5,-19.7, 277.0,-14.0,-6999.0, 4.3,2020-11-05 21:00:00, 1.5,-6999.0,45
-21.4,-21.5, 211.0,-14.0,-6999.0, 5.1,2020-11-05 22:00:00, 1.2,-6999.0,45
-21.9,-22.4, 250.0,-14.0,-6999.0, 5.1,2020-11-05 23:00:00, 1.4,-6999.0,45
-21.9,-22.7, 274.0,-14.0,-6999.0, 8.0,2020-11-06 00:00:00, 1.7,-6999.0,45
-20.0,-22.7, 261.0,-14.0,-6999.0, 8.8,2020-11-06 01:00:00, 3.4,-6999.0,45
-19.8,-22.7, 251.0,-14.0,-6999.0, 10.0,2020-11-06 02:00:00, 2.7,-6999.0,45
-18.8,-22.7, 240.0,-14.0,-6999.0, 9.7,2020-11-06 03:00:00, 3.7,-6999.0,45
-18.2,-22.7, 253.0,-14.0,-6999.0, 13.5,2020-11-06 04:00:00, 4.2,-6999.0,45
-17.4,-22.7, 221.0,-14.0,-6999.0, 10.9,2020-11-06 05:00:00, 3.6,-6999.0,45
-17.8,-22.7, 243.0,-14.0,-6999.0, 10.2,2020-11-06 06:00:00, 4.8,-6999.0,45
-17.4,-17.9, 238.0,-17.4,-6999.0, 12.1,2020-11-06 07:00:00, 5.0,-6999.0,45
-17.3,-17.9, 233.0,-17.0,-6999.0, 9.5,2020-11-06 08:00:00, 4.6,-6999.0,45
-15.9,-17.9, 222.0,-15.9,-6999.0, 11.8,2020-11-06 09:00:00, 3.5,-6999.0,45
-13.4,-17.9, 212.0,-13.3,-6999.0, 12.9,2020-11-06 10:00:00, 3.9,-6999.0,45
-11.6,-17.9, 219.0,-11.6,-6999.0, 24.8,2020-11-06 11:00:00, 4.8,-6999.0,45
-10.7,-17.9, 255.0,-10.7,-6999.0, 20.2,2020-11-06 12:00:00, 10.8,-6999.0,45
-8.9,-17.9, 253.0,-9.0,-6999.0, 22.9,2020-11-06 13:00:00, 10.7,-6999.0,45
-8.5,-17.9, 253.0,-8.3,-6999.0, 21.1,2020-11-06 14:00:00, 9.4,-6999.0,45
-8.2,-17.9, 245.0,-8.2,-6999.0, 17.2,2020-11-06 15:00:00, 7.0,-6999.0,45
-9.0,-17.9, 252.0,-7.9,-6999.0, 15.4,2020-11-06 17:00:00, 7.5,-6999.0,45
-9.7,-17.9, 254.0,-7.9,-6999.0, 12.1,2020-11-06 18:00:00, 5.7,-6999.0,45
-12.0,-11.8, 227.0,-9.4,-6999.0, 13.6,2020-11-06 19:00:00, 5.1,-6999.0,45
-12.6,-13.5, 217.0,-9.4,-6999.0, 11.5,2020-11-06 20:00:00, 3.1,-6999.0,45
-13.8,-13.8, 237.0,-9.4,-6999.0, 12.7,2020-11-06 21:00:00, 5.4,-6999.0,45
-14.0,-14.5, 230.0,-9.4,-6999.0, 10.7,2020-11-06 22:00:00, 5.0,-6999.0,45
-15.4,-15.3, 234.0,-9.4,-6999.0, 10.6,2020-11-06 23:00:00, 4.4,-6999.0,45
-16.2,-16.3, 236.0,-9.4,-6999.0, 10.3,2020-11-07 00:00:00, 3.1,-6999.0,45
-15.8,-17.0, 258.0,-9.4,-6999.0, 12.4,2020-11-07 01:00:00, 6.0,-6999.0,45
-16.9,-17.1, 240.0,-9.4,-6999.0, 6.9,2020-11-07 02:00:00, 2.2,-6999.0,45
-17.1,-17.5, 268.0,-9.4,-6999.0, 10.9,2020-11-07 03:00:00, 4.1,-6999.0,45
-17.0,-17.5, 259.0,-9.4,-6999.0, 11.2,2020-11-07 04:00:00, 5.0,-6999.0,45
-18.3,-18.2, 266.0,-9.4,-6999.0, 7.7,2020-11-07 05:00:00, 3.7,-6999.0,45
-17.9,-18.6, 268.0,-9.4,-6999.0, 9.2,2020-11-07 06:00:00, 3.0,-6999.0,45
-18.6,-18.6, 310.0,-16.5,-6999.0, 11.0,2020-11-07 07:00:00, 2.1,-6999.0,45
-20.2,-20.1, 266.0,-16.5,-6999.0, 6.7,2020-11-07 08:00:00, 1.8,-6999.0,45
-19.8,-20.6, 233.0,-16.5,-6999.0, 5.8,2020-11-07 09:00:00, 1.5,-6999.0,45
-19.6,-20.6, 62.0,-16.5,-6999.0, 4.9,2020-11-07 10:00:00, 1.2,-6999.0,45
-13.8,-20.6, 237.0,-13.9,-6999.0, 8.0,2020-11-07 11:00:00, 2.0,-6999.0,45
-11.6,-20.6, 250.0,-11.4,-6999.0, 6.7,2020-11-07 12:00:00, 1.3,-6999.0,45
-8.6,-20.6, 221.0,-8.6,-6999.0, 7.3,2020-11-07 13:00:00, 2.2,-6999.0,45
-7.9,-20.6, 224.0,-7.8,-6999.0, 8.1,2020-11-07 14:00:00, 2.8,-6999.0,45
-8.1,-20.6, 230.0,-7.5,-6999.0, 11.1,2020-11-07 15:00:00, 3.7,-6999.0,45
-10.0,-20.6, 240.0,-7.5,-6999.0, 8.7,2020-11-07 16:00:00, 3.5,-6999.0,45
-13.0,-20.6, 256.0,-7.5,-6999.0, 9.1,2020-11-07 17:00:00, 3.2,-6999.0,45
-15.1,-20.6, 284.0,-7.5,-6999.0, 5.7,2020-11-07 18:00:00, 1.9,-6999.0,45
-16.5,-16.6, 279.0,-15.0,-6999.0, 6.5,2020-11-07 19:00:00, 1.6,-6999.0,45
-17.5,-17.9, 30.0,-15.0,-6999.0, 4.1,2020-11-07 20:00:00, 0.9,-6999.0,45
-19.6,-19.6, 238.0,-15.0,-6999.0, 3.7,2020-11-07 21:00:00, 0.7,-6999.0,45
-20.8,-20.8, 224.0,-15.0,-6999.0, 2.0,2020-11-07 22:00:00, 0.2,-6999.0,45
-21.4,-21.5, 353.0,-15.0,-6999.0, 4.0,2020-11-07 23:00:00, 0.7,-6999.0,45
-21.9,-22.1, 269.0,-15.0,-6999.0, 4.6,2020-11-08 00:00:00, 1.2,-6999.0,45
-22.4,-22.4, 10.0,-15.0,-6999.0, 3.2,2020-11-08 01:00:00, 0.4,-6999.0,45
-21.3,-22.8, 220.0,-15.0,-6999.0, 4.0,2020-11-08 02:00:00, 0.5,-6999.0,45
