pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 1.753, 97.0, 2.9, 0.1, 64.27, 0.0, 237.3, 1.0, 0.0, 1.8, 1.1, 1005.7, 0.0, 1.0, 991.0, 237.0, 0.0, 97.0,2020-11-04 00:00:00, 0.0, -0.218, 991.0,45
None, 1.984, 97.0, 2.9, 5.2, 56.16, 0.033, 253.6, 2.0, 0.0, 2.0, 1.1, 1005.7, -0.1, 2.0, 991.0, 254.0, 0.0, 97.0,2020-11-04 01:00:00, 0.0, -0.316, 991.0,45
None, 0.927, 97.1, 2.9, 0.0, 57.55, 0.0, 214.2, 0.0, 0.0, 0.9, 0.9, 1006.8, 0.1, 0.0, 992.0, 214.0, 0.0, 97.0,2020-11-04 02:00:00, 0.0, -0.295, 992.0,45
None, 0.027, 97.2, 2.9, 2.8, 40.33, 0.09, 245.4, 0.0, 0.1, 0.0, 0.0, 1006.8, -0.2, 0.0, 992.0, 245.0, 0.0, 97.0,2020-11-04 03:00:00, 0.0, -0.428, 992.0,45
None, -0.158, 97.6, 2.9, 3.3, 41.26, 0.23, 251.6, 0.0, 0.2, -0.2, -0.3, 1006.8, -0.3, 0.0, 992.0, 252.0, 0.0, 98.0,2020-11-04 04:00:00, 0.0, -0.259, 992.0,45
None, 0.199, 97.7, 2.9, 3.9, 16.66, 0.417, 276.5, 0.0, 0.4, 0.2, -0.3, 1005.7, -0.2, 0.0, 991.0, 277.0, 0.0, 98.0,2020-11-04 05:00:00, 0.0, -0.271, 991.0,45
None, -0.153, 97.8, 2.9, 7.9, 20.31, 2.216, 261.5, 0.0, 2.2, -0.2, -0.3, 1005.7, -0.3, 0.0, 991.0, 262.0, 0.0, 98.0,2020-11-04 06:00:00, 0.0, -0.23, 991.0,45
None, 0.091, 97.9, 0.1, 10.4, 26.36, 2.735, 261.2, 0.0, 2.7, 0.1, -0.2, 1004.7, 0.5, 0.0, 990.0, 261.0, 0.0, 98.0,2020-11-04 07:00:00, 0.0, -0.228, 990.0,45
None, 0.965, 97.6, 1.0, 9.3, 26.62, 2.381, 265.5, 1.0, 2.4, 1.0, -0.2, 1003.7, 0.4, 1.0, 989.0, 266.0, 0.0, 98.0,2020-11-04 08:00:00, 0.0, -0.207, 989.0,45
None, 1.153, 97.3, 1.1, 10.4, 23.76, 3.496, 259.7, 1.0, 3.5, 1.2, -0.2, 1003.7, -0.2, 1.0, 989.0, 260.0, 0.0, 97.0,2020-11-04 09:00:00, 0.0, -0.177, 989.0,45
