pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 6.82, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.8, 5.1, 0.2, None, None, -6999.0, 6.8, None, None, -6999.0, None,2020-11-04 00:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 6.609, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.6, 5.1, 0.5, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-11-04 01:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 6.705, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 6.7, 5.1, 0.1, None, None, -6999.0, 6.9, None, None, -6999.0, None,2020-11-04 02:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 7.01, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 7.0, 5.1, 2.0, None, None, -6999.0, 7.0, None, None, -6999.0, None,2020-11-04 03:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 7.1, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 7.1, 5.1, 3.3, None, None, -6999.0, 7.3, None, None, -6999.0, None,2020-11-04 04:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 7.53, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 7.5, 5.1, 2.7, None, None, -6999.0, 7.5, None, None, -6999.0, None,2020-11-04 05:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 7.54, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 7.5, 5.1, 3.6, None, None, -6999.0, 7.9, None, None, -6999.0, None,2020-11-04 06:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 7.67, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 7.7, 7.5, 2.5, None, None, -6999.0, 7.8, None, None, -6999.0, None,2020-11-04 07:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 7.91, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 7.9, 7.5, 3.0, None, None, -6999.0, 8.0, None, None, -6999.0, None,2020-11-04 08:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 8.07, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 8.1, 7.5, 1.2, None, None, -6999.0, 8.1, None, None, -6999.0, None,2020-11-04 09:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 8.24, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 8.2, 7.5, 0.7, None, None, -6999.0, 8.2, None, None, -6999.0, None,2020-11-04 10:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 8.25, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 8.3, 7.5, 0.1, None, None, -6999.0, 8.5, None, None, -6999.0, None,2020-11-04 11:00:00, -6999.0, None, -6999.0, -6999.0,45
None, 8.12, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 8.1, 7.5, 0.0, None, None, -6999.0, 8.5, None, None, -6999.0, None,2020-11-04 12:00:00, -6999.0, None, -6999.0, -6999.0,45
