max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
-1.5,-6999.0,18.4,5.8,-6999.0,-2.5,-2.5, 0.0,226.0,0.0,2020-11-04 00:00:00,29.0,-6999.0,45
-1.5,-6999.0,23.6,8.1,-6999.0,-3.1,-3.1, 0.0,241.0,0.0,2020-11-04 01:00:00,29.0,-6999.0,45
-1.5,-6999.0,19.9,6.9,-6999.0,-3.4,-3.4, 0.0,255.0,0.0,2020-11-04 02:00:00,29.0,-6999.0,45
-1.5,-6999.0,24.0,10.4,-6999.0,-4.0,-4.0, 0.0,261.0,0.0,2020-11-04 03:00:00,29.0,-6999.0,45
-1.5,-6999.0,24.6,11.0,-6999.0,-4.3,-4.4, 0.0,258.0,0.0,2020-11-04 04:00:00,30.0,-6999.0,45
-1.5,-6999.0,22.9,8.9,-6999.0,-4.4,-4.5, 0.0,262.0,0.0,2020-11-04 05:00:00,29.0,-6999.0,45
-1.5,-6999.0,10.6,2.7,-6999.0,-4.9,-5.0, 0.0,280.0,0.0,2020-11-04 06:00:00,29.0,-6999.0,45
-4.5,-6999.0,8.0,3.3,-6999.0,-4.7,-5.0, 0.0,342.0,0.0,2020-11-04 07:00:00,29.0,-6999.0,45
-4.5,-6999.0,13.0,4.1,-6999.0,-4.7,-5.0, 0.0,8.0,0.0,2020-11-04 08:00:00,29.0,-6999.0,45
-4.4,-6999.0,17.9,7.6,-6999.0,-4.5,-5.0, 0.0,33.0,0.0,2020-11-04 09:00:00,30.0,-6999.0,45
-3.9,-6999.0,20.1,9.7,-6999.0,-3.9,-5.0, 0.0,29.0,0.0,2020-11-04 10:00:00,30.0,-6999.0,45
-3.2,-6999.0,19.8,6.6,-6999.0,-3.2,-5.0, 0.0,43.0,1.0,2020-11-04 11:00:00,30.0,-6999.0,45
-2.7,-6999.0,15.5,5.0,-6999.0,-2.7,-5.0, 0.0,49.0,0.0,2020-11-04 12:00:00,30.0,-6999.0,45
-2.4,-6999.0,13.7,5.5,-6999.0,-2.6,-5.0, 0.0,61.0,0.0,2020-11-04 13:00:00,31.0,-6999.0,45
-2.4,-6999.0,16.0,6.9,-6999.0,-2.7,-5.0, 0.0,19.0,-4.0,2020-11-04 14:00:00,26.0,-6999.0,45
-2.4,-6999.0,14.8,6.3,-6999.0,-2.7,-5.0, 0.0,49.0,4.0,2020-11-04 15:00:00,30.0,-6999.0,45
-2.4,-6999.0,16.6,6.5,-6999.0,-2.4,-5.0, 0.0,39.0,3.0,2020-11-04 16:00:00,33.0,-6999.0,45
-1.8,-6999.0,15.2,7.9,-6999.0,-1.9,-5.0, 0.0,34.0,10.0,2020-11-04 17:00:00,44.0,-6999.0,45
-1.4,-6999.0,15.6,7.8,-6999.0,-1.4,-5.0, 0.0,10.0,0.0,2020-11-04 18:00:00,44.0,-6999.0,45
-1.2,-6999.0,17.4,7.4,-6999.0,-1.3,-1.5, 0.0,4.0,1.0,2020-11-04 19:00:00,44.0,-6999.0,45
-1.2,-6999.0,19.0,7.1,-6999.0,-1.2,-1.5, 0.0,25.0,-6.0,2020-11-04 20:00:00,38.0,-6999.0,45
