RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
24.11, None, None, None,1.544,257.5, None, None,-27.0, None, None, None, None, None, None, None, None,-12.21, None, None, None, None,22.66, None, None, None, None, None,2019-11-26 00:00:00, None,48
24.2, None, None, None,2.643,262.0, None, None,-27.0, None, None, None, None, None, None, None, None,-12.5, None, None, None, None,16.75, None, None, None, None, None,2019-11-26 01:00:00, None,48
24.16, None, None, None,5.611,284.4, None, None,-27.0, None, None, None, None, None, None, None, None,-12.35, None, None, None, None,16.69, None, None, None, None, None,2019-11-26 02:00:00, None,48
24.2, None, None, None,4.907,281.0, None, None,-27.0, None, None, None, None, None, None, None, None,-12.5, None, None, None, None,19.33, None, None, None, None, None,2019-11-26 03:00:00, None,48
24.17, None, None, None,4.176,284.3, None, None,-27.0, None, None, None, None, None, None, None, None,-12.4, None, None, None, None,21.78, None, None, None, None, None,2019-11-26 04:00:00, None,48
24.23, None, None, None,2.098,299.7, None, None,-27.0, None, None, None, None, None, None, None, None,-12.59, None, None, None, None,16.64, None, None, None, None, None,2019-11-26 05:00:00, None,48
24.44, None, None, None,2.343,290.1, None, None,-28.0, None, None, None, None, None, None, None, None,-13.29, None, None, None, None,11.58, None, None, None, None, None,2019-11-26 06:00:00, None,48
24.6, None, None, None,0.709,252.9, None, None,-28.0, None, None, None, None, None, None, None, None,-13.82, None, None, None, None,48.84, None, None, None, None, None,2019-11-26 07:00:00, None,48
24.52, None, None, None,0.93,295.1, None, None,-28.0, None, None, None, None, None, None, None, None,-13.56, None, None, None, None,16.42, None, None, None, None, None,2019-11-26 08:00:00, None,48
24.47, None, None, None,2.284,74.6, None, None,-28.0, None, None, None, None, None, None, None, None,-13.4, None, None, None, None,26.59, None, None, None, None, None,2019-11-26 09:00:00, None,48
23.43, None, None, None,2.641,82.5, None, None,-25.0, None, None, None, None, None, None, None, None,-9.94, None, None, None, None,21.28, None, None, None, None, None,2019-11-26 10:00:00, None,48
23.8, None, None, None,1.311,87.0, None, None,-26.0, None, None, None, None, None, None, None, None,-11.39, None, None, None, None,29.12, None, None, None, None, None,2019-11-26 11:00:00, None,48
23.58, None, None, None,2.216,83.4, None, None,-26.0, None, None, None, None, None, None, None, None,-10.65, None, None, None, None,25.75, None, None, None, None, None,2019-11-26 12:00:00, None,48
24.15, None, None, None,5.272,78.9, None, None,-27.0, None, None, None, None, None, None, None, None,-12.35, None, None, None, None,21.56, None, None, None, None, None,2019-11-26 13:00:00, None,48
24.29, None, None, None,5.51,61.52, None, None,-27.0, None, None, None, None, None, None, None, None,-12.59, None, None, None, None,21.53, None, None, None, None, None,2019-11-26 14:00:00, None,48
24.45, None, None, None,10.28,68.2, None, None,-28.0, None, None, None, None, None, None, None, None,-13.34, None, None, None, None,17.75, None, None, None, None, None,2019-11-26 15:00:00, None,48
24.55, None, None, None,13.43,78.3, None, None,-28.0, None, None, None, None, None, None, None, None,-13.68, None, None, None, None,12.22, None, None, None, None, None,2019-11-26 16:00:00, None,48
24.52, None, None, None,13.63,81.4, None, None,-28.0, None, None, None, None, None, None, None, None,-13.57, None, None, None, None,14.9, None, None, None, None, None,2019-11-26 17:00:00, None,48
24.49, None, None, None,16.06,81.0, None, None,-28.0, None, None, None, None, None, None, None, None,-13.48, None, None, None, None,12.76, None, None, None, None, None,2019-11-26 18:00:00, None,48
24.53, None, None, None,18.2,77.7, None, None,-28.0, None, None, None, None, None, None, None, None,-13.6, None, None, None, None,15.52, None, None, None, None, None,2019-11-26 19:00:00, None,48
24.57, None, None, None,18.07,80.2, None, None,-28.0, None, None, None, None, None, None, None, None,-13.74, None, None, None, None,14.47, None, None, None, None, None,2019-11-26 20:00:00, None,48
24.59, None, None, None,16.58,81.1, None, None,-28.0, None, None, None, None, None, None, None, None,-13.81, None, None, None, None,14.15, None, None, None, None, None,2019-11-26 21:00:00, None,48
