time,tasmin,tasmax,pcp,week_of_year
2016-10-21, -1.5, 7.4,2.0,43
2016-10-22, -1.1, 9.2,0.0,43
2016-10-23, -0.2, 10.0,0.0,43
2016-10-24, 0.6, 2.7,0.0,43
2016-10-25, 1.2, 3.2,2.0,43
2016-10-26, 1.5, 3.1,1.0,43
2016-10-27, 2.5, 6.4,4.0,43
