CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,5.154,22.37, None,2016-09-30 00:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,4.903,23.08, None,2016-09-30 01:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,40
None,3.869,22.29, None,2016-09-30 02:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,3.745,21.85, None,2016-09-30 03:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,3.203,22.25, None,2016-09-30 04:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,2.309,22.4, None,2016-09-30 05:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,40
None,2.663,22.77, None,2016-09-30 06:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,2.036,25.45, None,2016-09-30 07:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,1.794,24.3, None,2016-09-30 08:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,4.153,22.79, None,2016-09-30 09:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,8.37,20.29, None,2016-09-30 10:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,40
None,9.45,20.56, None,2016-09-30 11:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,40
None,9.88,20.9, None,2016-09-30 12:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,40
None,9.35,21.64, None,2016-09-30 13:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,40
None,9.14,22.32, None,2016-09-30 14:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,40
None,8.3,23.63, None,2016-09-30 15:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,40
None,9.69,23.16, None,2016-09-30 16:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,40
None,8.81,23.09, None,2016-09-30 17:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,40
None,7.54,23.03, None,2016-09-30 18:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,40
None,5.473,21.99, None,2016-09-30 19:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,5.179,25.43, None,2016-09-30 20:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,40
None,4.622,22.06, None,2016-09-30 21:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,4.631,21.77, None,2016-09-30 22:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,4.552,22.03, None,2016-09-30 23:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,5.077,22.16, None,2016-10-01 00:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,2.877,32.87, None,2016-10-01 01:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,40
None,2.81,39.77, None,2016-10-01 02:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,40
None,2.645,48.32, None,2016-10-01 03:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,40
None,2.857,39.12, None,2016-10-01 04:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,40
None,3.157,40.11, None,2016-10-01 05:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,40
None,3.157,49.17, None,2016-10-01 06:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,40
None,3.31,57.24, None,2016-10-01 07:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,40
None,3.378,69.34, None,2016-10-01 08:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,40
None,3.532,73.2, None,2016-10-01 09:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,3.83,77.0, None,2016-10-01 10:00:00, None, None, None, None, None, 0.0, None, None, None, None, None, None,40
None,3.784,68.46, None,2016-10-01 11:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,4.024,68.66, None,2016-10-01 12:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,3.957,70.9, None,2016-10-01 13:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,3.967,70.8, None,2016-10-01 14:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,4.332,71.7, None,2016-10-01 15:00:00, None, None, None, None, None, 0.0, None, None, None, None, None, None,40
None,4.382,78.7, None,2016-10-01 16:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,40
None,4.198,80.7, None,2016-10-01 17:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,40
None,4.102,79.8, None,2016-10-01 18:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,40
None,3.889,71.4, None,2016-10-01 19:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,3.957,70.1, None,2016-10-01 20:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,3.965,60.68, None,2016-10-01 21:00:00, None, None, None, None, None, -3.0, None, None, None, None, None, None,40
None,4.033,75.7, None,2016-10-01 22:00:00, None, None, None, None, None, 0.0, None, None, None, None, None, None,40
None,3.773,72.4, None,2016-10-01 23:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,3.792,71.7, None,2016-10-02 00:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,3.734,69.97, None,2016-10-02 01:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,40
None,3.714,67.17, None,2016-10-02 02:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,40
None,3.752,64.85, None,2016-10-02 03:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,40
None,3.773,56.26, None,2016-10-02 04:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,40
None,3.648,48.64, None,2016-10-02 05:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,40
None,3.744,49.13, None,2016-10-02 06:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,40
None,3.918,47.58, None,2016-10-02 07:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,40
None,3.976,46.73, None,2016-10-02 08:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,40
None,5.108,38.2, None,2016-10-02 09:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,40
None,6.156,37.02, None,2016-10-02 10:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,40
None,7.81,32.01, None,2016-10-02 11:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,40
None,7.79,33.12, None,2016-10-02 12:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,40
None,8.16,32.58, None,2016-10-02 13:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,40
None,8.98,34.73, None,2016-10-02 14:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,40
None,8.78,30.93, None,2016-10-02 15:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,40
None,10.22,26.9, None,2016-10-02 16:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,40
None,10.62,25.9, None,2016-10-02 17:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,40
None,8.9,28.57, None,2016-10-02 18:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,40
None,5.93,30.67, None,2016-10-02 19:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,40
None,6.269,28.85, None,2016-10-02 20:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,40
None,5.399,28.73, None,2016-10-02 21:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,40
None,5.96,25.67, None,2016-10-02 22:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,40
None,5.143,26.43, None,2016-10-02 23:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,40
None,4.283,29.07, None,2016-10-03 00:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,40
