pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,5.87, None, None, None, None, None, None, None, None, None, None,2016-09-30 00:00:00, None, None,40
None,6.09, None, None, None, None, None, None, None, None, None, None,2016-09-30 01:00:00, None, None,40
None,7.34, None, None, None, None, None, None, None, None, None, None,2016-09-30 02:00:00, None, None,40
None,7.49, None, None, None, None, None, None, None, None, None, None,2016-09-30 03:00:00, None, None,40
None,7.56, None, None, None, None, None, None, None, None, None, None,2016-09-30 04:00:00, None, None,40
None,7.63, None, None, None, None, None, None, None, None, None, None,2016-09-30 05:00:00, None, None,40
None,7.9, None, None, None, None, None, None, None, None, None, None,2016-09-30 06:00:00, None, None,40
None,8.73, None, None, None, None, None, None, None, None, None, None,2016-09-30 07:00:00, None, None,40
None,8.72, None, None, None, None, None, None, None, None, None, None,2016-09-30 08:00:00, None, None,40
None,9.47, None, None, None, None, None, None, None, None, None, None,2016-09-30 09:00:00, None, None,40
None,10.42, None, None, None, None, None, None, None, None, None, None,2016-09-30 10:00:00, None, None,40
None,10.59, None, None, None, None, None, None, None, None, None, None,2016-09-30 11:00:00, None, None,40
None,10.64, None, None, None, None, None, None, None, None, None, None,2016-09-30 12:00:00, None, None,40
None,10.93, None, None, None, None, None, None, None, None, None, None,2016-09-30 13:00:00, None, None,40
None,11.52, None, None, None, None, None, None, None, None, None, None,2016-09-30 14:00:00, None, None,40
None,12.15, None, None, None, None, None, None, None, None, None, None,2016-09-30 15:00:00, None, None,40
None,12.4, None, None, None, None, None, None, None, None, None, None,2016-09-30 16:00:00, None, None,40
None,11.54, None, None, None, None, None, None, None, None, None, None,2016-09-30 17:00:00, None, None,40
None,10.8, None, None, None, None, None, None, None, None, None, None,2016-09-30 18:00:00, None, None,40
None,10.68, None, None, None, None, None, None, None, None, None, None,2016-09-30 19:00:00, None, None,40
None,9.96, None, None, None, None, None, None, None, None, None, None,2016-09-30 20:00:00, None, None,40
None,9.52, None, None, None, None, None, None, None, None, None, None,2016-09-30 21:00:00, None, None,40
None,9.1, None, None, None, None, None, None, None, None, None, None,2016-09-30 22:00:00, None, None,40
None,9.8, None, None, None, None, None, None, None, None, None, None,2016-09-30 23:00:00, None, None,40
None,9.24, None, None, None, None, None, None, None, None, None, None,2016-10-01 00:00:00, None, None,40
None,9.39, None, None, None, None, None, None, None, None, None, None,2016-10-01 01:00:00, None, None,40
None,9.16, None, None, None, None, None, None, None, None, None, None,2016-10-01 02:00:00, None, None,40
None,9.94, None, None, None, None, None, None, None, None, None, None,2016-10-01 03:00:00, None, None,40
None,9.74, None, None, None, None, None, None, None, None, None, None,2016-10-01 04:00:00, None, None,40
None,9.29, None, None, None, None, None, None, None, None, None, None,2016-10-01 05:00:00, None, None,40
None,9.24, None, None, None, None, None, None, None, None, None, None,2016-10-01 06:00:00, None, None,40
None,9.3, None, None, None, None, None, None, None, None, None, None,2016-10-01 07:00:00, None, None,40
None,9.16, None, None, None, None, None, None, None, None, None, None,2016-10-01 08:00:00, None, None,40
None,9.44, None, None, None, None, None, None, None, None, None, None,2016-10-01 09:00:00, None, None,40
None,9.57, None, None, None, None, None, None, None, None, None, None,2016-10-01 10:00:00, None, None,40
None,10.2, None, None, None, None, None, None, None, None, None, None,2016-10-01 11:00:00, None, None,40
None,10.05, None, None, None, None, None, None, None, None, None, None,2016-10-01 12:00:00, None, None,40
None,10.27, None, None, None, None, None, None, None, None, None, None,2016-10-01 13:00:00, None, None,40
