ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
0.4,0.4,7.5,0.0,2018-06-04,0.0,20.5,23,,,,,,
0.0,0.0,5.0,0.0,2018-06-05,0.0,19.5,23,,,,,,
0.0,0.0,7.5,0.0,2018-06-06,0.0,25.5,23,,,,,,
0.0,0.0,11.5,0.0,2018-06-07,0.0,26.0,23,,,,,,
9.6,9.6,12.0,0.0,2018-06-08,0.0,26.0,23,,,,,,
11.2,11.2,11.5,0.0,2018-06-09,0.0,16.0,23,,,,,,
1.8,1.8,7.5,0.0,2018-06-10,0.0,16.0,23,,,,,,
,,,,2018-06-04 00:00:00,,,23,,12.7, 0.363999,95.1,93.6,11.83
,,,,2018-06-04 01:00:00,,,23,,11.8, 0.083999,93.6,92.5,10.77
,,,,2018-06-04 02:00:00,,,23,,10.8, 0.028999,92.5,94.8,9.76
,,,,2018-06-04 03:00:00,,,23,,9.8, 0.358,94.8,94.7,8.54
,,,,2018-06-04 04:00:00,,,23,,8.5, 0.470999,94.7,94.7,7.755
,,,,2018-06-04 05:00:00,,,23,,7.8, 0.046999,94.7,93.4,7.838
,,,,2018-06-04 06:00:00,,,23,,7.8, 1.52,93.4,81.2,10.23
,,,,2018-06-04 07:00:00,,,23,,10.2, 0.647,81.2,72.51,11.72
,,,,2018-06-04 08:00:00,,,23,,11.7, 1.196,72.5,67.13,12.14
,,,,2018-06-04 09:00:00,,,23,,12.1, 1.256,67.1,56.78,13.03
,,,,2018-06-04 10:00:00,,,23,,13.0, 0.939,56.8,63.0,12.95
,,,,2018-06-04 11:00:00,,,23,,13.0, 1.133,63.0,47.44,15.44
,,,,2018-06-04 12:00:00,,,23,,15.4, 1.192,47.4,43.68,16.48
,,,,2018-06-04 13:00:00,,,23,,16.5, 2.798,43.7,40.85,16.71
,,,,2018-06-04 14:00:00,,,23,,16.7, 2.914,40.9,35.42,17.47
,,,,2018-06-04 15:00:00,,,23,,17.5, 2.733,35.4,29.32,19.17
,,,,2018-06-04 16:00:00,,,23,,19.2, 2.869,29.3,21.29,20.1
,,,,2018-06-04 17:00:00,,,23,,20.1, 3.117,21.3,21.14,19.71
,,,,2018-06-04 18:00:00,,,23,,19.7, 3.1,21.1,22.73,19.44
,,,,2018-06-04 19:00:00,,,23,,19.4, 4.364,22.7,24.99,18.31
,,,,2018-06-04 20:00:00,,,23,,18.3, 3.984,25.0,36.73,16.3
,,,,2018-06-04 21:00:00,,,23,,16.3, 2.017,36.7,53.72,14.33
