WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
309.2,2021-08-13 00:00:00, None,85.5,33
112.4,2021-08-13 01:00:00, None,83.1,33
278.6,2021-08-13 02:00:00, None,81.4,33
103.1,2021-08-13 03:00:00, None,88.6,33
171.8,2021-08-13 04:00:00, None,81.1,33
167.7,2021-08-13 05:00:00, None,80.6,33
84.0,2021-08-13 06:00:00, None,86.0,33
306.3,2021-08-13 07:00:00, None,83.8,33
5.7,2021-08-13 08:00:00, None,70.1,33
14.6,2021-08-13 09:00:00, None,63.8,33
34.5,2021-08-13 10:00:00, None,54.6,33
336.0,2021-08-13 11:00:00, None,37.8,33
21.6,2021-08-13 12:00:00, None,33.6,33
354.5,2021-08-13 13:00:00, None,37.0,33
319.2,2021-08-13 14:00:00, None,36.2,33
307.5,2021-08-13 15:00:00, None,32.3,33
303.4,2021-08-13 16:00:00, None,29.8,33
301.1,2021-08-13 17:00:00, None,39.1,33
293.7,2021-08-13 18:00:00, None,43.2,33
323.5,2021-08-13 19:00:00, None,56.8,33
48.1,2021-08-13 20:00:00, None,66.9,33
64.9,2021-08-13 21:00:00, None,61.8,33
324.1,2021-08-13 22:00:00, None,77.6,33
306.8,2021-08-13 23:00:00, None,80.5,33
271.2,2021-08-14 00:00:00, None,78.2,33
315.2,2021-08-14 01:00:00, None,85.6,33
121.3,2021-08-14 02:00:00, None,84.5,33
118.3,2021-08-14 03:00:00, None,85.3,33
151.1,2021-08-14 04:00:00, None,83.4,33
123.4,2021-08-14 05:00:00, None,82.1,33
114.4,2021-08-14 06:00:00, None,75.2,33
118.8,2021-08-14 07:00:00, None,76.8,33
114.2,2021-08-14 08:00:00, None,62.3,33
112.4,2021-08-14 09:00:00, None,58.6,33
120.8,2021-08-14 10:00:00, None,50.7,33
102.8,2021-08-14 11:00:00, None,52.6,33
102.8,2021-08-14 12:00:00, None,53.6,33
141.9,2021-08-14 13:00:00, None,43.0,33
161.5,2021-08-14 14:00:00, None,45.7,33
219.8,2021-08-14 15:00:00, None,41.2,33
195.0,2021-08-14 16:00:00, None,44.5,33
194.6,2021-08-14 17:00:00, None,46.4,33
174.2,2021-08-14 18:00:00, None,49.6,33
147.4,2021-08-14 19:00:00, None,54.1,33
146.2,2021-08-14 20:00:00, None,63.1,33
149.6,2021-08-14 21:00:00, None,64.3,33
140.6,2021-08-14 22:00:00, None,70.8,33
138.2,2021-08-14 23:00:00, None,70.8,33
133.2,2021-08-15 00:00:00, None,75.8,33
73.7,2021-08-15 01:00:00, None,78.3,33
140.1,2021-08-15 02:00:00, None,80.1,33
123.6,2021-08-15 03:00:00, None,86.8,33
156.1,2021-08-15 04:00:00, None,87.6,33
147.6,2021-08-15 05:00:00, None,91.3,33
128.6,2021-08-15 06:00:00, None,90.0,33
94.3,2021-08-15 07:00:00, None,78.1,33
90.2,2021-08-15 08:00:00, None,72.3,33
87.5,2021-08-15 09:00:00, None,68.5,33
93.8,2021-08-15 10:00:00, None,62.8,33
151.2,2021-08-15 11:00:00, None,61.2,33
151.9,2021-08-15 12:00:00, None,53.4,33
114.6,2021-08-15 13:00:00, None,43.5,33
169.1,2021-08-15 14:00:00, None,45.9,33
194.9,2021-08-15 15:00:00, None,46.3,33
183.1,2021-08-15 16:00:00, None,49.7,33
173.9,2021-08-15 17:00:00, None,50.1,33
146.9,2021-08-15 18:00:00, None,52.7,33
148.0,2021-08-15 19:00:00, None,58.9,33
283.6,2021-08-15 20:00:00, None,60.6,33
249.7,2021-08-15 21:00:00, None,62.1,33
263.6,2021-08-15 22:00:00, None,75.0,33
144.4,2021-08-15 23:00:00, None,68.5,33
125.0,2021-08-16 00:00:00, None,71.1,33
111.6,2021-08-16 01:00:00, None,76.2,33
135.3,2021-08-16 02:00:00, None,80.3,33
96.9,2021-08-16 03:00:00, None,78.4,33
105.9,2021-08-16 04:00:00, None,78.6,33
139.3,2021-08-16 05:00:00, None,77.0,33
108.3,2021-08-16 06:00:00, None,80.9,33
112.5,2021-08-16 07:00:00, None,82.1,33
101.0,2021-08-16 08:00:00, None,79.7,33
103.7,2021-08-16 09:00:00, None,79.7,33
179.5,2021-08-16 10:00:00, None,84.0,33
162.0,2021-08-16 11:00:00, None,95.7,33
87.6,2021-08-16 12:00:00, None,99.6,33
105.2,2021-08-16 13:00:00, None,99.7,33
37.4,2021-08-16 14:00:00, None,100.0,33
313.8,2021-08-16 15:00:00, None,99.5,33
2.0,2021-08-16 16:00:00, None,98.0,33
331.9,2021-08-16 17:00:00, None,96.3,33
100.9,2021-08-16 18:00:00, None,86.5,33
134.0,2021-08-16 19:00:00, None,83.7,33
162.7,2021-08-16 20:00:00, None,87.7,33
164.3,2021-08-16 21:00:00, None,99.2,33
136.5,2021-08-16 22:00:00, None,99.4,33
156.2,2021-08-16 23:00:00, None,93.4,33
160.2,2021-08-17 00:00:00, None,94.6,33
132.9,2021-08-17 01:00:00, None,91.4,33
109.3,2021-08-17 02:00:00, None,86.5,33
94.5,2021-08-17 03:00:00, None,94.8,33
99.2,2021-08-17 04:00:00, None,95.9,33
101.3,2021-08-17 05:00:00, None,97.5,33
111.3,2021-08-17 06:00:00, None,95.7,33
95.6,2021-08-17 07:00:00, None,93.9,33
89.3,2021-08-17 08:00:00, None,92.1,33
120.8,2021-08-17 09:00:00, None,89.3,33
99.6,2021-08-17 10:00:00, None,86.3,33
88.0,2021-08-17 11:00:00, None,83.7,33
72.7,2021-08-17 12:00:00, None,76.7,33
36.8,2021-08-17 13:00:00, None,74.6,33
42.1,2021-08-17 14:00:00, None,69.1,33
8.7,2021-08-17 15:00:00, None,65.3,33
330.4,2021-08-17 16:00:00, None,60.6,33
67.2,2021-08-17 17:00:00, None,62.1,33
172.0,2021-08-17 18:00:00, None,61.9,33
151.1,2021-08-17 19:00:00, None,68.6,33
144.7,2021-08-17 20:00:00, None,78.3,33
174.4,2021-08-17 21:00:00, None,86.0,33
108.8,2021-08-17 22:00:00, None,87.8,33
157.1,2021-08-17 23:00:00, None,92.5,33
43.4,2021-08-18 00:00:00, None,99.2,33
209.9,2021-08-18 01:00:00, None,98.6,33
210.6,2021-08-18 02:00:00, None,96.8,33
224.5,2021-08-18 03:00:00, None,98.4,33
173.7,2021-08-18 04:00:00, None,99.0,33
251.0,2021-08-18 05:00:00, None,100.0,33
277.9,2021-08-18 06:00:00, None,99.0,33
332.8,2021-08-18 07:00:00, None,96.1,33
19.7,2021-08-18 08:00:00, None,89.2,33
30.8,2021-08-18 09:00:00, None,79.8,33
218.8,2021-08-18 10:00:00, None,74.4,33
36.4,2021-08-18 11:00:00, None,69.1,33
7.6,2021-08-18 12:00:00, None,67.2,33
343.9,2021-08-18 13:00:00, None,63.8,33
327.6,2021-08-18 14:00:00, None,56.1,33
359.5,2021-08-18 15:00:00, None,54.4,33
317.1,2021-08-18 16:00:00, None,59.6,33
317.2,2021-08-18 17:00:00, None,67.1,33
236.3,2021-08-18 18:00:00, None,61.3,33
199.4,2021-08-18 19:00:00, None,66.8,33
260.6,2021-08-18 20:00:00, None,79.1,33
142.3,2021-08-18 21:00:00, None,77.2,33
128.2,2021-08-18 22:00:00, None,75.7,33
129.6,2021-08-18 23:00:00, None,76.6,33
129.4,2021-08-19 00:00:00, None,74.9,33
152.7,2021-08-19 01:00:00, None,75.0,33
172.0,2021-08-19 02:00:00, None,80.6,33
134.5,2021-08-19 03:00:00, None,81.5,33
140.9,2021-08-19 04:00:00, None,84.6,33
126.7,2021-08-19 05:00:00, None,79.5,33
115.7,2021-08-19 06:00:00, None,78.0,33
107.0,2021-08-19 07:00:00, None,79.1,33
106.7,2021-08-19 08:00:00, None,80.4,33
125.2,2021-08-19 09:00:00, None,76.9,33
106.7,2021-08-19 10:00:00, None,77.2,33
69.2,2021-08-19 11:00:00, None,73.5,33
54.3,2021-08-19 12:00:00, None,75.5,33
95.2,2021-08-19 13:00:00, None,69.0,33
111.6,2021-08-19 14:00:00, None,61.6,33
46.4,2021-08-19 15:00:00, None,61.9,33
336.6,2021-08-19 16:00:00, None,60.8,33
3.8,2021-08-19 17:00:00, None,58.5,33
329.1,2021-08-19 18:00:00, None,62.0,33
275.4,2021-08-19 19:00:00, None,66.1,33
301.4,2021-08-19 20:00:00, None,78.6,33
293.2,2021-08-19 21:00:00, None,87.5,33
102.2,2021-08-19 22:00:00, None,88.3,33
295.0,2021-08-19 23:00:00, None,93.8,33
