wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
315.0, 46.0, 3.1, 0.0, 3.1, 2.5, 14.6, 13.1, 275.0, 0.0, 0.0, 44.0,2022-09-10 00:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, 46.0, None, 0.0, 2.2, 2.9, 13.6, 12.4, 311.0, 0.0, 0.0, 45.0,2022-09-10 01:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
266.0, 44.0, 2.5, 0.0, 1.1, 3.7, 13.1, 12.2, 315.0, 0.0, 0.0, 50.0,2022-09-10 02:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
252.0, 45.0, 2.9, 0.0, 0.8, 2.7, 12.4, 11.5, 16.0, 0.0, 0.0, 49.0,2022-09-10 03:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0, 50.0, 3.7, 0.0, 2.1, 3.3, 12.2, 10.8, 266.0, 0.0, 0.0, 53.0,2022-09-10 04:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
228.0, 49.0, 2.7, 0.0, 1.2, 4.0, 11.5, 11.1, 252.0, 0.0, 0.0, 55.0,2022-09-10 05:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
301.0, 53.0, 3.3, 0.0, 1.6, 1.8, 10.8, 13.5, 325.0, 0.0, 0.0, 48.0,2022-09-10 06:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0, 55.0, None, 0.0, 2.4, 6.0, 11.1, 16.3, 228.0, 0.0, 0.0, 47.0,2022-09-10 07:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0, 48.0, 1.8, 0.0, 2.7, 6.3, 13.5, 18.2, 301.0, 0.0, 0.0, 38.0,2022-09-10 08:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0, 47.0, None, 0.0, 5.0, 7.4, 16.3, 19.1, 103.0, 0.0, 0.0, 36.0,2022-09-10 09:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0, 38.0, 6.3, 0.0, 3.7, 7.2, 18.2, 21.0, 125.0, 0.0, 0.0, 36.0,2022-09-10 10:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0, 36.0, 7.4, 0.0, 3.7, 7.1, 19.1, 22.9, 120.0, 0.0, 0.0, 32.0,2022-09-10 11:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0, 36.0, 7.2, 0.0, 5.4, 7.5, 21.0, 24.6, 131.0, 0.0, 0.0, 24.0,2022-09-10 12:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0, 32.0, 7.1, 0.0, 5.3, 5.8, 22.9, 23.2, 111.0, 0.0, 0.0, 35.0,2022-09-10 13:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, 24.0, 7.5, 0.0, 2.7, 5.5, 24.6, 24.9, 110.0, 0.0, 0.0, 25.0,2022-09-10 14:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0, 35.0, 5.8, 0.0, 6.9, 4.3, 23.2, 25.0, 158.0, 0.0, 0.0, 22.0,2022-09-10 15:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0, 25.0, 5.5, 0.0, 3.5, 1.8, 24.9, 25.1, 163.0, 0.0, 0.0, 22.0,2022-09-10 16:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0, 22.0, 4.3, 0.0, 1.8, 3.7, 25.0, 21.2, 100.0, 0.0, 0.0, 28.0,2022-09-10 17:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
283.0, 22.0, 1.8, 0.0, 1.9, 2.5, 25.1, 20.1, 112.0, 0.0, 0.0, 29.0,2022-09-10 18:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
287.0, 28.0, 3.7, 0.0, 2.0, 2.7, 21.2, 19.5, 323.0, 0.0, 0.0, 31.0,2022-09-10 19:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
254.0, 29.0, 2.5, 0.0, 1.5, 3.4, 20.1, 18.3, 283.0, 0.0, 0.0, 34.0,2022-09-10 20:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
275.0, 31.0, 2.7, 0.0, 1.9, 4.2, 19.5, 17.1, 287.0, 0.0, 0.0, 40.0,2022-09-10 21:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
269.0, 34.0, 3.4, 0.0, 2.2, 3.6, 18.3, 17.0, 254.0, 0.0, 0.0, 38.0,2022-09-10 22:00:00,37,,,,,,,,,,,,,,,,,,,,,,,,,,
