CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 0.463, 88.2, None, None, None, None, 8.94, 0.0, 2.607, 226.6, -1.0, None, 0.5, 0.4, None, None, 3.9, 88.0, None,2021-06-11 00:00:00, 184.0, 183.5,24
None, 0.14, 90.0, None, None, None, None, 10.67, 0.0, 0.985, 228.5, -1.0, None, 0.1, 0.2, None, None, 3.9, 90.0, None,2021-06-11 01:00:00, 184.0, 183.5,24
None, -0.18, 89.7, None, None, None, None, 3.34, 0.0, 1.019, 220.0, -1.0, None, -0.2, -0.2, None, None, 3.9, 90.0, None,2021-06-11 02:00:00, 183.0, 183.4,24
None, 0.403, 87.3, None, None, None, None, 41.28, 0.0, 1.227, 201.8, -1.0, None, 0.4, -0.3, None, None, 3.9, 87.0, None,2021-06-11 03:00:00, 184.0, 183.6,24
None, 0.719, 86.2, None, None, None, None, 62.6, 0.0, 0.49, 133.8, -1.0, None, 0.7, -0.3, None, None, 3.9, 86.0, None,2021-06-11 04:00:00, 184.0, 183.5,24
None, 0.887, 85.8, None, None, None, None, 22.81, 0.0, 3.068, 56.07, -1.0, None, 0.9, -0.3, None, None, 3.9, 86.0, None,2021-06-11 05:00:00, 183.0, 183.3,24
None, 0.848, 85.4, None, None, None, None, 13.5, 0.0, 4.65, 53.79, -1.0, None, 0.8, -0.3, None, None, 3.9, 85.0, None,2021-06-11 06:00:00, 184.0, 183.5,24
None, 1.45, 79.63, None, None, None, None, 14.22, 0.0, 7.609, 56.85, -2.0, None, 1.5, 0.7, None, None, 1.4, 80.0, None,2021-06-11 07:00:00, 183.0, 183.3,24
None, 1.924, 74.99, None, None, None, None, 14.24, 0.0, 8.41, 57.51, -2.0, None, 1.9, 0.7, None, None, 1.9, 75.0, None,2021-06-11 08:00:00, 184.0, 183.5,24
None, 2.524, 72.53, None, None, None, None, 13.21, 0.0, 8.25, 53.65, -2.0, None, 2.5, 0.7, None, None, 2.5, 73.0, None,2021-06-11 09:00:00, 184.0, 183.5,24
None, 4.015, 60.61, None, None, None, None, 32.79, 1.0, 7.413, 43.48, -3.0, None, 4.0, 0.7, None, None, 5.1, 61.0, None,2021-06-11 10:00:00, 184.0, 184.0,24
None, 4.699, 55.91, None, None, None, None, 62.13, 1.0, 4.166, 60.91, -3.0, None, 4.7, 0.7, None, None, 5.4, 56.0, None,2021-06-11 11:00:00, 185.0, 184.5,24
None, 5.259, 55.81, None, None, None, None, 36.72, 0.0, 6.009, 48.24, -3.0, None, 5.3, 0.7, None, None, 5.4, 56.0, None,2021-06-11 12:00:00, 184.0, 184.2,24
None, 4.803, 62.59, None, None, None, None, 40.5, -1.0, 6.935, 6.179, -2.0, None, 4.8, 0.7, None, None, 5.4, 63.0, None,2021-06-11 13:00:00, 183.0, 182.9,24
None, 5.235, 59.22, None, None, None, None, 29.64, -1.0, 6.969, 52.49, -2.0, None, 5.2, 0.7, None, None, 5.4, 59.0, None,2021-06-11 14:00:00, 182.0, 182.2,24
None, 6.671, 58.87, None, None, None, None, 71.17, 2.0, 3.273, 3.367, -1.0, None, 6.7, 0.7, None, None, 6.5, 59.0, None,2021-06-11 15:00:00, 183.0, 183.2,24
None, 7.306, 58.74, None, None, None, None, 69.64, -2.0, 2.279, 300.4, 0.0, None, 7.3, 0.7, None, None, 8.1, 59.0, None,2021-06-11 16:00:00, 182.0, 181.7,24
None, 5.469, 68.45, None, None, None, None, 46.45, 2.0, 2.744, 228.3, 0.0, None, 5.5, 0.7, None, None, 8.1, 68.0, None,2021-06-11 17:00:00, 183.0, 182.7,24
None, 4.486, 79.92, None, None, None, None, 39.89, 0.0, 2.291, 233.1, 1.0, None, 4.5, 0.7, None, None, 8.1, 80.0, None,2021-06-11 18:00:00, 182.0, 182.3,24
None, 5.001, 80.6, None, None, None, None, 33.13, 0.0, 2.223, 236.3, 2.0, None, 5.0, 4.2, None, None, 5.1, 81.0, None,2021-06-11 19:00:00, 182.0, 182.4,24
None, 3.771, 86.7, None, None, None, None, 63.34, -1.0, 0.846, 269.8, 2.0, None, 3.8, 3.8, None, None, 5.1, 87.0, None,2021-06-11 20:00:00, 181.0, 181.3,24
None, 2.779, 91.6, None, None, None, None, 23.29, 1.0, 0.382, 245.9, 2.0, None, 2.8, 2.8, None, None, 5.1, 92.0, None,2021-06-11 21:00:00, 182.0, 181.6,24
