pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 6.883, 95.7,2021-06-11 00:00:00, 10.9, None, 6.0, 6.9, 6.8, -0.1, None, 96.0, None, None, None, None,24
None, None, 6.538, 94.2,2021-06-11 01:00:00, 10.9, None, 6.0, 6.5, 6.7, -0.1, None, 94.0, None, None, None, None,24
None, None, 6.558, 96.2,2021-06-11 02:00:00, 10.9, None, 6.0, 6.6, 6.3, 0.0, None, 96.0, None, None, None, None,24
None, None, 6.37, 96.7,2021-06-11 03:00:00, 10.9, None, 6.0, 6.4, 6.1, 0.1, None, 97.0, None, None, None, None,24
None, None, 5.789, 97.5,2021-06-11 04:00:00, 10.9, None, 5.0, 5.8, 5.8, 0.0, None, 98.0, None, None, None, None,24
None, None, 5.719, 97.9,2021-06-11 05:00:00, 10.9, None, 5.0, 5.7, 5.6, 0.0, None, 98.0, None, None, None, None,24
None, None, 5.964, 98.5,2021-06-11 06:00:00, 10.9, None, 6.0, 6.0, 5.6, 0.1, None, 99.0, None, None, None, None,24
None, None, 6.209, 97.7,2021-06-11 07:00:00, 6.4, None, 6.0, 6.2, 5.9, 0.0, None, 98.0, None, None, None, None,24
None, None, 7.726, 91.6,2021-06-11 08:00:00, 7.6, None, 7.0, 7.7, 5.9, 0.0, None, 92.0, None, None, None, None,24
None, None, 9.17, 77.67,2021-06-11 09:00:00, 9.2, None, 6.0, 9.2, 5.9, 0.0, None, 78.0, None, None, None, None,24
None, None, 11.68, 56.41,2021-06-11 10:00:00, 11.8, None, 3.0, 11.7, 5.9, -0.1, None, 56.0, None, None, None, None,24
None, None, 11.92, 55.05,2021-06-11 11:00:00, 12.0, None, 3.0, 11.9, 5.9, 0.3, None, 55.0, None, None, None, None,24
None, None, 12.14, 51.9,2021-06-11 12:00:00, 12.3, None, 2.0, 12.1, 5.9, 0.2, None, 52.0, None, None, None, None,24
None, None, 13.69, 49.51,2021-06-11 13:00:00, 13.8, None, 3.0, 13.7, 5.9, 0.2, None, 50.0, None, None, None, None,24
None, None, 13.78, 47.17,2021-06-11 14:00:00, 14.2, None, 3.0, 13.8, 5.9, -0.1, None, 47.0, None, None, None, None,24
None, None, 13.65, 48.78,2021-06-11 15:00:00, 14.2, None, 3.0, 13.7, 5.9, 0.1, None, 49.0, None, None, None, None,24
None, None, 14.18, 45.57,2021-06-11 16:00:00, 14.3, None, 2.0, 14.2, 5.9, -0.1, None, 46.0, None, None, None, None,24
None, None, 13.92, 65.02,2021-06-11 17:00:00, 14.3, None, 7.0, 13.9, 5.9, -0.2, None, 65.0, None, None, None, None,24
None, None, 13.7, 62.28,2021-06-11 18:00:00, 14.5, None, 7.0, 13.7, 5.9, 0.0, None, 62.0, None, None, None, None,24
None, None, 13.16, 64.33,2021-06-11 19:00:00, 13.8, None, 7.0, 13.2, 13.0, 0.0, None, 64.0, None, None, None, None,24
None, None, 13.14, 71.81,2021-06-11 20:00:00, 13.8, None, 8.0, 13.1, 13.0, 0.0, None, 72.0, None, None, None, None,24
