RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
102.6, None, None, None,1.313,41.77, None, None, -1.0,960.0, None, None, None, None, None, 17.72, None, None,-1.054, None, None, None, None,44.36, None, None, None, None, None,2016-01-29 00:00:00, None,5
102.9, None, None, None,2.05,43.42, None, None, -1.0,960.0, None, None, None, None, None, 17.6, None, None,-1.235, None, None, None, None,31.25, None, None, None, None, None,2016-01-29 01:00:00, None,5
102.8, None, None, None,1.859,39.73, None, None, -2.0,960.0, None, None, None, None, None, 17.48, None, None,-1.905, None, None, None, None,29.14, None, None, None, None, None,2016-01-29 02:00:00, None,5
103.0, None, None, None,0.853,53.07, None, None, -3.0,960.0, None, None, None, None, None, 17.98, None, None,-2.654, None, None, None, None,37.38, None, None, None, None, None,2016-01-29 03:00:00, None,5
None, None, None, None,2.587,42.55, None, None, -4.0,960.0, None, None, None, None, None, 17.42, None, None,-3.732, None, None, None, None,24.79, None, None, None, None, None,2016-01-29 04:00:00, None,5
None, None, None, None,2.708,38.93, None, None, -4.0,960.0, None, None, None, None, None, 17.47, None, None,-3.945, None, None, None, None,12.55, None, None, None, None, None,2016-01-29 05:00:00, None,5
None, None, None, None,0.602,44.12, None, None, -5.0,960.0, None, None, None, None, None, 17.67, None, None,-4.726, None, None, None, None,58.27, None, None, None, None, None,2016-01-29 06:00:00, None,5
None, None, None, None,1.691,45.82, None, None, -5.0,960.0, None, None, None, None, None, 17.79, None, None,-5.183, None, None, None, None,17.57, None, None, None, None, None,2016-01-29 07:00:00, None,5
102.9, None, None, None,0.523,35.08, None, None, -5.0,960.0, None, None, None, None, None, 17.44, None, None,-5.417, None, None, None, None,38.5, None, None, None, None, None,2016-01-29 08:00:00, None,5
102.7, None, None, None,1.641,46.54, None, None, -5.0,960.0, None, None, None, None, None, 17.51, None, None,-5.416, None, None, None, None,13.66, None, None, None, None, None,2016-01-29 09:00:00, None,5
101.9, None, None, None,2.067,39.13, None, None, -5.0,960.0, None, None, None, None, None, 17.4, None, None,-4.85, None, None, None, None,5.917, None, None, None, None, None,2016-01-29 10:00:00, None,5
101.2, None, None, None,0.824,87.1, None, None, -3.0,960.0, None, None, None, None, None, 17.72, None, None,-3.143, None, None, None, None,42.52, None, None, None, None, None,2016-01-29 11:00:00, None,5
99.1, None, None, None,1.49,134.3, None, None, -1.0,960.0, None, None, None, None, None, 17.55, None, None,-1.324, None, None, None, None,24.68, None, None, None, None, None,2016-01-29 12:00:00, None,5
97.5, None, None, None,0.372,114.7, None, None, -1.0,960.0, None, None, None, None, None, 17.61, None, None,-0.548, None, None, None, None,28.96, None, None, None, None, None,2016-01-29 13:00:00, None,5
97.0, None, None, None,0.731,80.1, None, None, -1.0,960.0, None, None, None, None, None, 17.77, None, None,-0.531, None, None, None, None,13.04, None, None, None, None, None,2016-01-29 14:00:00, None,5
96.5, None, None, None,0.052,143.6, None, None, -1.0,960.0, None, None, None, None, None, 17.62, None, None,-0.531, None, None, None, None,66.85, None, None, None, None, None,2016-01-29 15:00:00, None,5
97.7, None, None, None,0.075,256.9, None, None, -1.0,960.0, None, None, None, None, None, 17.81, None, None,-0.894, None, None, None, None,0.0, None, None, None, None, None,2016-01-29 16:00:00, None,5
99.4, None, None, None,0.512,45.72, None, None, -2.0,960.0, None, None, None, None, None, 17.83, None, None,-1.725, None, None, None, None,10.68, None, None, None, None, None,2016-01-29 17:00:00, None,5
100.2, None, None, None,1.189,41.35, None, None, -3.0,960.0, None, None, None, None, None, 17.8, None, None,-2.883, None, None, None, None,3.23, None, None, None, None, None,2016-01-29 18:00:00, None,5
101.0, None, None, None,2.256,42.18, None, None, -3.0,960.0, None, None, None, None, None, 17.59, None, None,-2.577, None, None, None, None,1.93, None, None, None, None, None,2016-01-29 19:00:00, None,5
101.5, None, None, None,0.295,57.22, None, None, -2.0,960.0, None, None, None, None, None, 17.64, None, None,-2.433, None, None, None, None,14.08, None, None, None, None, None,2016-01-29 20:00:00, None,5
101.7, None, None, None,0.07,85.7, None, None, -2.0,960.0, None, None, None, None, None, 17.65, None, None,-2.404, None, None, None, None,12.12, None, None, None, None, None,2016-01-29 21:00:00, None,5
101.8, None, None, None,0.132,107.6, None, None, -2.0,961.0, None, None, None, None, None, 17.7, None, None,-2.318, None, None, None, None,9.77, None, None, None, None, None,2016-01-29 22:00:00, None,5
102.1, None, None, None,0.52,78.7, None, None, -2.0,961.0, None, None, None, None, None, 17.57, None, None,-2.203, None, None, None, None,21.76, None, None, None, None, None,2016-01-29 23:00:00, None,5
101.9, None, None, None,0.107,174.9, None, None, -3.0,961.0, None, None, None, None, None, 17.61, None, None,-2.5, None, None, None, None,54.18, None, None, None, None, None,2016-01-30 00:00:00, None,5
101.9, None, None, None,0.112,71.4, None, None, -3.0,963.0, None, None, None, None, None, 17.69, None, None,-2.682, None, None, None, None,37.67, None, None, None, None, None,2016-01-30 01:00:00, None,5
101.9, None, None, None,0.703,108.8, None, None, -3.0,963.0, None, None, None, None, None, 17.62, None, None,-3.24, None, None, None, None,26.95, None, None, None, None, None,2016-01-30 02:00:00, None,5
100.5, None, None, None,0.235,191.0, None, None, -5.0,964.0, None, None, None, None, None, 17.53, None, None,-5.087, None, None, None, None,39.9, None, None, None, None, None,2016-01-30 03:00:00, None,5
98.1, None, None, None,0.552,74.4, None, None, -7.0,964.0, None, None, None, None, None, 17.53, None, None,-6.829, None, None, None, None,21.6, None, None, None, None, None,2016-01-30 05:00:00, None,5
