WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
130.8,-1.6, None,85.2,2018-11-12 00:00:00,46
142.4,-1.5, None,85.1,2018-11-12 01:00:00,46
136.2,-1.3, None,84.2,2018-11-12 02:00:00,46
146.6,-1.0, None,82.0,2018-11-12 03:00:00,46
145.8,-1.1, None,82.7,2018-11-12 04:00:00,46
141.9,-1.1, None,82.2,2018-11-12 05:00:00,46
132.1,-1.3, None,81.7,2018-11-12 06:00:00,46
131.0,-1.6, None,82.0,2018-11-12 07:00:00,46
158.2,-1.5, None,81.1,2018-11-12 08:00:00,46
140.5,-1.6, None,80.9,2018-11-12 09:00:00,46
142.5,-0.9, None,76.9,2018-11-12 10:00:00,46
159.9,0.4, None,71.4,2018-11-12 11:00:00,46
172.5,1.1, None,69.0,2018-11-12 12:00:00,46
183.5,2.3, None,63.9,2018-11-12 13:00:00,46
171.9,3.1, None,60.2,2018-11-12 14:00:00,46
166.8,3.4, None,58.7,2018-11-12 15:00:00,46
166.2,2.6, None,62.4,2018-11-12 16:00:00,46
145.8,1.7, None,66.8,2018-11-12 17:00:00,46
150.0,1.5, None,68.4,2018-11-12 18:00:00,46
156.0,0.8, None,72.1,2018-11-12 19:00:00,46
157.2,0.3, None,73.9,2018-11-12 20:00:00,46
159.2,0.3, None,74.5,2018-11-12 21:00:00,46
157.4,0.5, None,73.4,2018-11-12 22:00:00,46
159.1,0.7, None,72.4,2018-11-12 23:00:00,46
164.3,0.8, None,72.1,2018-11-13 00:00:00,46
162.9,1.0, None,70.9,2018-11-13 01:00:00,46
168.2,1.1, None,70.6,2018-11-13 02:00:00,46
169.3,1.5, None,68.6,2018-11-13 03:00:00,46
161.0,1.7, None,67.8,2018-11-13 04:00:00,46
165.1,1.6, None,67.9,2018-11-13 05:00:00,46
166.6,1.8, None,66.8,2018-11-13 06:00:00,46
166.2,1.8, None,66.4,2018-11-13 07:00:00,46
169.4,1.5, None,67.2,2018-11-13 08:00:00,46
165.6,2.0, None,64.8,2018-11-13 09:00:00,46
163.1,2.5, None,62.7,2018-11-13 10:00:00,46
162.0,2.9, None,60.7,2018-11-13 11:00:00,46
163.1,2.9, None,61.2,2018-11-13 12:00:00,46
167.3,2.9, None,61.2,2018-11-13 13:00:00,46
162.3,3.1, None,59.4,2018-11-13 14:00:00,46
158.9,2.9, None,60.7,2018-11-13 15:00:00,46
158.1,2.7, None,62.9,2018-11-13 16:00:00,46
160.7,2.5, None,63.8,2018-11-13 17:00:00,46
167.2,2.3, None,65.8,2018-11-13 18:00:00,46
169.2,2.4, None,65.5,2018-11-13 19:00:00,46
164.6,2.4, None,65.3,2018-11-13 20:00:00,46
158.2,2.6, None,65.4,2018-11-13 21:00:00,46
149.9,2.7, None,65.4,2018-11-13 22:00:00,46
164.8,2.1, None,75.1,2018-11-13 23:00:00,46
165.5,2.0, None,77.3,2018-11-14 00:00:00,46
161.0,2.1, None,75.5,2018-11-14 01:00:00,46
