TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None,41.4, None,2021-05-07 00:00:00, None,19
None, None,55.2, None,2021-05-07 01:00:00, None,19
None, None,60.9, None,2021-05-07 02:00:00, None,19
None, None,53.3, None,2021-05-07 03:00:00, None,19
None, None,48.6, None,2021-05-07 04:00:00, None,19
None, None,49.4, None,2021-05-07 05:00:00, None,19
None, None,49.7, None,2021-05-07 06:00:00, None,19
None, None,57.9, None,2021-05-07 07:00:00, None,19
None, None,67.6, None,2021-05-07 08:00:00, None,19
None, None,80.7, None,2021-05-07 09:00:00, None,19
None, None,91.2, None,2021-05-07 10:00:00, None,19
None, None,89.2, None,2021-05-07 11:00:00, None,19
None, None,80.9, None,2021-05-07 12:00:00, None,19
None, None,64.7, None,2021-05-07 13:00:00, None,19
None, None,55.6, None,2021-05-07 14:00:00, None,19
None, None,49.3, None,2021-05-07 15:00:00, None,19
None, None,45.5, None,2021-05-07 16:00:00, None,19
None, None,43.4, None,2021-05-07 17:00:00, None,19
None, None,44.4, None,2021-05-07 18:00:00, None,19
None, None,45.6, None,2021-05-07 19:00:00, None,19
None, None,48.8, None,2021-05-07 20:00:00, None,19
None, None,51.1, None,2021-05-07 21:00:00, None,19
None, None,53.1, None,2021-05-07 22:00:00, None,19
None, None,58.5, None,2021-05-07 23:00:00, None,19
None, None,60.9, None,2021-05-08 00:00:00, None,19
None, None,58.9, None,2021-05-08 01:00:00, None,19
None, None,58.9, None,2021-05-08 02:00:00, None,19
None, None,59.6, None,2021-05-08 03:00:00, None,19
None, None,59.6, None,2021-05-08 04:00:00, None,19
None, None,60.7, None,2021-05-08 05:00:00, None,19
None, None,58.8, None,2021-05-08 06:00:00, None,19
None, None,55.3, None,2021-05-08 07:00:00, None,19
None, None,50.7, None,2021-05-08 08:00:00, None,19
None, None,45.7, None,2021-05-08 09:00:00, None,19
None, None,40.4, None,2021-05-08 10:00:00, None,19
None, None,35.4, None,2021-05-08 11:00:00, None,19
None, None,31.6, None,2021-05-08 12:00:00, None,19
None, None,30.4, None,2021-05-08 13:00:00, None,19
None, None,28.6, None,2021-05-08 14:00:00, None,19
None, None,29.1, None,2021-05-08 15:00:00, None,19
None, None,27.4, None,2021-05-08 16:00:00, None,19
None, None,27.2, None,2021-05-08 17:00:00, None,19
None, None,28.1, None,2021-05-08 18:00:00, None,19
None, None,32.3, None,2021-05-08 19:00:00, None,19
None, None,35.5, None,2021-05-08 20:00:00, None,19
None, None,37.4, None,2021-05-08 21:00:00, None,19
None, None,42.5, None,2021-05-08 22:00:00, None,19
None, None,45.7, None,2021-05-08 23:00:00, None,19
None, None,47.6, None,2021-05-09 00:00:00, None,19
None, None,49.3, None,2021-05-09 01:00:00, None,19
None, None,49.8, None,2021-05-09 02:00:00, None,19
None, None,52.1, None,2021-05-09 03:00:00, None,19
None, None,54.6, None,2021-05-09 04:00:00, None,19
None, None,55.6, None,2021-05-09 05:00:00, None,19
None, None,51.8, None,2021-05-09 06:00:00, None,19
None, None,46.4, None,2021-05-09 07:00:00, None,19
None, None,39.8, None,2021-05-09 08:00:00, None,19
None, None,33.8, None,2021-05-09 09:00:00, None,19
None, None,28.8, None,2021-05-09 10:00:00, None,19
None, None,24.5, None,2021-05-09 11:00:00, None,19
None, None,26.0, None,2021-05-09 12:00:00, None,19
None, None,25.6, None,2021-05-09 13:00:00, None,19
None, None,26.4, None,2021-05-09 14:00:00, None,19
None, None,28.4, None,2021-05-09 15:00:00, None,19
None, None,28.2, None,2021-05-09 16:00:00, None,19
None, None,27.1, None,2021-05-09 17:00:00, None,19
None, None,25.6, None,2021-05-09 18:00:00, None,19
None, None,26.7, None,2021-05-09 19:00:00, None,19
None, None,28.2, None,2021-05-09 20:00:00, None,19
None, None,31.3, None,2021-05-09 21:00:00, None,19
None, None,34.1, None,2021-05-09 22:00:00, None,19
None, None,38.5, None,2021-05-09 23:00:00, None,19
None, None,39.8, None,2021-05-10 00:00:00, None,19
None, None,46.9, None,2021-05-10 01:00:00, None,19
None, None,52.7, None,2021-05-10 02:00:00, None,19
None, None,56.2, None,2021-05-10 03:00:00, None,19
None, None,61.7, None,2021-05-10 04:00:00, None,19
None, None,64.0, None,2021-05-10 05:00:00, None,19
None, None,63.9, None,2021-05-10 06:00:00, None,19
None, None,57.5, None,2021-05-10 07:00:00, None,19
None, None,50.4, None,2021-05-10 08:00:00, None,19
None, None,39.4, None,2021-05-10 09:00:00, None,19
None, None,32.4, None,2021-05-10 10:00:00, None,19
None, None,29.2, None,2021-05-10 11:00:00, None,19
None, None,26.0, None,2021-05-10 12:00:00, None,19
None, None,24.8, None,2021-05-10 13:00:00, None,19
None, None,25.8, None,2021-05-10 14:00:00, None,19
None, None,32.8, None,2021-05-10 15:00:00, None,19
None, None,30.4, None,2021-05-10 16:00:00, None,19
None, None,31.7, None,2021-05-10 17:00:00, None,19
None, None,33.3, None,2021-05-10 18:00:00, None,19
None, None,37.2, None,2021-05-10 19:00:00, None,19
None, None,40.4, None,2021-05-10 20:00:00, None,19
None, None,44.3, None,2021-05-10 21:00:00, None,19
None, None,58.1, None,2021-05-10 22:00:00, None,19
None, None,61.6, None,2021-05-10 23:00:00, None,19
None, None,63.9, None,2021-05-11 00:00:00, None,19
None, None,66.8, None,2021-05-11 01:00:00, None,19
None, None,69.6, None,2021-05-11 02:00:00, None,19
None, None,72.5, None,2021-05-11 03:00:00, None,19
None, None,74.1, None,2021-05-11 04:00:00, None,19
None, None,74.6, None,2021-05-11 05:00:00, None,19
None, None,75.0, None,2021-05-11 06:00:00, None,19
None, None,76.0, None,2021-05-11 07:00:00, None,19
None, None,72.9, None,2021-05-11 08:00:00, None,19
None, None,66.6, None,2021-05-11 09:00:00, None,19
None, None,59.2, None,2021-05-11 10:00:00, None,19
None, None,48.3, None,2021-05-11 11:00:00, None,19
None, None,39.0, None,2021-05-11 12:00:00, None,19
None, None,31.3, None,2021-05-11 13:00:00, None,19
None, None,26.8, None,2021-05-11 14:00:00, None,19
None, None,23.5, None,2021-05-11 15:00:00, None,19
None, None,24.0, None,2021-05-11 16:00:00, None,19
None, None,24.3, None,2021-05-11 17:00:00, None,19
None, None,23.3, None,2021-05-11 18:00:00, None,19
None, None,23.3, None,2021-05-11 19:00:00, None,19
None, None,24.7, None,2021-05-11 20:00:00, None,19
None, None,26.4, None,2021-05-11 21:00:00, None,19
None, None,29.2, None,2021-05-11 22:00:00, None,19
None, None,31.9, None,2021-05-11 23:00:00, None,19
None, None,34.2, None,2021-05-12 00:00:00, None,19
None, None,40.8, None,2021-05-12 01:00:00, None,19
None, None,47.9, None,2021-05-12 02:00:00, None,19
None, None,49.2, None,2021-05-12 03:00:00, None,19
None, None,52.1, None,2021-05-12 04:00:00, None,19
None, None,53.4, None,2021-05-12 05:00:00, None,19
None, None,54.7, None,2021-05-12 06:00:00, None,19
None, None,50.2, None,2021-05-12 07:00:00, None,19
None, None,45.5, None,2021-05-12 08:00:00, None,19
None, None,39.4, None,2021-05-12 09:00:00, None,19
None, None,32.1, None,2021-05-12 10:00:00, None,19
None, None,30.1, None,2021-05-12 11:00:00, None,19
None, None,27.3, None,2021-05-12 12:00:00, None,19
None, None,28.0, None,2021-05-12 13:00:00, None,19
None, None,28.4, None,2021-05-12 14:00:00, None,19
None, None,27.3, None,2021-05-12 15:00:00, None,19
None, None,23.7, None,2021-05-12 16:00:00, None,19
None, None,21.5, None,2021-05-12 17:00:00, None,19
None, None,19.2, None,2021-05-12 18:00:00, None,19
None, None,18.9, None,2021-05-12 19:00:00, None,19
None, None,20.8, None,2021-05-12 20:00:00, None,19
None, None,23.3, None,2021-05-12 21:00:00, None,19
None, None,36.1, None,2021-05-12 22:00:00, None,19
None, None,57.1, None,2021-05-12 23:00:00, None,19
None, None,61.5, None,2021-05-13 00:00:00, None,19
None, None,66.1, None,2021-05-13 01:00:00, None,19
None, None,68.4, None,2021-05-13 02:00:00, None,19
None, None,71.0, None,2021-05-13 03:00:00, None,19
None, None,77.0, None,2021-05-13 04:00:00, None,19
None, None,77.8, None,2021-05-13 05:00:00, None,19
None, None,73.9, None,2021-05-13 06:00:00, None,19
None, None,65.8, None,2021-05-13 07:00:00, None,19
None, None,60.0, None,2021-05-13 08:00:00, None,19
None, None,53.2, None,2021-05-13 09:00:00, None,19
None, None,43.9, None,2021-05-13 10:00:00, None,19
None, None,38.1, None,2021-05-13 11:00:00, None,19
None, None,32.5, None,2021-05-13 12:00:00, None,19
None, None,28.7, None,2021-05-13 13:00:00, None,19
None, None,26.2, None,2021-05-13 14:00:00, None,19
None, None,22.5, None,2021-05-13 15:00:00, None,19
None, None,21.6, None,2021-05-13 16:00:00, None,19
None, None,21.4, None,2021-05-13 17:00:00, None,19
None, None,31.7, None,2021-05-13 18:00:00, None,19
None, None,39.4, None,2021-05-13 19:00:00, None,19
None, None,46.0, None,2021-05-13 20:00:00, None,19
None, None,51.2, None,2021-05-13 21:00:00, None,19
None, None,55.7, None,2021-05-13 22:00:00, None,19
None, None,61.4, None,2021-05-13 23:00:00, None,19
