wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
270.0, None, None,0.0, None,5.7, None,5.6, None, None, None,37.0,2021-04-23 00:00:00,17,,,,,,
250.0, None, None,0.0, None,2.4, None,4.9, None, None, None,37.0,2021-04-23 01:00:00,17,,,,,,
151.0, None, None,0.0, None,1.3, None,4.4, None, None, None,36.0,2021-04-23 02:00:00,17,,,,,,
138.0, None, None,0.0, None,1.4, None,4.4, None, None, None,38.0,2021-04-23 03:00:00,17,,,,,,
157.0, None, None,0.0, None,0.9, None,3.4, None, None, None,40.0,2021-04-23 04:00:00,17,,,,,,
345.0, None, None,0.0, None,3.1, None,5.7, None, None, None,42.0,2021-04-23 05:00:00,17,,,,,,
43.0, None, None,0.0, None,4.0, None,7.8, None, None, None,40.0,2021-04-23 06:00:00,17,,,,,,
29.0, None, None,0.0, None,4.8, None,9.3, None, None, None,36.0,2021-04-23 07:00:00,17,,,,,,
42.0, None, None,0.0, None,4.9, None,10.9, None, None, None,28.0,2021-04-23 08:00:00,17,,,,,,
42.0, None, None,0.0, None,5.6, None,13.5, None, None, None,18.0,2021-04-23 09:00:00,17,,,,,,
339.0, None, None,0.0, None,7.5, None,12.7, None, None, None,17.0,2021-04-23 10:00:00,17,,,,,,
0.0, None, None,0.0, None,8.2, None,15.6, None, None, None,19.0,2021-04-23 11:00:00,17,,,,,,
59.0, None, None,0.0, None,8.6, None,15.4, None, None, None,22.0,2021-04-23 12:00:00,17,,,,,,
79.0, None, None,0.0, None,6.4, None,15.1, None, None, None,23.0,2021-04-23 13:00:00,17,,,,,,
83.0, None, None,0.0, None,4.2, None,15.2, None, None, None,24.0,2021-04-23 14:00:00,17,,,,,,
71.0, None, None,0.0, None,4.6, None,14.8, None, None, None,25.0,2021-04-23 15:00:00,17,,,,,,
356.0, None, None,0.0, None,5.3, None,13.7, None, None, None,33.0,2021-04-23 16:00:00,17,,,,,,
320.0, None, None,0.0, None,4.0, None,12.5, None, None, None,40.0,2021-04-23 17:00:00,17,,,,,,
261.0, None, None,0.0, None,4.4, None,11.5, None, None, None,46.0,2021-04-23 18:00:00,17,,,,,,
257.0, None, None,0.0, None,3.3, None,10.6, None, None, None,52.0,2021-04-23 19:00:00,17,,,,,,
274.0, None, None,0.0, None,7.3, None,10.2, None, None, None,53.0,2021-04-23 20:00:00,17,,,,,,
220.0, 52.0, 3.3,0.0, 1.2,4.6, 10.6,10.0, 257.0, 0.0, 0.0,53.0,2021-04-23 21:00:00,17,,,,,,
225.0, 53.0, 7.3,0.0, 1.1,3.5, 10.2,9.7, 274.0, 0.0, 0.0,53.0,2021-04-23 22:00:00,17,,,,,,
151.0, 53.0, 4.6,0.0, 0.9,0.2, 10.0,8.8, 220.0, 0.0, 0.0,58.0,2021-04-23 23:00:00,17,,,,,,
229.0, 53.0, 3.5,0.0, 0.6,1.9, 9.7,8.7, 225.0, 0.0, 0.0,58.0,2021-04-24 00:00:00,17,,,,,,
226.0, None, None,0.0, None,3.8, None,8.5, None, None, None,59.0,2021-04-24 01:00:00,17,,,,,,
274.0, None, None,0.0, None,5.2, None,8.0, None, None, None,64.0,2021-04-24 03:00:00,17,,,,,,
279.0, None, None,0.0, None,6.7, None,7.5, None, None, None,67.0,2021-04-24 04:00:00,17,,,,,,
301.0, None, None,0.0, None,5.1, None,7.5, None, None, None,68.0,2021-04-24 05:00:00,17,,,,,,
292.0, None, None,0.0, None,5.9, None,7.1, None, None, None,73.0,2021-04-24 06:00:00,17,,,,,,
306.0, None, None,0.0, None,5.6, None,9.1, None, None, None,61.0,2021-04-24 07:00:00,17,,,,,,
341.0, None, None,0.0, None,5.3, None,10.1, None, None, None,57.0,2021-04-24 08:00:00,17,,,,,,
319.0, None, None,0.0, None,7.0, None,11.1, None, None, None,53.0,2021-04-24 09:00:00,17,,,,,,
308.0, None, None,0.0, None,4.5, None,11.4, None, None, None,52.0,2021-04-24 10:00:00,17,,,,,,
3.0, None, None,0.0, None,7.4, None,11.8, None, None, None,48.0,2021-04-24 11:00:00,17,,,,,,
343.0, None, None,0.0, None,9.6, None,11.7, None, None, None,51.0,2021-04-24 12:00:00,17,,,,,,
318.0, None, None,0.0, None,5.9, None,11.8, None, None, None,49.0,2021-04-24 13:00:00,17,,,,,,
31.0, None, None,0.0, None,4.7, None,13.3, None, None, None,42.0,2021-04-24 14:00:00,17,,,,,,
37.0, None, None,0.0, None,5.5, None,11.9, None, None, None,51.0,2021-04-24 15:00:00,17,,,,,,
258.0, None, None,0.0, None,1.5, None,12.4, None, None, None,48.0,2021-04-24 16:00:00,17,,,,,,
0.0, None, None,0.0, None,0.0, None,11.3, None, None, None,56.0,2021-04-24 17:00:00,17,,,,,,
106.0, None, None,0.0, None,1.3, None,9.9, None, None, None,69.0,2021-04-24 18:00:00,17,,,,,,
293.0, None, None,0.0, None,0.2, None,8.6, None, None, None,72.0,2021-04-24 19:00:00,17,,,,,,
