pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None, 344.0, 1026.0, None, None, None,2019-04-30 00:00:00,5.7, None, 228.0, None,18
None, None, 343.0, 1027.0, None, None, None,2019-04-30 01:00:00,5.5, None, 228.0, None,18
None, None, 343.0, 1027.0, None, None, None,2019-04-30 02:00:00,4.6, None, 227.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-04-30 03:00:00,4.0, None, 228.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-04-30 04:00:00,2.2, None, 227.0, None,18
None, None, 346.0, 1027.0, None, None, None,2019-04-30 05:00:00,0.4, None, 227.0, None,18
None, None, 346.0, 1026.0, None, None, None,2019-04-30 06:00:00,0.1, None, 227.0, None,18
None, None, 346.0, 1026.0, None, None, None,2019-04-30 07:00:00,1.2, None, 227.0, None,18
None, None, 346.0, 1026.0, None, None, None,2019-04-30 08:00:00,0.9, None, 227.0, None,18
None, None, 346.0, 1025.0, None, None, None,2019-04-30 09:00:00,-0.6, None, 227.0, None,18
None, None, 346.0, 1025.0, None, None, None,2019-04-30 10:00:00,-0.6, None, 227.0, None,18
None, None, 346.0, 1025.0, None, None, None,2019-04-30 11:00:00,-1.5, None, 227.0, None,18
None, None, 346.0, 1024.0, None, None, None,2019-04-30 12:00:00,-0.6, None, 226.0, None,18
None, None, 346.0, 1024.0, None, None, None,2019-04-30 13:00:00,-1.9, None, 227.0, None,18
None, None, 346.0, 1023.0, None, None, None,2019-04-30 14:00:00,-0.1, None, 226.0, None,18
None, None, 346.0, 1023.0, None, None, None,2019-04-30 15:00:00,0.8, None, 226.0, None,18
None, None, 345.0, 1023.0, None, None, None,2019-04-30 16:00:00,3.4, None, 227.0, None,18
None, None, 344.0, 1022.0, None, None, None,2019-04-30 17:00:00,4.3, None, 227.0, None,18
None, None, 344.0, 1023.0, None, None, None,2019-04-30 18:00:00,4.9, None, 227.0, None,18
None, None, 343.0, 1020.0, None, None, None,2019-04-30 19:00:00,5.3, None, 227.0, None,18
None, None, 343.0, 1023.0, None, None, None,2019-04-30 20:00:00,5.3, None, 227.0, None,18
None, None, 343.0, 1025.0, None, None, None,2019-04-30 21:00:00,6.0, None, 227.0, None,18
None, None, 344.0, 1027.0, None, None, None,2019-04-30 22:00:00,6.3, None, 226.0, None,18
None, None, 343.0, 1027.0, None, None, None,2019-04-30 23:00:00,6.3, None, 225.0, None,18
None, None, 344.0, 1028.0, None, None, None,2019-05-01 00:00:00,5.7, None, 225.0, None,18
None, None, 343.0, 1029.0, None, None, None,2019-05-01 01:00:00,5.8, None, 225.0, None,18
None, None, 342.0, 1029.0, None, None, None,2019-05-01 02:00:00,5.6, None, 225.0, None,18
None, None, 345.0, 1029.0, None, None, None,2019-05-01 03:00:00,4.5, None, 225.0, None,18
None, None, 345.0, 1029.0, None, None, None,2019-05-01 04:00:00,4.0, None, 225.0, None,18
None, None, 345.0, 1028.0, None, None, None,2019-05-01 05:00:00,3.8, None, 224.0, None,18
None, None, 345.0, 1028.0, None, None, None,2019-05-01 06:00:00,2.9, None, 225.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-05-01 07:00:00,2.6, None, 225.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-05-01 08:00:00,2.1, None, 224.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-05-01 09:00:00,1.7, None, 224.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-05-01 10:00:00,1.8, None, 224.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-05-01 11:00:00,1.6, None, 224.0, None,18
None, None, 346.0, 1027.0, None, None, None,2019-05-01 12:00:00,0.5, None, 224.0, None,18
None, None, 346.0, 1027.0, None, None, None,2019-05-01 13:00:00,0.4, None, 224.0, None,18
None, None, 346.0, 1027.0, None, None, None,2019-05-01 14:00:00,1.5, None, 223.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-05-01 15:00:00,2.2, None, 224.0, None,18
None, None, 345.0, 1026.0, None, None, None,2019-05-01 16:00:00,4.7, None, 224.0, None,18
None, None, 345.0, 1026.0, None, None, None,2019-05-01 17:00:00,4.7, None, 224.0, None,18
None, None, 344.0, 1025.0, None, None, None,2019-05-01 18:00:00,4.5, None, 224.0, None,18
None, None, 344.0, 1027.0, None, None, None,2019-05-01 19:00:00,4.6, None, 224.0, None,18
None, None, 345.0, 1027.0, None, None, None,2019-05-01 20:00:00,5.1, None, 224.0, None,18
None, None, 344.0, 1028.0, None, None, None,2019-05-01 21:00:00,5.0, None, 224.0, None,18
None, None, 344.0, 1029.0, None, None, None,2019-05-01 22:00:00,5.6, None, 224.0, None,18
None, None, 344.0, 1029.0, None, None, None,2019-05-01 23:00:00,5.7, None, 224.0, None,18
None, None, 344.0, 1030.0, None, None, None,2019-05-02 00:00:00,6.2, None, 224.0, None,18
None, None, 344.0, 1030.0, None, None, None,2019-05-02 01:00:00,6.3, None, 223.0, None,18
None, None, 344.0, 1030.0, None, None, None,2019-05-02 02:00:00,5.5, None, 223.0, None,18
None, None, 344.0, 1030.0, None, None, None,2019-05-02 03:00:00,5.3, None, 223.0, None,18
