TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
8.668,0.6,90.9,100.0,0.0,935.15, 0.0,1.01,2019-09-03 00:00:00, 117.9,7.3,36
6.712,0.6,93.1,100.0,0.0,935.35, 0.0,1.51,2019-09-03 01:00:00, 105.3,5.7,36
7.217,0.6,95.1,100.0,0.0,935.45, 0.0,1.01,2019-09-03 02:00:00, 115.1,6.5,36
5.796,0.6,95.0,100.0,0.0,935.55, 0.0,1.51,2019-09-03 03:00:00, 113.7,5.1,36
7.368,0.6,95.5,100.0,0.0,935.65, 0.0,1.51,2019-09-03 04:00:00, 122.1,6.7,36
9.287,0.6,94.3,100.0,0.0,935.65, 0.0,2.01,2019-09-03 05:00:00, 132.0,8.4,36
9.41,34.4,92.6,100.0,0.0,935.65, 0.0,1.51,2019-09-03 06:00:00, 140.4,8.3,36
10.98,94.4,87.9,6.47,0.5,935.45, 0.0,3.52,2019-09-03 07:00:00, 110.9,9.1,36
13.185,253.1,82.7,4.71,1.01,935.35, 0.0,4.03,2019-09-03 08:00:00, 98.3,10.3,36
18.224,475.6,72.9,4.71,1.51,934.95, 0.0,5.03,2019-09-03 09:00:00, 106.7,13.3,36
19.984,573.1,63.9,4.71,2.01,934.45, 0.0,5.54,2019-09-03 10:00:00, 112.3,13.0,36
21.795,696.9,57.4,4.71,1.51,933.75, 0.0,5.54,2019-09-03 11:00:00, 99.7,13.0,36
23.833,720.6,52.5,4.12,2.01,933.25, 0.0,5.03,2019-09-03 12:00:00, 119.3,13.6,36
22.345,279.4,51.3,4.71,1.51,932.55, 0.0,5.03,2019-09-03 13:00:00, 129.2,11.8,36
22.178,204.4,54.4,4.12,1.01,931.95, 0.0,4.53,2019-09-03 14:00:00, 109.5,12.6,36
23.497,288.1,54.4,4.71,1.01,931.35, 0.0,3.52,2019-09-03 15:00:00, 95.5,13.8,36
22.896,176.9,53.5,4.12,0.5,930.65, 0.0,3.52,2019-09-03 16:00:00, 77.2,13.0,36
21.604,86.9,58.9,4.12,0.0,930.25, 0.0,2.52,2019-09-03 17:00:00, 50.5,13.2,36
19.08,19.4,73.7,4.71,0.0,929.95, 0.0,0.0,2019-09-03 18:00:00, 40.7,14.3,36
18.366,0.6,73.8,4.71,0.0,930.15, 0.0,3.02,2019-09-03 19:00:00, 307.5,13.6,36
13.425,0.6,79.5,78.82,0.0,930.05, 0.0,2.01,2019-09-03 20:00:00, 315.9,10.0,36
14.649,0.6,89.0,7.65,0.0,930.05, 0.0,2.52,2019-09-03 21:00:00, 311.7,12.9,36
14.337,0.6,87.7,100.0,0.0,930.15, 0.0,1.01,2019-09-03 22:00:00, 282.2,12.3,36
12.582,0.6,94.3,100.0,0.0,930.15, 0.0,0.0,2019-09-03 23:00:00, 303.2,11.7,36
10.565,0.6,96.1,100.0,0.0,930.35, 0.0,0.0,2019-09-04 00:00:00, 303.2,10.0,36
8.965,0.6,96.7,100.0,0.0,930.45, 0.2,0.0,2019-09-04 01:00:00, 303.2,8.5,36
9.706,0.6,97.1,100.0,0.0,930.65, 0.0,0.0,2019-09-04 02:00:00, 303.2,9.3,36
10.149,0.6,97.2,100.0,0.0,930.65, 0.0,1.51,2019-09-04 03:00:00, 318.7,9.7,36
10.1,0.6,97.4,100.0,0.0,930.85, 0.0,1.51,2019-09-04 04:00:00, 87.0,9.7,36
10.418,0.6,97.5,100.0,0.0,931.05, 0.0,1.51,2019-09-04 05:00:00, 85.6,10.1,36
10.198,6.9,97.4,100.0,0.0,931.15, 0.0,1.01,2019-09-04 06:00:00, 95.5,9.8,36
11.2,71.9,97.5,79.41,0.0,931.45, 0.0,1.01,2019-09-04 07:00:00, 98.3,10.8,36
15.055,278.1,95.0,23.53,0.0,931.85, 0.0,1.01,2019-09-04 08:00:00, 96.9,14.3,36
14.912,248.1,82.2,4.71,0.0,932.25, 0.0,2.52,2019-09-04 09:00:00, 247.1,11.9,36
15.151,160.6,75.3,5.29,0.0,932.75, 0.0,2.52,2019-09-04 10:00:00, 223.2,10.8,36
16.654,345.6,74.3,6.47,0.0,933.15, 0.0,3.02,2019-09-04 11:00:00, 251.3,12.1,36
17.201,313.1,72.2,4.71,0.0,933.45, 0.0,2.01,2019-09-04 12:00:00, 165.7,12.2,36
16.606,274.4,72.5,4.71,0.0,933.75, 0.0,2.52,2019-09-04 13:00:00, 169.9,11.7,36
19.984,536.9,63.9,4.71,0.0,933.55, 0.0,2.52,2019-09-04 14:00:00, 202.2,13.0,36
16.749,170.6,68.7,25.29,0.5,933.55, 0.4,5.03,2019-09-04 15:00:00, 148.8,11.0,36
19.841,101.9,69.1,4.71,0.0,933.45, 0.0,3.52,2019-09-04 16:00:00, 80.0,14.0,36
18.461,71.9,58.5,4.12,0.0,933.35, 0.0,2.52,2019-09-04 17:00:00, 140.4,10.2,36
18.604,111.9,73.6,4.71,0.0,933.75, 0.0,0.0,2019-09-04 18:00:00, 190.9,13.8,36
12.654,3.1,83.9,6.47,0.0,934.25, 0.0,1.01,2019-09-04 19:00:00, 161.5,10.0,36
9.829,0.6,89.0,100.0,0.0,935.05, 0.0,1.01,2019-09-04 20:00:00, 32.3,8.1,36
8.419,0.6,91.6,100.0,0.0,935.55, 0.0,1.01,2019-09-04 21:00:00, 47.7,7.1,36
8.469,0.6,92.5,100.0,0.0,936.35, 0.0,1.51,2019-09-04 22:00:00, 108.1,7.3,36
10.001,0.6,94.4,100.0,0.0,936.95, 0.0,1.51,2019-09-04 23:00:00, 88.4,9.2,36
10.492,0.6,92.6,100.0,0.5,937.45, 0.0,2.52,2019-09-05 00:00:00, 94.1,9.4,36
9.903,0.6,93.8,100.0,0.5,937.85, 0.0,3.52,2019-09-05 01:00:00, 91.3,9.0,36
7.293,0.6,95.4,100.0,0.0,938.35, 0.0,2.01,2019-09-05 02:00:00, 113.7,6.6,36
8.494,0.6,96.7,100.0,0.0,938.55, 0.0,3.52,2019-09-05 03:00:00, 113.7,8.0,36
8.568,0.6,97.1,100.0,0.5,939.15, 0.0,3.52,2019-09-05 04:00:00, 91.3,8.1,36
8.494,0.6,97.3,100.0,0.5,939.65, 0.0,3.02,2019-09-05 05:00:00, 84.2,8.1,36
8.17,18.1,97.5,100.0,0.5,940.15, 0.0,3.02,2019-09-05 06:00:00, 91.3,7.8,36
8.195,50.6,97.5,100.0,0.5,940.65, 0.0,3.02,2019-09-05 07:00:00, 70.2,7.8,36
8.568,104.4,97.6,75.88,0.0,941.35, 0.0,1.51,2019-09-05 08:00:00, 61.8,8.2,36
9.509,163.1,97.6,34.12,0.0,941.55, 0.0,1.01,2019-09-05 09:00:00, 44.9,9.2,36
10.663,285.6,97.3,25.88,0.0,941.55, 0.0,1.51,2019-09-05 10:00:00, 235.9,10.3,36
15.103,636.9,91.2,4.71,0.0,941.35, 0.0,2.52,2019-09-05 11:00:00, 241.5,13.7,36
17.605,654.4,77.2,4.71,0.5,940.75, 0.0,3.02,2019-09-05 12:00:00, 209.2,13.6,36
20.841,659.4,62.6,4.71,0.5,940.25, 0.0,3.52,2019-09-05 13:00:00, 172.7,13.5,36
21.318,610.6,52.9,4.71,0.5,939.85, 0.0,4.03,2019-09-05 14:00:00, 133.4,11.3,36
