TempC,time,RH,week_of_year
-0.395,2021-03-26 00:00:00,88.1,13
-0.395,2021-03-26 01:00:00,87.7,13
-0.311,2021-03-26 02:00:00,90.4,13
-0.311,2021-03-26 03:00:00,88.1,13
-0.873,2021-03-26 04:00:00,88.7,13
-1.986,2021-03-26 05:00:00,92.9,13
-2.073,2021-03-26 06:00:00,94.6,13
-0.93,2021-03-26 07:00:00,94.4,13
0.88,2021-03-26 08:00:00,90.1,13
2.423,2021-03-26 09:00:00,83.6,13
3.801,2021-03-26 10:00:00,72.1,13
5.205,2021-03-26 11:00:00,65.8,13
5.308,2021-03-26 12:00:00,61.1,13
5.334,2021-03-26 13:00:00,61.8,13
4.324,2021-03-26 14:00:00,71.8,13
3.38,2021-03-26 15:00:00,75.8,13
3.433,2021-03-26 16:00:00,83.7,13
2.557,2021-03-26 17:00:00,88.9,13
2.477,2021-03-26 18:00:00,88.4,13
2.021,2021-03-26 19:00:00,90.3,13
1.859,2021-03-26 20:00:00,91.4,13
1.913,2021-03-26 21:00:00,92.7,13
1.317,2021-03-26 22:00:00,93.3,13
3.827,2021-03-26 23:00:00,86.8,13
3.564,2021-03-27 00:00:00,79.1,13
3.538,2021-03-27 01:00:00,78.5,13
3.854,2021-03-27 02:00:00,76.5,13
4.168,2021-03-27 03:00:00,73.6,13
4.376,2021-03-27 04:00:00,71.6,13
3.142,2021-03-27 05:00:00,77.4,13
2.289,2021-03-27 06:00:00,87.9,13
2.047,2021-03-27 07:00:00,93.3,13
2.477,2021-03-27 08:00:00,95.0,13
2.717,2021-03-27 09:00:00,95.3,13
2.717,2021-03-27 10:00:00,95.9,13
2.717,2021-03-27 11:00:00,96.5,13
3.512,2021-03-27 12:00:00,95.5,13
3.67,2021-03-27 13:00:00,93.9,13
4.115,2021-03-27 14:00:00,92.9,13
4.584,2021-03-27 15:00:00,90.7,13
5.205,2021-03-27 16:00:00,85.4,13
4.947,2021-03-27 17:00:00,88.7,13
6.636,2021-03-27 18:00:00,85.7,13
4.61,2021-03-27 19:00:00,88.2,13
6.839,2021-03-27 20:00:00,80.2,13
6.914,2021-03-27 21:00:00,68.3,13
6.636,2021-03-27 22:00:00,64.4,13
6.661,2021-03-27 23:00:00,61.1,13
6.737,2021-03-28 00:00:00,60.4,13
6.687,2021-03-28 01:00:00,56.8,13
6.255,2021-03-28 02:00:00,56.6,13
5.847,2021-03-28 03:00:00,57.1,13
5.821,2021-03-28 04:00:00,57.2,13
2.956,2021-03-28 05:00:00,61.1,13
-0.339,2021-03-28 06:00:00,93.3,13
-0.507,2021-03-28 07:00:00,93.2,13
-0.255,2021-03-28 08:00:00,88.3,13
-0.339,2021-03-28 09:00:00,88.5,13
-0.032,2021-03-28 10:00:00,84.8,13
0.301,2021-03-28 11:00:00,81.8,13
-1.556,2021-03-28 12:00:00,84.2,13
-0.93,2021-03-28 13:00:00,82.4,13
2.77,2021-03-28 14:00:00,73.1,13
1.017,2021-03-28 15:00:00,59.9,13
-0.395,2021-03-28 16:00:00,68.3,13
-0.62,2021-03-28 17:00:00,65.0,13
-1.699,2021-03-28 18:00:00,72.2,13
-2.044,2021-03-28 19:00:00,80.1,13
-2.247,2021-03-28 20:00:00,84.7,13
-3.836,2021-03-28 21:00:00,85.6,13
-5.979,2021-03-28 22:00:00,75.8,13
-6.674,2021-03-28 23:00:00,65.2,13
-7.348,2021-03-29 00:00:00,62.6,13
-7.608,2021-03-29 01:00:00,62.9,13
-7.706,2021-03-29 02:00:00,61.9,13
-7.804,2021-03-29 03:00:00,62.4,13
-8.331,2021-03-29 04:00:00,64.6,13
-10.441,2021-03-29 05:00:00,73.6,13
-8.43,2021-03-29 06:00:00,75.0,13
-7.09,2021-03-29 07:00:00,69.0,13
-5.202,2021-03-29 08:00:00,56.7,13
-4.469,2021-03-29 09:00:00,50.7,13
-3.479,2021-03-29 10:00:00,47.1,13
-2.654,2021-03-29 11:00:00,45.0,13
-1.613,2021-03-29 12:00:00,44.4,13
-1.299,2021-03-29 13:00:00,47.0,13
-0.451,2021-03-29 14:00:00,43.4,13
0.962,2021-03-29 15:00:00,40.2,13
1.071,2021-03-29 16:00:00,39.3,13
0.577,2021-03-29 17:00:00,39.6,13
-1.929,2021-03-29 18:00:00,47.8,13
-1.785,2021-03-29 19:00:00,58.3,13
-1.842,2021-03-29 20:00:00,60.2,13
-1.929,2021-03-29 21:00:00,61.9,13
-1.498,2021-03-29 22:00:00,65.0,13
-1.128,2021-03-29 23:00:00,64.9,13
-1.699,2021-03-30 00:00:00,66.0,13
-2.363,2021-03-30 01:00:00,67.3,13
-4.106,2021-03-30 02:00:00,70.8,13
-4.227,2021-03-30 03:00:00,79.2,13
-5.76,2021-03-30 04:00:00,82.4,13
-4.56,2021-03-30 05:00:00,85.2,13
-4.137,2021-03-30 06:00:00,79.2,13
-2.742,2021-03-30 07:00:00,80.6,13
-0.479,2021-03-30 08:00:00,72.4,13
1.235,2021-03-30 09:00:00,66.5,13
2.316,2021-03-30 10:00:00,61.9,13
3.168,2021-03-30 11:00:00,58.4,13
3.036,2021-03-30 12:00:00,63.1,13
3.168,2021-03-30 13:00:00,69.7,13
3.248,2021-03-30 14:00:00,80.4,13
3.195,2021-03-30 15:00:00,79.0,13
3.88,2021-03-30 16:00:00,78.4,13
3.88,2021-03-30 17:00:00,76.2,13
3.801,2021-03-30 18:00:00,73.7,13
3.854,2021-03-30 19:00:00,78.4,13
2.503,2021-03-30 20:00:00,80.2,13
2.236,2021-03-30 21:00:00,86.9,13
2.343,2021-03-30 22:00:00,87.2,13
1.507,2021-03-30 23:00:00,86.6,13
0.522,2021-03-31 00:00:00,90.7,13
0.163,2021-03-31 01:00:00,91.9,13
0.88,2021-03-31 02:00:00,90.9,13
1.534,2021-03-31 03:00:00,83.7,13
1.044,2021-03-31 04:00:00,85.5,13
0.825,2021-03-31 05:00:00,85.1,13
0.301,2021-03-31 06:00:00,89.3,13
2.074,2021-03-31 07:00:00,90.3,13
3.827,2021-03-31 08:00:00,77.1,13
5.205,2021-03-31 09:00:00,69.8,13
6.433,2021-03-31 10:00:00,62.7,13
8.444,2021-03-31 11:00:00,51.5,13
8.717,2021-03-31 12:00:00,38.1,13
8.394,2021-03-31 13:00:00,36.6,13
8.295,2021-03-31 14:00:00,37.2,13
8.17,2021-03-31 15:00:00,38.4,13
8.17,2021-03-31 16:00:00,41.0,13
7.217,2021-03-31 17:00:00,43.3,13
5.693,2021-03-31 18:00:00,50.8,13
4.74,2021-03-31 19:00:00,53.6,13
3.116,2021-03-31 20:00:00,59.5,13
4.48,2021-03-31 21:00:00,60.7,13
5.231,2021-03-31 22:00:00,54.7,13
6.763,2021-03-31 23:00:00,47.5,13
5.975,2021-04-01 00:00:00,46.1,13
7.343,2021-04-01 01:00:00,41.1,13
