pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
0.0, None,312.0, None,1.1,1.0,158.0, None, None, 0.0,889.0, None,2021-05-14 00:00:00, None,20
0.0, None,312.0, None,2.1,2.1,158.0, None, None, 0.0,886.0, None,2021-05-14 01:00:00, None,20
None, None,311.0, None,2.4,2.4,158.0, None, None, None,886.0, None,2021-05-14 02:00:00, None,20
None, None,311.0, None,1.8,1.6,158.0, None, None, 0.0,885.0, None,2021-05-14 03:00:00, None,20
0.0, None,311.0, None,1.7,1.7,158.0, None, None, 0.0,884.0, None,2021-05-14 04:00:00, None,20
0.0, None,311.0, None,2.1,1.8,158.0, None, None, 0.0,883.0, None,2021-05-14 05:00:00, None,20
0.0, None,311.0, None,1.6,1.6,158.0, None, None, 0.0,882.0, None,2021-05-14 06:00:00, None,20
0.0, None,311.0, None,1.8,1.9,158.0, None, None, 0.0,882.0, None,2021-05-14 07:00:00, None,20
1.0, None,311.0, None,2.9,3.0,158.0, None, None, 0.0,882.0, None,2021-05-14 08:00:00, None,20
2.0, None,311.0, None,3.1,3.1,158.0, None, None, 0.0,881.0, None,2021-05-14 09:00:00, None,20
1.0, None,311.0, None,2.5,2.6,158.0, None, None, 0.0,881.0, None,2021-05-14 10:00:00, None,20
2.0, None,311.0, None,3.0,3.1,158.0, None, None, 0.0,881.0, None,2021-05-14 11:00:00, None,20
0.0, None,310.0, None,4.5,4.7,157.0, None, None, None,881.0, None,2021-05-14 12:00:00, None,20
0.0, None,310.0, None,4.5,4.8,157.0, None, None, 0.0,881.0, None,2021-05-14 13:00:00, None,20
0.0, None,310.0, None,5.1,5.3,157.0, None, None, 0.0,881.0, None,2021-05-14 14:00:00, None,20
0.0, None,310.0, None,5.5,5.9,156.0, None, None, 0.0,882.0, None,2021-05-14 15:00:00, None,20
0.0, None,310.0, None,6.0,6.4,155.0, None, None, 0.0,882.0, None,2021-05-14 16:00:00, None,20
1.0, None,311.0, None,5.8,6.2,156.0, None, None, 1.0,882.0, None,2021-05-14 17:00:00, None,20
0.0, None,310.0, None,6.0,6.2,156.0, None, None, None,882.0, None,2021-05-14 18:00:00, None,20
1.0, None,311.0, None,5.3,5.5,155.0, None, None, 1.0,881.0, None,2021-05-14 19:00:00, None,20
0.0, None,311.0, None,4.4,4.4,156.0, None, None, 0.0,881.0, None,2021-05-14 20:00:00, None,20
0.0, None,311.0, None,3.8,3.7,156.0, None, None, 0.0,880.0, None,2021-05-14 21:00:00, None,20
None, None,311.0, None,2.8,2.6,156.0, None, None, 0.0,879.0, None,2021-05-14 22:00:00, None,20
None, None,311.0, None,3.4,3.3,155.0, None, None, 0.0,877.0, None,2021-05-14 23:00:00, None,20
None, None,311.0, None,3.2,3.2,156.0, None, None, 0.0,877.0, None,2021-05-15 00:00:00, None,20
None, None,311.0, None,2.6,2.6,155.0, None, None, 0.0,876.0, None,2021-05-15 01:00:00, None,20
0.0, None,311.0, None,1.9,1.9,155.0, None, None, 0.0,875.0, None,2021-05-15 02:00:00, None,20
1.0, None,312.0, None,1.2,1.1,155.0, None, None, 1.0,874.0, None,2021-05-15 03:00:00, None,20
1.0, None,312.0, None,0.7,0.7,155.0, None, None, 0.0,872.0, None,2021-05-15 04:00:00, None,20
1.0, None,312.0, None,0.8,0.9,156.0, None, None, 0.0,872.0, None,2021-05-15 05:00:00, None,20
1.0, None,312.0, None,0.9,0.9,156.0, None, None, 0.0,871.0, None,2021-05-15 06:00:00, None,20
2.0, None,313.0, None,1.2,1.3,155.0, None, None, 1.0,871.0, None,2021-05-15 07:00:00, None,20
1.0, None,312.0, None,1.7,1.8,155.0, None, None, None,870.0, None,2021-05-15 08:00:00, None,20
2.0, None,313.0, None,2.2,2.2,156.0, None, None, 1.0,870.0, None,2021-05-15 09:00:00, None,20
2.0, None,313.0, None,2.3,2.4,156.0, None, None, 0.0,870.0, None,2021-05-15 10:00:00, None,20
2.0, None,313.0, None,2.8,2.9,155.0, None, None, 0.0,870.0, None,2021-05-15 11:00:00, None,20
3.0, None,313.0, None,3.1,3.2,155.0, None, None, 0.0,870.0, None,2021-05-15 12:00:00, None,20
4.0, None,314.0, None,3.2,3.3,155.0, None, None, 1.0,870.0, None,2021-05-15 13:00:00, None,20
4.0, None,314.0, None,3.6,3.7,155.0, None, None, 0.0,870.0, None,2021-05-15 14:00:00, None,20
4.0, None,314.0, None,4.2,4.4,154.0, None, None, 0.0,870.0, None,2021-05-15 15:00:00, None,20
4.0, None,314.0, None,4.0,4.1,154.0, None, None, 0.0,870.0, None,2021-05-15 16:00:00, None,20
3.0, None,314.0, None,4.5,4.6,154.0, None, None, 0.0,870.0, None,2021-05-15 17:00:00, None,20
4.0, None,314.0, None,4.6,4.6,153.0, None, None, 0.0,869.0, None,2021-05-15 18:00:00, None,20
4.0, None,315.0, None,4.3,4.4,152.0, None, None, 1.0,868.0, None,2021-05-15 19:00:00, None,20
4.0, None,315.0, None,4.3,4.2,153.0, None, None, 0.0,867.0, None,2021-05-15 20:00:00, None,20
4.0, None,315.0, None,3.3,3.2,153.0, None, None, 0.0,866.0, None,2021-05-15 21:00:00, None,20
4.0, None,315.0, None,2.8,2.8,153.0, None, None, 0.0,864.0, None,2021-05-15 22:00:00, None,20
4.0, None,315.0, None,2.9,3.1,154.0, None, None, 0.0,863.0, None,2021-05-15 23:00:00, None,20
4.0, None,315.0, None,2.7,2.6,154.0, None, None, 0.0,862.0, None,2021-05-16 00:00:00, None,20
4.0, None,315.0, None,2.4,2.3,154.0, None, None, 0.0,861.0, None,2021-05-16 01:00:00, None,20
4.0, None,315.0, None,2.3,2.1,153.0, None, None, 0.0,860.0, None,2021-05-16 02:00:00, None,20
3.0, None,315.0, None,1.3,1.2,153.0, None, None, 0.0,860.0, None,2021-05-16 03:00:00, None,20
3.0, None,315.0, None,0.2,0.2,154.0, None, None, 0.0,860.0, None,2021-05-16 04:00:00, None,20
3.0, None,315.0, None,0.4,0.4,154.0, None, None, 0.0,859.0, None,2021-05-16 05:00:00, None,20
3.0, None,315.0, None,0.5,0.6,153.0, None, None, 0.0,860.0, None,2021-05-16 06:00:00, None,20
2.0, None,315.0, None,1.0,1.1,154.0, None, None, 0.0,860.0, None,2021-05-16 07:00:00, None,20
