snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
-564.0, None,2022-11-26 00:00:00,-1.2, None, None, None,48
-564.0, None,2022-11-26 01:00:00,-1.1, None, None, None,48
-564.0, None,2022-11-26 02:00:00,-1.1, None, None, None,48
-564.0, None,2022-11-26 03:00:00,-0.9, None, None, None,48
-564.0, None,2022-11-26 04:00:00,-1.1, None, None, None,48
-564.0, None,2022-11-26 05:00:00,-1.3, None, None, None,48
-564.0, None,2022-11-26 06:00:00,-1.3, None, None, None,48
-564.0, None,2022-11-26 07:00:00,-1.3, None, None, None,48
-564.0, None,2022-11-26 08:00:00,-1.2, None, None, None,48
-564.0, None,2022-11-26 09:00:00,-1.7, None, None, None,48
-564.0, None,2022-11-26 10:00:00,-3.1, None, None, None,48
-564.0, None,2022-11-26 11:00:00,-4.0, None, None, None,48
-564.0, None,2022-11-26 12:00:00,-3.5, None, None, None,48
-564.0, None,2022-11-26 13:00:00,-3.6, None, None, None,48
-564.0, None,2022-11-26 14:00:00,-3.8, None, None, None,48
-564.0, None,2022-11-26 15:00:00,-3.7, None, None, None,48
-564.0, None,2022-11-26 16:00:00,-3.8, None, None, None,48
-564.0, None,2022-11-26 17:00:00,-4.1, None, None, None,48
-564.0, None,2022-11-26 18:00:00,-4.7, None, None, None,48
-564.0, None,2022-11-26 19:00:00,-4.9, None, None, None,48
-564.0, None,2022-11-26 20:00:00,-4.9, None, None, None,48
-564.0, None,2022-11-26 21:00:00,-4.9, None, None, None,48
-564.0, None,2022-11-26 22:00:00,-4.6, None, None, None,48
-564.0, None,2022-11-26 23:00:00,-5.5, None, None, None,48
-564.0, None,2022-11-27 00:00:00,-5.8, None, None, None,48
-564.0, None,2022-11-27 01:00:00,-6.0, None, None, None,48
-564.0, None,2022-11-27 02:00:00,-6.2, None, None, None,48
-564.0, None,2022-11-27 03:00:00,-6.7, None, None, None,48
-564.0, None,2022-11-27 04:00:00,-6.4, None, None, None,48
-564.0, None,2022-11-27 05:00:00,-7.6, None, None, None,48
-564.0, None,2022-11-27 06:00:00,-7.8, None, None, None,48
-564.0, None,2022-11-27 07:00:00,-8.4, None, None, None,48
-564.0, None,2022-11-27 08:00:00,-8.9, None, None, None,48
-564.0, None,2022-11-27 09:00:00,-8.9, None, None, None,48
-564.0, None,2022-11-27 10:00:00,-9.1, None, None, None,48
-564.0, None,2022-11-27 11:00:00,-8.9, None, None, None,48
-564.0, None,2022-11-27 12:00:00,-7.4, None, None, None,48
-564.0, None,2022-11-27 13:00:00,-6.2, None, None, None,48
-564.0, None,2022-11-27 14:00:00,-7.5, None, None, None,48
-564.0, None,2022-11-27 15:00:00,-9.0, None, None, None,48
-564.0, None,2022-11-27 16:00:00,-10.1, None, None, None,48
-564.0, None,2022-11-27 17:00:00,-10.7, None, None, None,48
-564.0, None,2022-11-27 18:00:00,-10.9, None, None, None,48
-564.0, None,2022-11-27 19:00:00,-11.3, None, None, None,48
-564.0, None,2022-11-27 20:00:00,-11.2, None, None, None,48
-564.0, None,2022-11-27 21:00:00,-11.3, None, None, None,48
-564.0, None,2022-11-27 22:00:00,-11.6, None, None, None,48
-564.0, None,2022-11-27 23:00:00,-11.9, None, None, None,48
-564.0, None,2022-11-28 00:00:00,-12.2, None, None, None,48
-564.0, None,2022-11-28 01:00:00,-12.1, None, None, None,48
-564.0, None,2022-11-28 02:00:00,-10.9, None, None, None,48
-564.0, None,2022-11-28 03:00:00,-10.8, None, None, None,48
-564.0, None,2022-11-28 04:00:00,-11.3, None, None, None,48
-564.0, None,2022-11-28 05:00:00,-11.4, None, None, None,48
-564.0, None,2022-11-28 06:00:00,-11.3, None, None, None,48
-564.0, None,2022-11-28 07:00:00,-11.6, None, None, None,48
-564.0, None,2022-11-28 08:00:00,-11.8, None, None, None,48
-564.0, None,2022-11-28 09:00:00,-11.7, None, None, None,48
-564.0, None,2022-11-28 10:00:00,-10.6, None, None, None,48
-564.0, None,2022-11-28 11:00:00,-8.7, None, None, None,48
-564.0, None,2022-11-28 12:00:00,-9.2, None, None, None,48
-564.0, None,2022-11-28 13:00:00,-9.1, None, None, None,48
-564.0, None,2022-11-28 14:00:00,-9.5, None, None, None,48
-564.0, None,2022-11-28 15:00:00,-9.6, None, None, None,48
-564.0, None,2022-11-28 16:00:00,-10.2, None, None, None,48
-564.0, None,2022-11-28 17:00:00,-10.8, None, None, None,48
-564.0, None,2022-11-28 18:00:00,-11.2, None, None, None,48
-564.0, None,2022-11-28 19:00:00,-11.9, None, None, None,48
-564.0, None,2022-11-28 21:00:00,-11.8, None, None, None,48
-564.0, None,2022-11-28 22:00:00,-12.0, None, None, None,48
-564.0, None,2022-11-28 23:00:00,-12.2, None, None, None,48
-564.0, None,2022-11-29 00:00:00,-12.6, None, None, None,48
-564.0, None,2022-11-29 01:00:00,-12.5, None, None, None,48
-564.0, None,2022-11-29 02:00:00,-13.2, None, None, None,48
-564.0, None,2022-11-29 03:00:00,-13.7, None, None, None,48
-564.0, None,2022-11-29 04:00:00,-13.9, None, None, None,48
