station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, 0.0, -6.2, None, 2013-01-01 00:00:00, None, -3.4
None, 0.1, -9.8, None, 2013-01-02 00:00:00, None, -6.2
None, 0.0, -10.4, None, 2013-01-03 00:00:00, None, -7.8
None, 0.0, -10.2, None, 2013-01-04 00:00:00, None, -4.5
None, 0.8, -7.7, None, 2013-01-05 00:00:00, None, -5.6
None, 8.4, -6.0, None, 2013-01-06 00:00:00, None, -2.5
None, 7.6, -4.6, None, 2013-01-07 00:00:00, None, -2.0
None, 8.4, -3.8, None, 2013-01-08 00:00:00, None, -0.9
None, 18.7, -3.7, None, 2013-01-09 00:00:00, None, -1.0
None, 3.4, -5.2, None, 2013-01-10 00:00:00, None, -1.3
None, 0.1, -8.3, None, 2013-01-11 00:00:00, None, -5.2
None, 0.0, -12.6, None, 2013-01-12 00:00:00, None, -7.5
None, 0.0, -14.4, None, 2013-01-13 00:00:00, None, -10.7
None, 2.7, -11.9, None, 2013-01-14 00:00:00, None, -6.3
None, 0.5, -9.0, None, 2013-01-15 00:00:00, None, -6.8
None, 0.3, -8.4, None, 2013-01-16 00:00:00, None, -3.2
None, 0.5, -4.5, None, 2013-01-17 00:00:00, None, -2.8
None, 4.3, -4.1, None, 2013-01-18 00:00:00, None, -1.9
None, 0.0, -5.6, None, 2013-01-19 00:00:00, None, -2.7
None, 0.0, -7.4, None, 2013-01-20 00:00:00, None, -2.8
None, 0.0, -8.6, None, 2013-01-21 00:00:00, None, -3.8
None, 0.4, -10.1, None, 2013-01-22 00:00:00, None, -3.5
None, 11.9, -9.0, None, 2013-01-23 00:00:00, None, -5.0
None, 6.1, -7.5, None, 2013-01-24 00:00:00, None, -2.0
None, 5.7, -4.5, None, 2013-01-25 00:00:00, None, -1.0
None, 0.9, -7.6, None, 2013-01-26 00:00:00, None, 0.7
None, 3.1, -7.5, None, 2013-01-27 00:00:00, None, -3.0
None, 4.4, -6.5, None, 2013-01-28 00:00:00, None, -3.5
None, 6.4, -8.0, None, 2013-01-29 00:00:00, None, -5.0
None, 10.0, -6.5, None, 2013-01-30 00:00:00, None, -2.0
None, 9.4, -3.8, None, 2013-01-31 00:00:00, None, -3.1
None, 6.3, 0.0, None, 2013-02-01 00:00:00, None, 2.3
None, 0.0, -0.4, None, 2013-02-02 00:00:00, None, 2.7
None, 3.6, -5.5, None, 2013-02-03 00:00:00, None, -1.0
None, 13.0, -3.5, None, 2013-02-04 00:00:00, None, 0.0
None, 6.0, -2.5, None, 2013-02-05 00:00:00, None, -0.5
None, 5.4, -2.5, None, 2013-02-06 00:00:00, None, 0.0
None, 0.8, -2.1, None, 2013-02-07 00:00:00, None, 2.9
None, 1.0, -2.1, None, 2013-02-08 00:00:00, None, 1.4
None, 1.8, -12.5, None, 2013-02-09 00:00:00, None, -1.0
None, 0.6, -7.9, None, 2013-02-10 00:00:00, None, 0.6
None, 0.7, -10.5, None, 2013-02-11 00:00:00, None, -6.8
None, 13.9, -5.1, None, 2013-02-12 00:00:00, None, -2.4
None, 9.9, -3.5, None, 2013-02-13 00:00:00, None, -3.0
None, 0.5, -9.5, None, 2013-02-14 00:00:00, None, 4.0
None, 0.0, -6.0, None, 2013-02-15 00:00:00, None, -0.5
None, 11.9, -0.8, None, 2013-02-16 00:00:00, None, 1.8
None, 2.9, -12.0, None, 2013-02-17 00:00:00, None, -2.5
None, 0.4, -12.0, None, 2013-02-18 00:00:00, None, -2.5
None, 0.0, -8.0, None, 2013-02-19 00:00:00, None, -2.0
None, 0.7, -7.5, None, 2013-02-20 00:00:00, None, -2.5
None, 1.6, -8.5, None, 2013-02-21 00:00:00, None, 0.6
None, 4.9, -5.5, None, 2013-02-22 00:00:00, None, -2.0
None, 4.3, -5.0, None, 2013-02-23 00:00:00, None, -1.5
None, 1.8, -5.5, None, 2013-02-24 00:00:00, None, -1.0
None, 2.2, -5.0, None, 2013-02-25 00:00:00, None, -0.5
None, 0.5, -5.0, None, 2013-02-26 00:00:00, None, -1.0
None, 2.4, -6.5, None, 2013-02-27 00:00:00, None, -1.0
None, 6.1, -5.0, None, 2013-02-28 00:00:00, None, 1.0
None, 37.7, -7.5, None, 2013-03-01 00:00:00, None, 0.5
None, 13.9, 1.4, None, 2013-03-02 00:00:00, None, 3.9
None, 6.6, -3.5, None, 2013-03-03 00:00:00, None, -1.5
None, 0.5, -11.0, None, 2013-03-04 00:00:00, None, -2.5
None, 0.1, -8.0, None, 2013-03-05 00:00:00, None, -2.0
None, 0.0, -8.5, None, 2013-03-06 00:00:00, None, -3.5
None, 3.4, -1.5, None, 2013-03-07 00:00:00, None, 1.9
None, 0.5, -3.5, None, 2013-03-08 00:00:00, None, 2.0
None, 0.3, -9.5, None, 2013-03-09 00:00:00, None, 3.0
None, 3.4, -5.5, None, 2013-03-10 00:00:00, None, 1.0
None, 5.3, -7.5, None, 2013-03-11 00:00:00, None, -0.5
None, 9.1, -8.0, None, 2013-03-12 00:00:00, None, -1.5
None, 19.3, -4.0, None, 2013-03-13 00:00:00, None, 2.5
None, 31.6, 1.4, None, 2013-03-14 00:00:00, None, 4.0
None, 4.7, 0.0, None, 2013-03-15 00:00:00, None, 3.0
None, 4.7, 0.5, None, 2013-03-16 00:00:00, None, 5.6
None, 10.3, -5.5, None, 2013-03-17 00:00:00, None, -1.5
None, 3.9, -6.5, None, 2013-03-18 00:00:00, None, -2.0
None, 2.8, -9.0, None, 2013-03-19 00:00:00, None, 1.0
None, 10.1, -1.6, None, 2013-03-20 00:00:00, None, 2.9
None, 2.7, -3.5, None, 2013-03-21 00:00:00, None, -1.0
None, 0.7, -9.3, None, 2013-03-22 00:00:00, None, 2.2
None, 0.0, -10.1, None, 2013-03-23 00:00:00, None, 2.9
None, 0.0, -19.0, None, 2013-03-24 00:00:00, None, 0.5
None, 0.0, -16.5, None, 2013-03-25 00:00:00, None, 5.0
None, 0.0, -13.0, None, 2013-03-26 00:00:00, None, 7.0
None, 0.0, -8.5, None, 2013-03-27 00:00:00, None, 9.0
None, 0.0, -3.2, None, 2013-03-28 00:00:00, None, 12.9
None, 0.0, -2.0, None, 2013-03-29 00:00:00, None, 12.7
None, 0.0, -2.0, None, 2013-03-30 00:00:00, None, 9.0
None, 0.0, -0.5, None, 2013-03-31 00:00:00, None, 15.5
None, 0.0, -0.8, None, 2013-04-01 00:00:00, None, 12.6
None, 0.0, -0.4, None, 2013-04-02 00:00:00, None, 11.1
