station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 0.0, None, 2013-01-01 00:00:00, -13.8, -4.5
None, 0.3, None, 2013-01-02 00:00:00, -12.9, 1.0
None, 0.8, None, 2013-01-03 00:00:00, -9.1, 2.9
None, 0.0, None, 2013-01-04 00:00:00, -13.5, -5.8
None, 6.0, None, 2013-01-05 00:00:00, -12.3, -5.3
None, 6.5, None, 2013-01-06 00:00:00, -11.1, -6.0
None, 7.1, None, 2013-01-07 00:00:00, -12.1, -7.0
None, 11.7, None, 2013-01-08 00:00:00, -10.7, -5.9
None, 16.7, None, 2013-01-09 00:00:00, -9.3, -3.6
None, 0.0, None, 2013-01-10 00:00:00, -14.1, -7.8
None, 0.0, None, 2013-01-11 00:00:00, -18.0, -8.0
None, 0.0, None, 2013-01-12 00:00:00, -20.1, -12.4
None, 0.0, None, 2013-01-13 00:00:00, -20.6, -10.2
None, 0.0, None, 2013-01-14 00:00:00, -18.9, -9.3
None, 3.3, None, 2013-01-15 00:00:00, -9.3, -0.3
None, 0.3, None, 2013-01-16 00:00:00, -6.0, -0.6
None, 4.0, None, 2013-01-17 00:00:00, -6.7, -1.3
None, 0.0, None, 2013-01-18 00:00:00, -6.5, -2.5
None, 0.0, None, 2013-01-19 00:00:00, -7.9, -0.3
None, 0.0, None, 2013-01-20 00:00:00, -7.1, 0.3
None, 0.0, None, 2013-01-21 00:00:00, -7.5, 4.2
None, 0.0, None, 2013-01-22 00:00:00, -7.5, -0.5
None, 9.0, None, 2013-01-23 00:00:00, -6.2, -1.9
None, 4.9, None, 2013-01-24 00:00:00, -7.8, -4.3
None, 8.0, None, 2013-01-25 00:00:00, -10.5, -4.4
None, 0.0, None, 2013-01-26 00:00:00, -12.4, -4.6
None, 0.0, None, 2013-01-27 00:00:00, -13.1, -7.0
None, 0.0, None, 2013-01-28 00:00:00, -13.4, -8.1
None, 0.0, None, 2013-01-29 00:00:00, -13.0, -8.3
None, 0.0, None, 2013-01-30 00:00:00, -11.2, -4.4
None, 0.0, None, 2013-01-31 00:00:00, -6.9, -3.2
None, 0.0, None, 2013-02-01 00:00:00, -6.4, -2.1
None, 6.1, None, 2013-02-02 00:00:00, -6.5, 1.0
None, 3.1, None, 2013-02-03 00:00:00, -8.4, -1.8
None, 0.8, None, 2013-02-04 00:00:00, -6.6, -2.9
None, 6.0, None, 2013-02-05 00:00:00, -6.4, -3.2
None, 4.1, None, 2013-02-06 00:00:00, -8.0, -4.2
None, 2.8, None, 2013-02-07 00:00:00, -9.7, -4.3
None, 1.0, None, 2013-02-08 00:00:00, -12.2, -4.8
None, 0.1, None, 2013-02-09 00:00:00, -11.2, -4.2
None, 3.0, None, 2013-02-10 00:00:00, -12.0, -2.7
None, 1.0, None, 2013-02-11 00:00:00, -11.3, 0.7
None, 7.7, None, 2013-02-12 00:00:00, -8.5, -4.4
None, 0.0, None, 2013-02-13 00:00:00, -9.6, -5.1
None, 0.0, None, 2013-02-14 00:00:00, -12.0, -5.6
None, 9.4, None, 2013-02-15 00:00:00, -8.8, -2.8
None, 6.8, None, 2013-02-16 00:00:00, -6.9, -1.9
None, 0.0, None, 2013-02-17 00:00:00, -11.2, -3.5
None, 1.0, None, 2013-02-18 00:00:00, -14.2, -6.4
None, 0.0, None, 2013-02-19 00:00:00, -11.4, -3.5
None, 0.0, None, 2013-02-20 00:00:00, -11.8, -4.5
None, 3.0, None, 2013-02-21 00:00:00, -11.8, -6.7
None, 3.1, None, 2013-02-22 00:00:00, -8.7, -5.9
None, 0.0, None, 2013-02-23 00:00:00, -10.4, -5.7
None, 6.3, None, 2013-02-24 00:00:00, -9.4, -3.7
None, 5.8, None, 2013-02-25 00:00:00, -10.5, -4.2
None, 0.0, None, 2013-02-26 00:00:00, -10.5, -3.0
None, 3.4, None, 2013-02-27 00:00:00, -9.4, -4.3
None, 2.4, None, 2013-02-28 00:00:00, -9.1, -2.9
None, 27.9, None, 2013-03-01 00:00:00, -4.4, 0.0
None, 29.6, None, 2013-03-02 00:00:00, -4.0, -0.5
None, 2.0, None, 2013-03-03 00:00:00, -12.3, -2.3
None, 0.0, None, 2013-03-04 00:00:00, -14.4, -5.9
None, 6.0, None, 2013-03-05 00:00:00, -14.7, -4.8
None, 3.0, None, 2013-03-06 00:00:00, -9.7, -1.7
None, 0.0, None, 2013-03-07 00:00:00, -6.9, 1.0
None, 0.0, None, 2013-03-08 00:00:00, -8.9, -1.9
None, 0.0, None, 2013-03-09 00:00:00, -11.6, 0.9
None, 6.0, None, 2013-03-10 00:00:00, -8.2, -0.7
None, 0.0, None, 2013-03-11 00:00:00, -11.1, -4.6
None, 19.0, None, 2013-03-12 00:00:00, -10.4, -1.4
None, 24.0, None, 2013-03-13 00:00:00, -1.5, 1.1
None, 36.0, None, 2013-03-14 00:00:00, -1.4, 1.8
None, 7.0, None, 2013-03-15 00:00:00, -3.9, 1.5
None, 8.0, None, 2013-03-16 00:00:00, -6.3, 1.2
None, 4.0, None, 2013-03-17 00:00:00, -11.2, -5.8
None, 4.0, None, 2013-03-18 00:00:00, -13.4, -6.0
None, 1.0, None, 2013-03-19 00:00:00, -15.1, -3.6
None, 20.0, None, 2013-03-20 00:00:00, -8.3, -1.9
None, 2.0, None, 2013-03-21 00:00:00, -14.4, -4.2
None, 0.0, None, 2013-03-22 00:00:00, -16.3, -4.0
None, 0.0, None, 2013-03-23 00:00:00, -17.4, -4.2
None, 0.0, None, 2013-03-24 00:00:00, -17.2, -2.9
None, 0.0, None, 2013-03-25 00:00:00, -14.3, 0.7
None, 0.0, None, 2013-03-26 00:00:00, -11.5, 4.2
None, 0.0, None, 2013-03-27 00:00:00, -8.0, 4.7
None, 0.0, None, 2013-03-28 00:00:00, -5.5, 6.0
None, 0.0, None, 2013-03-29 00:00:00, -4.7, 5.6
None, 0.0, None, 2013-03-30 00:00:00, -3.5, 6.5
None, 0.0, None, 2013-03-31 00:00:00, -2.4, 10.0
None, 0.0, None, 2013-04-01 00:00:00, -2.6, 9.8
None, 0.0, None, 2013-04-02 00:00:00, -0.5, 7.7
None, 3.0, None, 2013-04-03 00:00:00, -1.6, 6.6
None, 10.0, None, 2013-04-04 00:00:00, -3.1, 7.0
None, 9.0, None, 2013-04-05 00:00:00, -1.8, 4.2
None, 13.0, None, 2013-04-06 00:00:00, -6.2, 2.2
None, 0.0, None, 2013-04-07 00:00:00, -10.0, 1.9
None, 4.0, None, 2013-04-08 00:00:00, -8.6, -2.5
None, 2.0, None, 2013-04-09 00:00:00, -7.2, -1.3
None, 12.0, None, 2013-04-10 00:00:00, -4.6, 0.8
None, 3.0, None, 2013-04-11 00:00:00, -10.2, 1.0
None, 3.0, None, 2013-04-12 00:00:00, -12.7, 0.7
None, 4.0, None, 2013-04-13 00:00:00, -8.9, 1.3
None, 0.0, None, 2013-04-14 00:00:00, -9.7, 0.7
None, 0.0, None, 2013-04-15 00:00:00, -11.2, -2.5
None, 0.0, None, 2013-04-16 00:00:00, -11.0, 0.8
None, 0.0, None, 2013-04-17 00:00:00, -12.5, 1.5
None, 6.0, None, 2013-04-18 00:00:00, -4.8, 0.3
None, 4.0, None, 2013-04-19 00:00:00, -2.2, 2.8
None, 3.0, None, 2013-04-20 00:00:00, -8.2, 0.3
None, 0.0, None, 2013-04-21 00:00:00, -11.2, -1.1
None, 0.0, None, 2013-04-22 00:00:00, -12.5, 1.3
None, 0.0, None, 2013-04-23 00:00:00, -7.2, 4.0
None, 0.0, None, 2013-04-24 00:00:00, -5.7, 4.1
None, 0.0, None, 2013-04-25 00:00:00, -1.0, 6.1
None, 2.0, None, 2013-04-26 00:00:00, -0.4, 9.3
None, 9.0, None, 2013-04-27 00:00:00, -1.0, 1.8
None, 1.0, None, 2013-04-28 00:00:00, -4.3, 3.0
None, 7.0, None, 2013-04-29 00:00:00, -10.3, -2.0
None, 0.0, None, 2013-04-30 00:00:00, -10.6, -0.1
None, 0.0, None, 2013-05-01 00:00:00, -11.0, 2.7
None, 0.0, None, 2013-05-02 00:00:00, -4.1, 7.6
None, 0.0, None, 2013-05-03 00:00:00, -2.3, 8.5
None, 0.0, None, 2013-05-04 00:00:00, -0.5, 11.3
None, 0.0, None, 2013-05-05 00:00:00, 1.5, 14.3
None, 0.0, None, 2013-05-06 00:00:00, 5.2, 18.3
None, 0.0, None, 2013-05-07 00:00:00, 6.5, 17.3
None, 0.0, None, 2013-05-08 00:00:00, 4.3, 15.6
None, 0.0, None, 2013-05-09 00:00:00, 4.4, 17.2
None, 0.0, None, 2013-05-10 00:00:00, 5.1, 16.8
None, 0.0, None, 2013-05-11 00:00:00, 7.6, 15.5
None, 17.9, None, 2013-05-12 00:00:00, 3.6, 11.2
None, 29.9, None, 2013-05-13 00:00:00, -0.5, 4.6
None, 3.0, None, 2013-05-14 00:00:00, -2.3, 5.7
None, 0.0, None, 2013-05-15 00:00:00, -3.1, 7.8
None, 0.0, None, 2013-05-16 00:00:00, -0.8, 8.1
None, 0.0, None, 2013-05-17 00:00:00, -1.5, 12.8
None, 2.0, None, 2013-05-18 00:00:00, 0.0, 10.7
None, 1.0, None, 2013-05-19 00:00:00, 1.2, 9.7
None, 0.0, None, 2013-05-20 00:00:00, -0.3, 12.1
None, 0.1, None, 2013-05-21 00:00:00, 4.8, 14.5
None, 6.0, None, 2013-05-22 00:00:00, 0.4, 8.8
None, 23.0, None, 2013-05-23 00:00:00, -3.8, 2.8
None, 2.0, None, 2013-05-24 00:00:00, -3.8, 4.3
None, 8.0, None, 2013-05-25 00:00:00, -2.4, 5.2
None, 0.0, None, 2013-05-26 00:00:00, -0.6, 8.7
None, 0.0, None, 2013-05-27 00:00:00, 0.7, 9.5
None, 4.1, None, 2013-05-28 00:00:00, 0.8, 6.9
None, 1.0, None, 2013-05-29 00:00:00, 0.8, 9.6
None, 9.0, None, 2013-05-30 00:00:00, -0.1, 5.8
None, 2.0, None, 2013-05-31 00:00:00, -0.7, 6.4
None, 0.0, None, 2013-06-01 00:00:00, -1.1, 6.8
None, 0.0, None, 2013-06-02 00:00:00, -0.6, 10.3
None, 0.0, None, 2013-06-03 00:00:00, 1.0, 9.1
None, 0.0, None, 2013-06-04 00:00:00, 2.4, 11.6
None, 0.0, None, 2013-06-05 00:00:00, 5.7, 13.0
