CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -2.777, 21.28, None, None, None, None, 22.9, 29.72, 100.5, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2020-01-08 00:00:00, None, None, None, None,2
None, -2.579, 21.22, None, None, None, None, 22.69, 27.04, 100.3, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2020-01-08 01:00:00, None, None, None, None,2
None, -2.494, 21.2, None, None, None, None, 22.27, 26.55, 98.4, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2020-01-08 02:00:00, None, None, None, None,2
None, -2.147, 21.09, None, None, None, None, 23.26, 23.0, 98.8, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2020-01-08 03:00:00, None, None, None, None,2
None, -2.637, 21.24, None, None, None, None, 22.84, 19.38, 102.4, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2020-01-08 04:00:00, None, None, None, None,2
None, -2.823, 21.3, None, None, None, None, 18.31, 14.96, 101.4, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2020-01-08 05:00:00, None, None, None, None,2
None, -2.851, 21.31, None, None, None, None, 16.76, 12.54, 104.8, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2020-01-08 06:00:00, None, None, None, None,2
None, -3.557, 21.52, None, None, None, None, 33.99, 3.794, 117.3, None, None, None, None, None, -21.0, None, None, None, None, None, None, None,2020-01-08 07:00:00, None, None, None, None,2
None, -4.504, 21.8, None, None, None, None, 15.2, 1.506, 112.3, None, None, None, None, None, -21.0, None, None, None, None, None, None, None,2020-01-08 08:00:00, None, None, None, None,2
None, -5.455, 22.09, None, None, None, None, 51.84, 1.171, 350.4, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2020-01-08 09:00:00, None, None, None, None,2
None, -4.617, 21.84, None, None, None, 27.2, 64.21, 0.81, 332.7, -21.0, 0.8, -4.6, -5.9, 0.0, -21.0, None, 333.0, -2.9, None, None, 22.0, None,2020-01-08 11:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -5.55, 22.11, None, None, None, 11.9, 39.25, 0.889, 9.63, -22.0, 0.9, -5.6, -5.9, 0.0, -22.0, None, 10.0, -2.9, None, None, 22.0, None,2020-01-08 12:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -5.771, 22.18, None, None, None, 8.9, 45.13, 0.391, 352.5, -22.0, 0.4, -5.8, -5.9, 0.0, -22.0, None, 353.0, -2.9, None, None, 22.0, None,2020-01-08 13:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -6.384, 22.37, None, None, None, 12.7, 54.2, 0.388, 317.2, -23.0, 0.4, -6.4, -6.4, 0.0, -23.0, None, 317.0, -2.9, None, None, 22.0, None,2020-01-08 14:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -7.85, 22.81, None, None, None, 9.9, 34.09, 0.299, 350.5, -24.0, 0.3, -7.9, -7.9, 0.0, -24.0, None, 351.0, -2.9, None, None, 23.0, None,2020-01-08 15:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -9.3, 23.24, None, None, None, 15.8, 35.94, 2.257, 8.31, -25.0, 2.3, -9.3, -9.3, 0.0, -25.0, None, 8.0, -2.9, None, None, 23.0, None,2020-01-08 16:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -10.39, 23.57, None, None, None, 17.8, 30.44, 4.909, 1.269, -26.0, 4.9, -10.4, -10.4, 0.0, -26.0, None, 1.0, -2.9, None, None, 24.0, None,2020-01-08 17:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -10.89, 23.72, None, None, None, 14.9, 28.51, 3.91, 0.697, -26.0, 3.9, -10.9, -10.9, 0.0, -26.0, None, 1.0, -2.9, None, None, 24.0, None,2020-01-08 18:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -11.28, 23.83, None, None, None, 17.4, 32.83, 3.285, 359.9, -26.0, 3.3, -11.3, -11.4, 0.0, -26.0, None, 360.0, -10.9, None, None, 24.0, None,2020-01-08 19:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -11.59, 23.93, None, None, None, 9.8, 32.2, 1.702, 350.3, -27.0, 1.7, -11.6, -11.6, 0.0, -27.0, None, 350.0, -10.9, None, None, 24.0, None,2020-01-08 20:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -11.67, 23.95, None, None, None, 8.6, 40.92, 0.299, 343.3, -27.0, 0.3, -11.7, -11.9, 0.0, -27.0, None, 343.0, -10.9, None, None, 24.0, None,2020-01-08 21:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -12.49, 24.2, None, None, None, 12.8, 46.52, 0.436, 311.0, -27.0, 0.4, -12.5, -12.5, 0.0, -27.0, None, 311.0, -10.9, None, None, 24.0, None,2020-01-08 22:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -13.41, 24.47, None, None, None, 13.6, 49.54, 0.559, 314.3, -28.0, 0.6, -13.4, -13.5, 0.0, -28.0, None, 314.0, -10.9, None, None, 24.0, None,2020-01-08 23:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -14.25, 24.72, None, None, None, 7.1, 39.81, 0.112, 266.4, -29.0, 0.1, -14.3, -14.3, 0.0, -29.0, None, 266.0, -10.9, None, None, 25.0, None,2020-01-09 00:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -15.0, 24.95, None, None, None, 6.2, 26.26, 0.088, 314.8, -29.0, 0.1, -15.0, -15.0, 0.0, -29.0, None, 315.0, -10.9, None, None, 25.0, None,2020-01-09 01:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -15.44, 25.08, None, None, None, 10.0, 16.74, 0.098, 324.8, -29.0, 0.1, -15.4, -15.4, 0.0, -29.0, None, 325.0, -10.9, None, None, 25.0, None,2020-01-09 02:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -15.61, 25.13, None, None, None, 3.6, 9.93, 0.055, 345.3, -30.0, 0.1, -15.6, -15.6, 0.0, -30.0, None, 345.0, -10.9, None, None, 25.0, None,2020-01-09 03:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -15.3, 25.04, None, None, None, 0.5, 3.88, 0.003, 324.1, -29.0, 0.0, -15.3, -15.6, 0.0, -29.0, None, 324.0, -10.9, None, None, 25.0, None,2020-01-09 04:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -15.87, 25.21, None, None, None, 3.6, 0.836, 0.022, 330.5, -30.0, 0.0, -15.9, -15.9, 0.0, -30.0, None, 331.0, -10.9, None, None, 25.0, None,2020-01-09 05:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -16.01, 25.25, None, None, None, 0.0, 0.0, 0.0, 0.0, -30.0, 0.0, -16.0, -16.0, 0.0, -30.0, None, 0.0, -10.9, None, None, 25.0, None,2020-01-09 06:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -16.19, 25.31, None, None, None, 0.0, 0.0, 0.0, 0.0, -30.0, 0.0, -16.2, -16.2, 0.0, -30.0, None, 0.0, -15.9, None, None, 25.0, None,2020-01-09 07:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -15.63, 25.14, None, None, None, 0.3, 1.336, 0.0, 1.528, -30.0, 0.0, -15.6, -16.2, 0.0, -30.0, None, 2.0, -15.6, None, None, 25.0, None,2020-01-09 08:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -14.56, 24.82, None, None, None, 2.8, 3.153, 0.014, 354.2, -29.0, 0.0, -14.6, -16.2, 0.0, -29.0, None, 354.0, -14.6, None, None, 25.0, None,2020-01-09 09:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -12.91, 24.32, None, None, None, None, 5.183, 0.002, 248.3, None, None, None, None, None, -28.0, None, None, None, None, None, None, None,2020-01-09 10:00:00, None, None, None, None,2
None, -11.99, 24.05, None, None, None, 3.9, 6.839, 0.089, 195.7, -27.0, 0.1, -12.0, -16.2, 0.0, -27.0, None, 196.0, -11.8, None, None, 24.0, None,2020-01-09 11:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -10.88, 23.71, None, None, None, 5.0, 23.62, 0.815, 358.8, -26.0, 0.8, -10.9, -16.2, 0.0, -26.0, None, 359.0, -10.1, None, None, 24.0, None,2020-01-09 12:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -11.48, 23.89, None, None, None, 8.6, 29.67, 0.668, 243.3, -26.0, 0.7, -11.5, -16.2, 0.0, -26.0, None, 243.0, -10.1, None, None, 24.0, None,2020-01-09 13:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -10.54, 23.61, None, None, None, 13.4, 22.73, 1.042, 218.2, -26.0, 1.0, -10.5, -16.2, 0.0, -26.0, None, 218.0, -10.1, None, None, 24.0, None,2020-01-09 14:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -10.04, 23.46, None, None, None, 16.7, 28.4, 3.992, 208.4, -25.0, 4.0, -10.0, -16.2, 0.0, -25.0, None, 208.0, -8.4, None, None, 23.0, None,2020-01-09 15:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -12.74, 24.27, None, None, None, 10.2, 21.03, 0.329, 229.6, -27.0, 0.3, -12.7, -16.2, 0.0, -27.0, None, 230.0, -8.4, None, None, 24.0, None,2020-01-09 16:00:00, -6999.0, None, -6999.0, -6999.0,2
None, -14.76, 24.88, None, None, None, 2.2, 5.109, 0.015, 354.3, -29.0, 0.0, -14.8, -16.2, 0.0, -29.0, None, 354.0, -8.4, None, None, 25.0, None,2020-01-09 17:00:00, -6999.0, None, -6999.0, -6999.0,2
