RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
63.85, None, None, None, 18.07, 298.6, -2.0, 4.2, -2.0, None, None, None, None, -6999.0, None, None, None, 4.202, None, 8.8, 64.0, None, 7.82, None, 4.2, 0.0, -6999.0,2021-05-07 00:00:00, -6999.0,19
63.71, None, None, None, 24.39, 297.7, -4.0, 2.6, -4.0, None, None, None, None, -6999.0, None, None, None, 2.617, None, 8.8, 64.0, None, 13.69, None, 2.6, 0.0, -6999.0,2021-05-07 01:00:00, -6999.0,19
64.33, None, None, None, 21.29, 303.3, -4.0, 1.6, -4.0, None, None, None, None, -6999.0, None, None, None, 1.62, None, 8.8, 64.0, None, 7.61, None, 1.6, 0.0, -6999.0,2021-05-07 02:00:00, -6999.0,19
64.87, None, None, None, 17.25, 306.7, -4.0, 1.2, -4.0, None, None, None, None, -6999.0, None, None, None, 1.63, None, 8.8, 65.0, None, 4.102, None, 1.6, 0.0, -6999.0,2021-05-07 03:00:00, -6999.0,19
64.81, None, None, None, 17.41, 301.3, -5.0, 0.8, -5.0, None, None, None, None, -6999.0, None, None, None, 0.817, None, 8.8, 65.0, None, 10.95, None, 0.8, 0.0, -6999.0,2021-05-07 04:00:00, -6999.0,19
65.08, None, None, None, 18.35, 300.5, -5.0, -0.1, -5.0, None, None, None, None, -6999.0, None, None, None, -0.048, None, 8.8, 65.0, None, 11.34, None, 0.0, 0.0, -6999.0,2021-05-07 05:00:00, -6999.0,19
64.81, None, None, None, 23.7, 296.4, -5.0, -0.2, -5.0, None, None, None, None, -6999.0, None, None, None, -0.096, None, 8.8, 65.0, None, 15.13, None, -0.1, 0.0, -6999.0,2021-05-07 06:00:00, -6999.0,19
64.61, None, None, None, 17.41, 301.0, -5.0, -0.3, -5.0, None, None, None, None, -6999.0, None, None, None, -0.24, None, -0.1, 65.0, None, 7.99, None, -0.2, 0.0, -6999.0,2021-05-07 07:00:00, -6999.0,19
64.61, None, None, None, 16.91, 301.3, -6.0, -0.5, -6.0, None, None, None, None, -6999.0, None, None, None, 0.096, None, 0.1, 65.0, None, 8.78, None, 0.1, 0.0, -6999.0,2021-05-07 08:00:00, -6999.0,19
64.44, None, None, None, 15.98, 296.8, -6.0, -0.5, -6.0, None, None, None, None, -6999.0, None, None, None, 0.25, None, 1.2, 64.0, None, 12.61, None, 0.3, 0.0, -6999.0,2021-05-07 09:00:00, -6999.0,19
64.24, None, None, None, 16.98, 298.5, -6.0, -0.6, -6.0, None, None, None, None, -6999.0, None, None, None, 0.008, None, 1.2, 64.0, None, 9.36, None, 0.0, 0.0, -6999.0,2021-05-07 10:00:00, -6999.0,19
62.89, None, None, None, 17.95, 300.6, -4.0, -0.6, -4.0, None, None, None, None, -6999.0, None, None, None, 1.975, None, 2.0, 63.0, None, 10.68, None, 2.0, 0.0, -6999.0,2021-05-07 11:00:00, -6999.0,19
64.02, None, None, None, 19.38, 302.4, -4.0, -0.6, -4.0, None, None, None, None, -6999.0, None, None, None, 2.488, None, 2.8, 64.0, None, 6.913, None, 2.5, 0.0, -6999.0,2021-05-07 12:00:00, -6999.0,19
63.75, None, None, None, 18.89, 302.2, -4.0, -0.6, -4.0, None, None, None, None, -6999.0, None, None, None, 2.146, None, 3.3, 64.0, None, 6.924, None, 2.1, 0.0, -6999.0,2021-05-07 13:00:00, -6999.0,19
63.56, None, None, None, 18.2, 301.0, -5.0, -0.6, -5.0, None, None, None, None, -6999.0, None, None, None, 1.582, None, 3.3, 64.0, None, 11.69, None, 1.6, 0.0, -6999.0,2021-05-07 14:00:00, -6999.0,19
63.43, None, None, None, 17.15, 301.1, -4.0, -0.6, -4.0, None, None, None, None, -6999.0, None, None, None, 1.931, None, 3.3, 63.0, None, 9.63, None, 1.9, 0.0, -6999.0,2021-05-07 15:00:00, -6999.0,19
63.69, None, None, None, 16.44, 300.7, -4.0, -0.6, -4.0, None, None, None, None, -6999.0, None, None, None, 1.635, None, 3.8, 64.0, None, 9.23, None, 1.6, 0.0, -6999.0,2021-05-07 16:00:00, -6999.0,19
62.42, None, None, None, 17.51, 300.2, -5.0, -0.6, -5.0, None, None, None, None, -6999.0, None, None, None, 1.536, None, 3.9, 62.0, None, 10.7, None, 1.5, 0.0, -6999.0,2021-05-07 17:00:00, -6999.0,19
63.15, None, None, None, 21.73, 298.3, -5.0, -0.6, -5.0, None, None, None, None, -6999.0, None, None, None, 1.008, None, 3.9, 63.0, None, 13.74, None, 1.0, 0.0, -6999.0,2021-05-07 18:00:00, -6999.0,19
62.69, None, None, None, 21.93, 299.0, -8.0, -2.4, -8.0, None, None, None, None, -6999.0, None, None, None, -2.441, None, 1.1, 63.0, None, 13.38, None, -2.4, 0.0, -6999.0,2021-05-07 19:00:00, -6999.0,19
64.05, None, None, None, 9.4, 302.1, -10.0, -4.8, -10.0, None, None, None, None, -6999.0, None, None, None, -4.822, None, 1.1, 64.0, None, 8.24, None, -4.8, 0.0, -6999.0,2021-05-07 20:00:00, -6999.0,19
64.29, None, None, None, 6.034, 298.3, -10.0, -5.2, -10.0, None, None, None, None, -6999.0, None, None, None, -4.549, None, 1.1, 64.0, None, 15.04, None, -4.5, 0.0, -6999.0,2021-05-07 21:00:00, -6999.0,19
64.56, None, None, None, 5.053, 301.9, -9.0, -5.3, -9.0, None, None, None, None, -6999.0, None, None, None, -4.445, None, 1.1, 65.0, None, 22.4, None, -4.4, 0.0, -6999.0,2021-05-07 22:00:00, -6999.0,19
64.77, None, None, None, 15.52, 303.2, -10.0, -5.3, -10.0, None, None, None, None, -6999.0, None, None, None, -4.966, None, 1.1, 65.0, None, 8.71, None, -5.0, 0.0, -6999.0,2021-05-07 23:00:00, -6999.0,19
