pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
0.0, 6.166, 68.82, 13.7, None, 49.55, 5.221, 98.8, 1.0, None, 6.2, 6.0, 1.0, 0.0, None, 0.0, 69.0,2021-05-07 00:00:00, -6999.0,19
0.0, 5.337, 70.64, 13.7, None, 22.55, 6.187, 121.1, 1.0, None, 5.3, 5.0, 1.0, 0.0, None, 0.0, 71.0,2021-05-07 01:00:00, -6999.0,19
0.0, 4.884, 66.77, 13.7, None, 47.87, 5.669, 107.9, -1.0, None, 4.9, 4.7, -1.0, 0.0, None, 0.0, 67.0,2021-05-07 02:00:00, -6999.0,19
0.0, 3.569, 67.61, 13.7, None, 66.24, 3.464, 83.0, -2.0, None, 3.6, 3.2, -2.0, 0.0, None, 0.0, 68.0,2021-05-07 03:00:00, -6999.0,19
0.0, 3.068, 67.89, 13.7, None, 55.87, 4.644, 128.0, -2.0, None, 3.1, 2.8, -2.0, 0.0, None, 0.0, 68.0,2021-05-07 04:00:00, -6999.0,19
0.0, 1.434, 71.71, 13.7, None, 17.87, 7.948, 116.8, -4.0, None, 1.4, 1.3, -4.0, 0.0, None, 0.0, 72.0,2021-05-07 05:00:00, -6999.0,19
0.0, 0.682, 72.41, 13.7, None, 38.05, 3.631, 128.3, -4.0, None, 0.7, 0.4, -4.0, 0.0, None, 0.0, 72.0,2021-05-07 06:00:00, -6999.0,19
0.0, 1.766, 63.74, 1.9, None, 40.34, 8.58, 128.6, -5.0, None, 1.8, 0.5, -5.0, 0.0, None, 0.0, 64.0,2021-05-07 07:00:00, -6999.0,19
0.0, 3.395, 57.68, 3.5, None, 38.9, 10.76, 100.4, -4.0, None, 3.4, 0.5, -4.0, 0.0, None, 0.0, 58.0,2021-05-07 08:00:00, -6999.0,19
0.0, 5.075, 50.1, 5.3, None, 67.05, 6.112, 11.53, -4.0, None, 5.1, 0.5, -4.0, 0.0, None, 0.0, 50.0,2021-05-07 09:00:00, -6999.0,19
0.0, 6.059, 45.17, 6.4, None, 69.28, 7.614, 42.26, -5.0, None, 6.1, 0.5, -5.0, 0.0, None, 0.0, 45.0,2021-05-07 10:00:00, -6999.0,19
0.0, 6.405, 40.56, 6.6, None, 49.23, 6.842, 287.2, -7.0, None, 6.4, 0.5, -7.0, 0.0, None, 0.0, 41.0,2021-05-07 11:00:00, -6999.0,19
0.0, 7.609, 39.24, 8.3, None, 52.32, 8.07, 286.3, -5.0, None, 7.6, 0.5, -5.0, 0.0, None, 0.0, 39.0,2021-05-07 12:00:00, -6999.0,19
0.0, 8.62, 35.63, 8.7, None, 37.42, 10.49, 287.3, -6.0, None, 8.6, 0.5, -6.0, 0.0, None, 0.0, 36.0,2021-05-07 13:00:00, -6999.0,19
0.0, 8.92, 32.33, 9.2, None, 36.77, 11.76, 287.6, -7.0, None, 8.9, 0.5, -7.0, 0.0, None, 0.0, 32.0,2021-05-07 14:00:00, -6999.0,19
0.0, 7.366, 55.22, 9.7, None, 34.82, 14.11, 290.4, -1.0, None, 7.4, 0.5, -1.0, 0.0, None, 0.0, 55.0,2021-05-07 15:00:00, -6999.0,19
0.0, 5.762, 61.83, 9.7, None, 59.43, 7.451, 16.37, -1.0, None, 5.8, 0.5, -1.0, 0.0, None, 0.0, 62.0,2021-05-07 16:00:00, -6999.0,19
0.0, 5.041, 64.97, 9.7, None, 37.72, 5.954, 60.07, -1.0, None, 5.0, 0.5, -1.0, 0.0, None, 0.0, 65.0,2021-05-07 17:00:00, -6999.0,19
0.0, 4.971, 67.4, 9.7, None, 46.26, 5.094, 80.6, 0.0, None, 5.0, 0.5, 0.0, 0.0, None, 0.0, 67.0,2021-05-07 18:00:00, -6999.0,19
0.0, 3.704, 75.29, 5.0, None, 59.63, 3.171, 4.565, 0.0, None, 3.7, 3.8, 0.0, 0.0, None, 0.0, 75.0,2021-05-07 19:00:00, -6999.0,19
0.5, 1.843, 93.2, 5.0, None, 52.51, 4.664, 125.3, 1.0, None, 1.8, 1.1, 1.0, 0.5, None, 0.0, 93.0,2021-05-07 20:00:00, -6999.0,19
0.5, 1.755, 90.7, 5.0, None, 57.79, 3.43, 141.8, 1.0, None, 1.8, 1.1, 1.0, 0.0, None, 0.0, 91.0,2021-05-07 21:00:00, -6999.0,19
0.5, 2.337, 80.8, 5.0, None, 40.29, 3.269, 141.2, -1.0, None, 2.3, 1.1, -1.0, 0.0, None, 0.0, 81.0,2021-05-07 22:00:00, -6999.0,19
0.5, 3.192, 70.87, 5.0, None, 52.08, 3.594, 120.8, -2.0, None, 3.2, 1.1, -2.0, 0.0, None, 0.0, 71.0,2021-05-07 23:00:00, -6999.0,19
0.5, 3.037, 68.6, 5.0, None, 70.18, 3.791, 105.5, -2.0, None, 3.0, 1.1, -2.0, 0.0, None, 0.0, 69.0,2021-05-08 00:00:00, -6999.0,19
0.5, 1.951, 72.27, 5.0, None, 30.04, 5.737, 123.4, -2.0, None, 2.0, 1.1, -2.0, 0.0, None, 0.0, 72.0,2021-05-08 01:00:00, -6999.0,19
0.5, 2.408, 68.37, 5.0, None, 31.12, 5.743, 132.4, -3.0, None, 2.4, 1.1, -3.0, 0.0, None, 0.0, 68.0,2021-05-08 02:00:00, -6999.0,19
0.5, 2.309, 66.36, 5.0, None, 36.47, 5.102, 127.8, -4.0, None, 2.3, 1.1, -4.0, 0.0, None, 0.0, 66.0,2021-05-08 03:00:00, -6999.0,19
0.5, 2.257, 65.1, 5.0, None, 30.5, 4.944, 124.8, -4.0, None, 2.3, 1.1, -4.0, 0.0, None, 0.0, 65.0,2021-05-08 04:00:00, -6999.0,19
0.5, 2.186, 68.39, 5.0, None, 31.69, 4.202, 128.5, -3.0, None, 2.2, 1.1, -3.0, 0.0, None, 0.0, 68.0,2021-05-08 05:00:00, -6999.0,19
0.5, 2.245, 69.22, 5.0, None, 49.83, 3.629, 136.8, -3.0, None, 2.2, 1.1, -3.0, 0.0, None, 0.0, 69.0,2021-05-08 06:00:00, -6999.0,19
0.5, 2.886, 64.92, 3.2, None, 43.38, 4.045, 115.9, -3.0, None, 2.9, 2.1, -3.0, 0.0, None, 0.0, 65.0,2021-05-08 07:00:00, -6999.0,19
0.5, 3.778, 63.18, 4.0, None, 45.69, 3.272, 106.5, -2.0, None, 3.8, 2.1, -2.0, 0.0, None, 0.0, 63.0,2021-05-08 08:00:00, -6999.0,19
0.5, 4.614, 61.72, 4.7, None, 68.04, 3.864, 97.1, -1.0, None, 4.6, 2.1, -1.0, 0.0, None, 0.0, 62.0,2021-05-08 09:00:00, -6999.0,19
0.5, 5.926, 51.79, 6.9, None, 70.13, 5.711, 279.7, -3.0, None, 5.9, 2.1, -3.0, 0.0, None, 0.0, 52.0,2021-05-08 10:00:00, -6999.0,19
0.5, 7.097, 44.2, 7.7, None, 35.8, 7.366, 289.8, -4.0, None, 7.1, 2.1, -4.0, 0.0, None, 0.0, 44.0,2021-05-08 11:00:00, -6999.0,19
0.5, 7.558, 41.18, 7.7, None, 24.98, 9.47, 297.4, -5.0, None, 7.6, 2.1, -5.0, 0.0, None, 0.0, 41.0,2021-05-08 12:00:00, -6999.0,19
0.5, 7.693, 42.09, 8.3, None, 33.96, 10.25, 289.7, -5.0, None, 7.7, 2.1, -5.0, 0.0, None, 0.0, 42.0,2021-05-08 13:00:00, -6999.0,19
0.5, 8.36, 40.39, 9.0, None, 31.69, 11.42, 290.5, -5.0, None, 8.4, 2.1, -5.0, 0.0, None, 0.0, 40.0,2021-05-08 14:00:00, -6999.0,19
