pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 7.303, 97.8, 18.4, None, 46.63, 0.779, 255.9, 7.0, None, 7.3, 7.1, 1008.0, 0.0, 7.0, 923.0, None, 0.0, 98.0,2021-05-07 00:00:00, -6999.0, 923.0,19
None, 6.157, 93.4, 18.4, None, 25.23, 2.238, 257.7, 5.0, None, 6.2, 6.2, 1009.1, 0.0, 5.0, 924.0, None, 0.0, 93.0,2021-05-07 01:00:00, -6999.0, 924.0,19
None, 5.752, 81.4, 18.4, None, 38.41, 3.434, 246.1, 3.0, None, 5.8, 5.8, 1009.1, 0.0, 3.0, 924.0, None, 0.0, 81.0,2021-05-07 02:00:00, -6999.0, 924.0,19
None, 4.822, 81.9, 18.4, None, 56.91, 4.281, 262.1, 2.0, None, 4.8, 4.8, 1011.3, 0.2, 2.0, 926.0, None, 0.0, 82.0,2021-05-07 03:00:00, -6999.0, 926.0,19
None, 4.593, 77.57, 18.4, None, 58.77, 3.868, 266.9, 1.0, None, 4.6, 4.5, 1011.3, 0.1, 1.0, 926.0, None, 0.0, 78.0,2021-05-07 04:00:00, -6999.0, 926.0,19
None, 4.438, 76.79, 18.4, None, 45.15, 2.379, 316.0, 1.0, None, 4.4, 4.4, 1012.3, 0.0, 1.0, 927.0, None, 0.0, 77.0,2021-05-07 05:00:00, -6999.0, 927.0,19
None, 4.095, 82.8, 18.4, None, 67.79, 0.674, 289.1, 1.0, None, 4.1, 4.0, 1012.3, 0.0, 1.0, 927.0, None, 0.0, 83.0,2021-05-07 06:00:00, -6999.0, 927.0,19
None, 4.207, 71.27, 4.2, None, 42.96, 2.658, 245.2, -1.0, None, 4.2, 3.8, 1013.5, 0.0, -1.0, 928.0, None, 0.0, 71.0,2021-05-07 07:00:00, -6999.0, 928.0,19
None, 4.825, 63.39, 4.9, None, 56.59, 3.496, 276.9, -2.0, None, 4.8, 3.8, 1014.0, 0.0, -2.0, 928.0, None, 0.0, 63.0,2021-05-07 08:00:00, -6999.0, 928.0,19
None, 5.058, 56.68, 5.1, None, 54.84, 4.58, 278.4, -3.0, None, 5.1, 3.8, 1014.1, 0.0, -3.0, 928.0, None, 0.0, 57.0,2021-05-07 09:00:00, -6999.0, 928.0,19
None, 5.425, 53.21, 5.5, None, 57.56, 4.662, 282.1, -3.0, None, 5.4, 3.8, 1015.2, 0.0, -3.0, 929.0, None, 0.0, 53.0,2021-05-07 10:00:00, -6999.0, 929.0,19
None, 7.182, 47.28, 7.1, None, 56.95, 5.813, 260.8, -3.0, None, 7.2, 3.8, 1016.1, 0.0, -3.0, 930.0, None, 0.0, 47.0,2021-05-07 11:00:00, -6999.0, 930.0,19
None, 8.26, 42.11, 9.0, None, 46.31, 8.02, 321.5, -4.0, None, 8.3, 3.8, 1016.1, 0.0, -4.0, 930.0, None, 0.0, 42.0,2021-05-07 12:00:00, -6999.0, 930.0,19
2.1, 9.19, 40.87, 9.3, None, 51.39, 7.825, 320.6, -4.0, None, 9.2, 3.8, 1016.1, 0.0, -4.0, 930.0, None, 0.0, 41.0,2021-05-07 13:00:00, -6999.0, 930.0,19
2.1, 9.32, 38.63, 9.5, None, 38.42, 9.89, 327.5, -4.0, None, 9.3, 3.8, 1017.2, 0.0, -4.0, 931.0, None, 0.0, 39.0,2021-05-07 14:00:00, -6999.0, 931.0,19
2.1, 9.74, 39.27, 10.2, None, 42.98, 7.377, 319.4, -4.0, None, 9.7, 3.8, 1016.2, 0.0, -4.0, 930.0, None, 0.0, 39.0,2021-05-07 15:00:00, -6999.0, 930.0,19
2.1, 10.0, 37.59, 10.2, None, 52.21, 6.656, 310.0, -4.0, None, 10.0, 3.8, 1017.3, 0.0, -4.0, 931.0, None, 0.0, 38.0,2021-05-07 16:00:00, -6999.0, 931.0,19
2.1, 9.78, 40.25, 11.5, None, 49.96, 7.651, 308.3, -3.0, None, 9.8, 3.8, 1017.3, 0.0, -3.0, 931.0, None, 0.0, 40.0,2021-05-07 17:00:00, -6999.0, 931.0,19
2.1, 10.04, 39.38, 11.5, None, 55.78, 6.601, 263.0, -3.0, None, 10.0, 3.8, 1017.3, 0.0, -3.0, 931.0, None, 0.0, 39.0,2021-05-07 18:00:00, -6999.0, 931.0,19
2.1, 9.3, 42.22, 11.1, None, 56.23, 5.966, 303.1, -3.0, None, 9.3, 9.4, 1018.5, 0.0, -3.0, 932.0, None, 0.0, 42.0,2021-05-07 19:00:00, -6999.0, 932.0,19
1.8, 8.97, 45.04, 11.1, None, 48.41, 6.191, 319.4, -2.0, None, 9.0, 9.0, 1018.4, 0.0, -2.0, 932.0, None, 0.0, 45.0,2021-05-07 20:00:00, -6999.0, 932.0,19
0.2, 7.52, 51.34, 11.1, None, 49.54, 4.457, 307.7, -2.0, None, 7.5, 7.5, 1019.6, 0.0, -2.0, 933.0, None, 0.0, 51.0,2021-05-07 21:00:00, -6999.0, 933.0,19
0.2, 6.511, 53.96, 11.1, None, 48.26, 2.735, 259.1, -2.0, None, 6.5, 6.5, 1019.7, 0.0, -2.0, 933.0, None, 0.0, 54.0,2021-05-07 22:00:00, -6999.0, 933.0,19
0.2, 5.819, 54.12, 11.1, None, 63.28, 2.376, 290.1, -3.0, None, 5.8, 5.7, 1019.6, 0.0, -3.0, 933.0, None, 0.0, 54.0,2021-05-07 23:00:00, -6999.0, 933.0,19
0.2, 4.516, 64.26, 11.1, None, 47.23, 1.623, 246.2, -1.0, None, 4.5, 4.1, 1019.6, 0.0, -1.0, 933.0, None, 0.0, 64.0,2021-05-08 00:00:00, -6999.0, 933.0,19
0.2, 3.822, 64.21, 11.1, None, 50.32, 1.775, 229.5, -2.0, None, 3.8, 3.9, 1020.7, 0.0, -2.0, 934.0, None, 0.0, 64.0,2021-05-08 01:00:00, -6999.0, 934.0,19
0.2, 1.969, 72.71, 11.1, None, 24.96, 1.394, 203.3, -3.0, None, 2.0, 1.9, 1020.9, 0.0, -3.0, 934.0, None, 0.0, 73.0,2021-05-08 02:00:00, -6999.0, 934.0,19
0.0, 1.09, 74.57, 11.1, None, 25.58, 2.886, 149.7, -3.0, None, 1.1, 1.0, 1020.9, 0.0, -3.0, 934.0, None, 0.0, 75.0,2021-05-08 03:00:00, -6999.0, 934.0,19
