CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-5.766, None, None, 38.7, 12.1, 22.05, 132.3, -6999.0, 22.1, -5.8, -6.3, 0.0, 132.0, -5.6, None, None, -6999.0, None,2020-12-16 00:00:00, 0.0, None, -6999.0, -6999.0,51
-5.494, None, None, 40.1, 9.8, 26.63, 140.7, -6999.0, 26.6, -5.5, -6.3, 0.0, 141.0, -5.2, None, None, -6999.0, None,2020-12-16 01:00:00, 0.0, None, -6999.0, -6999.0,51
-5.455, None, None, 39.1, 11.54, 24.33, 137.0, -6999.0, 24.3, -5.5, -6.3, 0.0, 137.0, -5.2, None, None, -6999.0, None,2020-12-16 02:00:00, 0.0, None, -6999.0, -6999.0,51
-5.717, None, None, 36.3, 12.54, 21.92, 138.9, -6999.0, 21.9, -5.7, -6.3, 0.0, 139.0, -5.2, None, None, -6999.0, None,2020-12-16 03:00:00, 0.0, None, -6999.0, -6999.0,51
-5.757, None, None, 42.6, 10.72, 23.83, 140.6, -6999.0, 23.8, -5.8, -6.3, 0.0, 141.0, -5.2, None, None, -6999.0, None,2020-12-16 04:00:00, 0.0, None, -6999.0, -6999.0,51
-6.05, None, None, 37.8, 10.22, 21.93, 140.3, -6999.0, 21.9, -6.1, -6.3, 0.0, 140.0, -5.2, None, None, -6999.0, None,2020-12-16 05:00:00, 0.0, None, -6999.0, -6999.0,51
-5.787, None, None, 31.0, 9.64, 22.1, 139.6, -6999.0, 22.1, -5.8, -6.3, 0.0, 140.0, -5.2, None, None, -6999.0, None,2020-12-16 06:00:00, 0.0, None, -6999.0, -6999.0,51
-6.089, None, None, 30.8, 10.03, 20.87, 138.0, -6999.0, 20.9, -6.1, -6.4, 0.0, 138.0, -5.7, None, None, -6999.0, None,2020-12-16 07:00:00, 0.0, None, -6999.0, -6999.0,51
-6.265, None, None, 38.0, 8.75, 23.63, 142.2, -6999.0, 23.6, -6.3, -6.4, 0.0, 142.0, -5.7, None, None, -6999.0, None,2020-12-16 08:00:00, 0.0, None, -6999.0, -6999.0,51
-5.989, None, None, 31.7, 9.55, 20.56, 143.0, -6999.0, 20.6, -6.0, -6.4, 0.0, 143.0, -5.7, None, None, -6999.0, None,2020-12-16 09:00:00, 0.0, None, -6999.0, -6999.0,51
-6.304, None, None, 32.7, 9.71, 21.4, 144.5, -6999.0, 21.4, -6.3, -6.4, 0.0, 145.0, -5.5, None, None, -6999.0, None,2020-12-16 10:00:00, 0.0, None, -6999.0, -6999.0,51
-6.236, None, None, 32.7, 8.76, 19.09, 146.4, -6999.0, 19.1, -6.2, -6.4, 0.0, 146.0, -5.5, None, None, -6999.0, None,2020-12-16 11:00:00, 0.0, None, -6999.0, -6999.0,51
-6.049, None, None, 34.9, 11.59, 18.78, 148.7, -6999.0, 18.8, -6.0, -6.4, 0.0, 149.0, -5.5, None, None, -6999.0, None,2020-12-16 12:00:00, 0.0, None, -6999.0, -6999.0,51
-5.631, None, None, 30.3, 9.68, 17.69, 143.1, -6999.0, 17.7, -5.6, -6.4, 0.0, 143.0, -5.5, None, None, -6999.0, None,2020-12-16 13:00:00, 0.0, None, -6999.0, -6999.0,51
-5.885, None, None, 29.9, 9.04, 19.06, 141.8, -6999.0, 19.1, -5.9, -6.4, 0.0, 142.0, -5.5, None, None, -6999.0, None,2020-12-16 14:00:00, 0.0, None, -6999.0, -6999.0,51
-5.973, None, None, 24.7, 10.14, 15.59, 143.2, -6999.0, 15.6, -6.0, -6.4, 0.0, 143.0, -5.5, None, None, -6999.0, None,2020-12-16 15:00:00, 0.0, None, -6999.0, -6999.0,51
-5.943, None, None, 22.6, 9.43, 12.58, 143.1, -6999.0, 12.6, -5.9, -6.4, 0.0, 143.0, -5.5, None, None, -6999.0, None,2020-12-16 16:00:00, 0.0, None, -6999.0, -6999.0,51
-5.943, None, None, 20.8, 10.84, 13.72, 147.3, -6999.0, 13.7, -5.9, -6.4, 0.0, 147.0, -5.5, None, None, -6999.0, None,2020-12-16 17:00:00, 0.0, None, -6999.0, -6999.0,51
-5.952, None, None, 16.9, 9.82, 12.28, 147.2, -6999.0, 12.3, -6.0, -6.4, 0.0, 147.0, -5.5, None, None, -6999.0, None,2020-12-16 18:00:00, 0.0, None, -6999.0, -6999.0,51
-5.952, None, None, 17.2, 21.84, 7.06, 152.5, -6999.0, 7.1, -6.0, -6.0, 0.0, 153.0, -5.8, None, None, -6999.0, None,2020-12-16 19:00:00, 0.0, None, -6999.0, -6999.0,51
-6.294, None, None, 8.5, 20.09, 3.381, 354.2, -6999.0, 3.4, -6.3, -6.3, 0.0, 354.0, -5.8, None, None, -6999.0, None,2020-12-16 20:00:00, 0.0, None, -6999.0, -6999.0,51
-6.402, None, None, 13.6, 17.84, 5.386, 139.1, -6999.0, 5.4, -6.4, -6.6, 0.0, 139.0, -5.8, None, None, -6999.0, None,2020-12-16 21:00:00, 0.0, None, -6999.0, -6999.0,51
-6.067, None, None, 12.6, 78.6, 0.307, 252.0, -6999.0, 0.3, -6.1, -6.6, 0.0, 252.0, -5.8, None, None, -6999.0, None,2020-12-16 22:00:00, 0.0, None, -6999.0, -6999.0,51
-5.909, None, None, 14.8, 9.32, 8.42, 322.8, -6999.0, 8.4, -5.9, -6.6, 0.0, 323.0, -5.8, None, None, -6999.0, None,2020-12-16 23:00:00, 0.0, None, -6999.0, -6999.0,51
-5.834, None, None, 14.7, 12.33, 8.31, 305.1, -6999.0, 8.3, -5.8, -6.6, 0.0, 305.0, -5.7, None, None, -6999.0, None,2020-12-17 00:00:00, 0.0, None, -6999.0, -6999.0,51
-5.728, None, None, 17.2, 18.2, 9.89, 272.2, -6999.0, 9.9, -5.7, -6.6, 0.0, 272.0, -5.7, None, None, -6999.0, None,2020-12-17 01:00:00, 0.0, None, -6999.0, -6999.0,51
-6.001, None, None, 25.4, 15.85, 12.28, 261.9, -6999.0, 12.3, -6.0, -6.6, 0.0, 262.0, -5.7, None, None, -6999.0, None,2020-12-17 02:00:00, 0.0, None, -6999.0, -6999.0,51
-6.636, None, None, 28.2, 13.07, 15.11, 261.3, -6999.0, 15.1, -6.6, -6.6, 0.0, 261.0, -5.7, None, None, -6999.0, None,2020-12-17 03:00:00, 0.0, None, -6999.0, -6999.0,51
-7.05, None, None, 25.0, 10.04, 14.95, 268.6, -6999.0, 15.0, -7.1, -7.1, 0.0, 269.0, -5.7, None, None, -6999.0, None,2020-12-17 04:00:00, 0.0, None, -6999.0, -6999.0,51
-7.26, None, None, 23.5, 11.64, 14.41, 260.3, -6999.0, 14.4, -7.3, -7.3, 0.0, 260.0, -5.7, None, None, -6999.0, None,2020-12-17 05:00:00, 0.0, None, -6999.0, -6999.0,51
-7.57, None, None, 24.9, 12.9, 14.04, 258.0, -6999.0, 14.0, -7.6, -7.6, 0.0, 258.0, -5.7, None, None, -6999.0, None,2020-12-17 06:00:00, 0.0, None, -6999.0, -6999.0,51
