air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
3.3, 3.27, 66.1, 3.3, 66.0, -0.1,2020-12-16 00:00:00, -3.0,51
1.8, 1.804, 77.02, 3.3, 77.0, -0.1,2020-12-16 01:00:00, -2.0,51
3.1, 3.147, 66.64, 3.3, 67.0, -0.1,2020-12-16 02:00:00, -2.0,51
1.4, 1.379, 79.55, 3.5, 80.0, -0.1,2020-12-16 03:00:00, -2.0,51
2.3, 2.327, 72.53, 3.9, 73.0, -0.1,2020-12-16 04:00:00, -2.0,51
1.7, 1.716, 77.02, 3.9, 77.0, -0.1,2020-12-16 05:00:00, -2.0,51
1.6, 1.604, 76.66, 3.9, 77.0, -0.1,2020-12-16 06:00:00, -2.0,51
1.0, 1.022, 82.0, 2.2, 82.0, 0.1,2020-12-16 07:00:00, -2.0,51
-0.2, -0.217, 89.8, 2.5, 90.0, -0.1,2020-12-16 08:00:00, -2.0,51
0.5, 0.464, 88.3, 2.5, 88.0, -0.3,2020-12-16 09:00:00, -1.0,51
2.9, 2.86, 69.87, 3.1, 70.0, -0.3,2020-12-16 10:00:00, -2.0,51
3.4, 3.426, 65.24, 3.5, 65.0, -0.3,2020-12-16 11:00:00, -3.0,51
3.7, 3.712, 65.16, 3.8, 65.0, -0.3,2020-12-16 12:00:00, -2.0,51
3.8, 3.755, 63.25, 4.1, 63.0, -0.3,2020-12-16 13:00:00, -3.0,51
3.7, 3.691, 61.36, 4.1, 61.0, -0.3,2020-12-16 14:00:00, -3.0,51
3.6, 3.624, 61.59, 4.1, 62.0, -0.3,2020-12-16 15:00:00, -3.0,51
2.5, 2.463, 72.19, 4.1, 72.0, -0.3,2020-12-16 16:00:00, -2.0,51
2.5, 2.512, 70.44, 4.1, 70.0, -0.3,2020-12-16 17:00:00, -3.0,51
1.8, 1.835, 75.04, 4.1, 75.0, -0.3,2020-12-16 18:00:00, -2.0,51
0.4, 0.404, 88.8, 1.8, 89.0, 0.4,2020-12-16 19:00:00, -1.0,51
0.1, 0.089, 93.3, 1.8, 93.0, 0.1,2020-12-16 20:00:00, -1.0,51
-0.3, -0.269, 96.4, 1.8, 96.0, -0.3,2020-12-16 21:00:00, -1.0,51
-0.3, -0.31, 95.9, 1.8, 96.0, -0.4,2020-12-16 22:00:00, -1.0,51
-0.2, -0.189, 95.9, 1.8, 96.0, -0.6,2020-12-16 23:00:00, -1.0,51
-0.4, -0.36, 95.8, 1.8, 96.0, -0.7,2020-12-17 00:00:00, -1.0,51
-0.1, -0.059, 92.2, 1.8, 92.0, -0.7,2020-12-17 01:00:00, -1.0,51
-0.5, -0.539, 96.0, 1.8, 96.0, -0.7,2020-12-17 02:00:00, -1.0,51
-1.2, -1.167, 96.4, 1.8, 96.0, -1.1,2020-12-17 03:00:00, -2.0,51
-1.3, -1.255, 97.4, 1.8, 97.0, -1.5,2020-12-17 04:00:00, -2.0,51
0.0, -0.034, 97.3, 1.8, 97.0, -1.5,2020-12-17 05:00:00, -1.0,51
-0.1, -0.138, 96.0, 1.8, 96.0, -1.5,2020-12-17 06:00:00, -1.0,51
0.6, 0.643, 90.0, 0.7, 90.0, -0.5,2020-12-17 07:00:00, -1.0,51
1.2, 1.188, 85.2, 1.5, 85.0, -0.5,2020-12-17 08:00:00, -1.0,51
2.2, 2.247, 75.11, 2.3, 75.0, -0.5,2020-12-17 09:00:00, -2.0,51
