pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, 1.8, 1.755, 1.7, 0.0, None, 1.8, -6999.0, None,2020-12-16 00:00:00, None, -6999.0,51
None, 1.8, 1.755, 1.7, 0.0, None, 1.8, -6999.0, None,2020-12-16 01:00:00, None, -6999.0,51
None, 1.8, 1.798, 1.7, 0.0, None, 1.8, -6999.0, None,2020-12-16 02:00:00, None, -6999.0,51
None, 1.8, 1.821, 1.7, 0.0, None, 1.8, -6999.0, None,2020-12-16 03:00:00, None, -6999.0,51
None, None, 1.821, None, None, None, None, None, None,2020-12-16 04:00:00, None, None,51
None, 1.8, 1.841, 1.7, 0.0, None, 1.8, -6999.0, None,2020-12-16 05:00:00, None, -6999.0,51
None, 1.8, 1.841, 1.7, 0.0, None, 1.8, -6999.0, None,2020-12-16 06:00:00, None, -6999.0,51
None, 1.9, 1.861, 1.8, 0.0, None, 1.9, -6999.0, None,2020-12-16 07:00:00, None, -6999.0,51
None, 1.9, 1.884, 1.8, 0.0, None, 1.9, -6999.0, None,2020-12-16 08:00:00, None, -6999.0,51
None, 2.1, 2.096, 1.8, 1.0, None, 2.1, -6999.0, None,2020-12-16 09:00:00, None, -6999.0,51
None, 2.4, 2.389, 1.8, 0.0, None, 2.4, -6999.0, None,2020-12-16 10:00:00, None, -6999.0,51
None, 2.8, 2.84, 1.8, 0.0, None, 2.8, -6999.0, None,2020-12-16 11:00:00, None, -6999.0,51
None, 3.3, 3.25, 1.8, 1.0, None, 3.3, -6999.0, None,2020-12-16 12:00:00, None, -6999.0,51
None, 3.2, 3.249, 1.8, 1.0, None, 3.3, -6999.0, None,2020-12-16 13:00:00, None, -6999.0,51
None, 3.4, 3.42, 1.8, 2.0, None, 3.4, -6999.0, None,2020-12-16 14:00:00, None, -6999.0,51
None, 3.2, 3.209, 1.8, 1.0, None, 3.4, -6999.0, None,2020-12-16 15:00:00, None, -6999.0,51
None, 2.7, 2.722, 1.8, 1.0, None, 3.4, -6999.0, None,2020-12-16 16:00:00, None, -6999.0,51
None, 2.4, 2.422, 1.8, 1.0, None, 3.4, -6999.0, None,2020-12-16 17:00:00, None, -6999.0,51
None, 2.4, 2.352, 1.8, 0.0, None, 3.4, -6999.0, None,2020-12-16 18:00:00, None, -6999.0,51
None, 2.4, 2.395, 2.3, 1.0, None, 2.4, -6999.0, None,2020-12-16 19:00:00, None, -6999.0,51
None, 2.5, 2.46, 2.3, 0.0, None, 2.5, -6999.0, None,2020-12-16 20:00:00, None, -6999.0,51
None, 2.5, 2.46, 2.3, 0.0, None, 2.5, -6999.0, None,2020-12-16 21:00:00, None, -6999.0,51
None, 2.7, 2.715, 2.3, 1.0, None, 2.7, -6999.0, None,2020-12-16 22:00:00, None, -6999.0,51
None, 2.6, 2.596, 2.3, 2.9, None, 2.8, -6999.0, None,2020-12-16 23:00:00, None, -6999.0,51
None, 2.1, 2.1, 2.1, 1.1, None, 2.8, -6999.0, None,2020-12-17 00:00:00, None, -6999.0,51
None, 1.9, 1.921, 1.9, 2.0, None, 2.8, -6999.0, None,2020-12-17 01:00:00, None, -6999.0,51
None, 1.9, 1.884, 1.9, 2.0, None, 2.8, -6999.0, None,2020-12-17 02:00:00, None, -6999.0,51
None, 1.9, 1.947, 1.9, 2.0, None, 2.8, -6999.0, None,2020-12-17 03:00:00, None, -6999.0,51
21.0, 2.2, 2.182, 1.9, 1.0, None, 2.8, -6999.0, None,2020-12-17 04:00:00, None, -6999.0,51
23.0, 2.1, 2.096, 1.9, 2.0, None, 2.8, -6999.0, None,2020-12-17 05:00:00, None, -6999.0,51
23.0, 2.1, 2.096, 1.9, 0.0, None, 2.8, -6999.0, None,2020-12-17 06:00:00, None, -6999.0,51
23.0, 2.2, 2.225, 2.1, 0.0, None, 2.2, -6999.0, None,2020-12-17 07:00:00, None, -6999.0,51
24.8, 2.7, 2.738, 2.1, 1.8, None, 2.7, -6999.0, None,2020-12-17 08:00:00, None, -6999.0,51
24.0, 3.0, 2.984, 2.1, 0.2, None, 3.0, -6999.0, None,2020-12-17 09:00:00, None, -6999.0,51
25.0, 3.3, 3.271, 2.1, 1.0, None, 3.3, -6999.0, None,2020-12-17 10:00:00, None, -6999.0,51
25.8, 3.7, 3.7, 2.1, 0.8, None, 3.7, -6999.0, None,2020-12-17 11:00:00, None, -6999.0,51
25.0, 4.2, 4.193, 2.1, 0.2, None, 4.2, -6999.0, None,2020-12-17 12:00:00, None, -6999.0,51
24.0, 4.8, 4.751, 2.1, 0.0, None, 4.7, -6999.0, None,2020-12-17 13:00:00, None, -6999.0,51
22.0, 5.0, 4.988, 2.1, 0.0, None, 5.0, -6999.0, None,2020-12-17 14:00:00, None, -6999.0,51
21.0, 4.9, 4.878, 2.1, 0.0, None, 5.2, -6999.0, None,2020-12-17 15:00:00, None, -6999.0,51
20.0, 3.4, 3.408, 2.1, 0.0, None, 5.2, -6999.0, None,2020-12-17 16:00:00, None, -6999.0,51
19.0, 2.5, 2.544, 2.1, 0.0, None, 5.2, -6999.0, None,2020-12-17 17:00:00, None, -6999.0,51
19.0, 2.4, 2.417, 2.1, 0.0, None, 5.2, -6999.0, None,2020-12-17 18:00:00, None, -6999.0,51
18.0, 2.0, 1.97, 2.0, 0.0, None, 2.4, -6999.0, None,2020-12-17 19:00:00, None, -6999.0,51
None, 1.6, 1.606, 1.6, -0.3, None, 2.4, -6999.0, None,2020-12-17 20:00:00, None, -6999.0,51
None, 1.7, 1.712, 1.6, 0.3, None, 2.4, -6999.0, None,2020-12-17 21:00:00, None, -6999.0,51
None, 1.8, 1.848, 1.6, 0.0, None, 2.4, -6999.0, None,2020-12-17 22:00:00, None, -6999.0,51
None, 1.9, 1.927, 1.6, 0.0, None, 2.4, -6999.0, None,2020-12-17 23:00:00, None, -6999.0,51
None, 2.0, 2.033, 1.6, 0.0, None, 2.4, -6999.0, None,2020-12-18 00:00:00, None, -6999.0,51
None, 2.2, 2.152, 1.6, 0.0, None, 2.4, -6999.0, None,2020-12-18 01:00:00, None, -6999.0,51
None, 2.3, 2.268, 1.6, 1.0, None, 2.4, -6999.0, None,2020-12-18 02:00:00, None, -6999.0,51
None, 2.3, 2.285, 1.6, 1.0, None, 2.4, -6999.0, None,2020-12-18 03:00:00, None, -6999.0,51
None, 2.2, 2.245, 1.6, 0.0, None, 2.4, -6999.0, None,2020-12-18 04:00:00, None, -6999.0,51
None, 2.3, 2.311, 1.6, 0.0, None, 2.4, -6999.0, None,2020-12-18 05:00:00, None, -6999.0,51
None, 2.4, 2.417, 1.6, 0.4, None, 2.4, -6999.0, None,2020-12-18 06:00:00, None, -6999.0,51
None, 2.5, 2.523, 2.4, 0.5, None, 2.5, -6999.0, None,2020-12-18 07:00:00, None, -6999.0,51
None, 2.6, 2.63, 2.4, 0.0, None, 2.6, -6999.0, None,2020-12-18 08:00:00, None, -6999.0,51
None, 2.8, 2.758, 2.4, 0.0, None, 2.8, -6999.0, None,2020-12-18 09:00:00, None, -6999.0,51
