WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, -5.2, 90.4,90.4,2018-01-15 00:00:00,-5.225,3
None, -5.0, 91.7,91.7,2018-01-15 01:00:00,-4.997,3
None, -4.8, 91.7,91.7,2018-01-15 02:00:00,-4.799,3
None, -4.6, 91.4,91.4,2018-01-15 03:00:00,-4.645,3
None, -4.6, 91.7,91.7,2018-01-15 04:00:00,-4.604,3
None, -4.5, 91.6,91.6,2018-01-15 05:00:00,-4.528,3
None, -4.6, 92.9,92.9,2018-01-15 06:00:00,-4.554,3
None, -4.3, 93.2,93.2,2018-01-15 07:00:00,-4.339,3
None, -4.5, 92.8,92.8,2018-01-15 08:00:00,-4.483,3
None, -4.4, 92.5,92.5,2018-01-15 09:00:00,-4.409,3
None, -4.2, 92.3,92.3,2018-01-15 10:00:00,-4.16,3
None, -3.8, 92.1,92.1,2018-01-15 11:00:00,-3.756,3
None, -3.4, 92.3,92.3,2018-01-15 12:00:00,-3.374,3
None, -2.8, 92.3,92.3,2018-01-15 13:00:00,-2.835,3
None, -2.4, 92.2,92.2,2018-01-15 14:00:00,-2.383,3
None, -2.1, 91.9,91.9,2018-01-15 15:00:00,-2.134,3
None, -1.2, 90.2,90.2,2018-01-15 16:00:00,-1.185,3
None, -0.9, 89.7,89.7,2018-01-15 17:00:00,-0.897,3
None, -0.8, 90.1,90.1,2018-01-15 18:00:00,-0.823,3
None, -0.7, 87.5,87.5,2018-01-15 19:00:00,-0.731,3
None, -1.2, 89.5,89.5,2018-01-15 20:00:00,-1.167,3
None, -1.1, 90.4,90.4,2018-01-15 21:00:00,-1.107,3
None, -0.6, 88.8,88.8,2018-01-15 22:00:00,-0.578,3
None, -0.7, 89.4,89.4,2018-01-15 23:00:00,-0.713998,3
None, -1.5, 92.0,92.0,2018-01-16 00:00:00,-1.464,3
None, -1.5, 92.4,92.4,2018-01-16 01:00:00,-1.513,3
None, -1.6, 92.7,92.7,2018-01-16 02:00:00,-1.597,3
None, -1.6, 92.4,92.4,2018-01-16 03:00:00,-1.611,3
None, -1.7, 92.4,92.4,2018-01-16 04:00:00,-1.666,3
