pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
8.0, None, 0.0,12.0,300.0, None, None,2021-10-01 00:00:00, 4.1, None, 17.0, None,40
5.0, None, 0.0,13.0,300.0, None, None,2021-10-01 01:00:00, 4.0, None, 108.0, None,40
4.0, None, 0.0,12.0,300.0, None, None,2021-10-01 02:00:00, 3.4, None, 25.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 03:00:00, 3.4, None, 21.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 04:00:00, 3.4, None, 20.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 05:00:00, 3.4, None, 20.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 06:00:00, 3.4, None, 20.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 07:00:00, 3.3, None, 24.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 08:00:00, 3.4, None, 19.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 09:00:00, 3.7, None, 21.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 10:00:00, 5.1, None, 20.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 11:00:00, 6.5, None, -16.0, None,40
2.0, None, 0.0,13.0,300.0, None, None,2021-10-01 12:00:00, 6.6, None, -17.0, None,40
2.0, None, None,14.0,299.0, None, None,2021-10-01 13:00:00, 6.8, None, 19.0, None,40
3.0, None, 1.0,14.0,300.0, None, None,2021-10-01 14:00:00, 7.8, None, -22.0, None,40
2.0, None, None,14.0,299.0, None, None,2021-10-01 15:00:00, 8.1, None, 25.0, None,40
2.0, None, 0.0,14.0,299.0, None, None,2021-10-01 16:00:00, 8.0, None, -18.0, None,40
2.0, None, 0.0,14.0,299.0, None, None,2021-10-01 17:00:00, 8.2, None, 21.0, None,40
2.0, None, 0.0,14.0,299.0, None, None,2021-10-01 18:00:00, 7.4, None, 26.0, None,40
2.0, None, 0.0,14.0,299.0, None, None,2021-10-01 19:00:00, 6.7, None, 21.0, None,40
1.0, None, 0.0,14.0,299.0, None, None,2021-10-01 20:00:00, 8.1, None, -15.0, None,40
0.0, None, 0.0,14.0,299.0, None, None,2021-10-01 21:00:00, 7.4, None, -14.0, None,40
0.0, None, 0.0,14.0,299.0, None, None,2021-10-01 22:00:00, 6.8, None, -12.0, None,40
None, None, 0.0,14.0,299.0, None, None,2021-10-01 23:00:00, 7.1, None, 27.0, None,40
None, None, 0.0,14.0,299.0, None, None,2021-10-02 00:00:00, 8.1, None, -17.0, None,40
None, None, 0.0,14.0,299.0, None, None,2021-10-02 01:00:00, 8.6, None, -13.0, None,40
None, None, 0.0,14.0,299.0, None, None,2021-10-02 02:00:00, 8.3, None, -10.0, None,40
None, None, None,14.0,298.0, None, None,2021-10-02 03:00:00, 7.8, None, -17.0, None,40
None, None, 1.0,14.0,299.0, None, None,2021-10-02 04:00:00, 5.2, None, -19.0, None,40
0.0, None, 1.0,14.0,300.0, None, None,2021-10-02 05:00:00, 4.1, None, 17.0, None,40
1.0, None, 1.0,14.0,301.0, None, None,2021-10-02 06:00:00, 4.0, None, 17.0, None,40
1.0, None, 0.0,14.0,301.0, None, None,2021-10-02 07:00:00, 4.1, None, 22.0, None,40
1.0, None, 0.0,14.0,301.0, None, None,2021-10-02 08:00:00, 4.2, None, 23.0, None,40
2.0, None, 1.0,14.0,302.0, None, None,2021-10-02 09:00:00, 4.3, None, -17.0, None,40
3.0, None, 1.0,14.0,303.0, None, None,2021-10-02 10:00:00, 4.0, None, 19.0, None,40
5.0, None, 2.0,14.0,305.0, None, None,2021-10-02 11:00:00, 3.8, None, 21.0, None,40
8.0, None, 3.0,13.0,308.0, None, None,2021-10-02 12:00:00, 3.7, None, -18.0, None,40
10.0, None, 1.0,13.0,309.0, None, None,2021-10-02 13:00:00, 4.1, None, 15.0, None,40
10.0, None, 1.0,14.0,310.0, None, None,2021-10-02 14:00:00, 4.0, None, 14.0, None,40
11.0, None, 0.0,13.0,310.0, None, None,2021-10-02 15:00:00, 4.9, None, -13.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-02 16:00:00, 5.3, None, -23.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-02 17:00:00, 5.3, None, 14.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-02 18:00:00, 4.9, None, 14.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-02 19:00:00, 4.3, None, 13.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-02 20:00:00, 3.7, None, 14.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-02 21:00:00, 3.6, None, 14.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-02 22:00:00, 3.3, None, 13.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-02 23:00:00, 3.3, None, -22.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-03 00:00:00, 3.8, None, 15.0, None,40
11.0, None, 0.0,14.0,310.0, None, None,2021-10-03 01:00:00, 2.9, None, 18.0, None,40
11.0, None, 0.0,13.0,310.0, None, None,2021-10-03 02:00:00, 2.3, None, -20.0, None,40
12.0, None, 0.0,13.0,310.0, None, None,2021-10-03 03:00:00, 2.2, None, 22.0, None,40
11.0, None, 0.0,13.0,310.0, None, None,2021-10-03 04:00:00, 2.1, None, 20.0, None,40
10.0, None, 0.0,13.0,310.0, None, None,2021-10-03 05:00:00, 2.2, None, -20.0, None,40
9.0, None, 0.0,13.0,310.0, None, None,2021-10-03 06:00:00, 2.9, None, 20.0, None,40
9.0, None, 0.0,13.0,310.0, None, None,2021-10-03 07:00:00, 1.5, None, 20.0, None,40
9.0, None, 0.0,13.0,310.0, None, None,2021-10-03 08:00:00, 1.5, None, -15.0, None,40
8.0, None, 0.0,13.0,310.0, None, None,2021-10-03 09:00:00, 1.5, None, 26.0, None,40
7.0, None, 0.0,13.0,310.0, None, None,2021-10-03 10:00:00, 2.3, None, 15.0, None,40
5.0, None, 0.0,13.0,310.0, None, None,2021-10-03 11:00:00, 3.0, None, 22.0, None,40
2.0, None, 0.0,14.0,310.0, None, None,2021-10-03 12:00:00, 3.4, None, 29.0, None,40
1.0, None, 0.0,13.0,310.0, None, None,2021-10-03 13:00:00, 5.4, None, 29.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 14:00:00, 4.3, None, 29.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 15:00:00, 5.4, None, -10.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 16:00:00, 3.9, None, 19.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 17:00:00, 4.0, None, 12.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 18:00:00, 3.6, None, 22.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 19:00:00, 2.1, None, 27.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 20:00:00, 1.4, None, -12.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 21:00:00, 1.7, None, -9.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 22:00:00, 1.4, None, 22.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-03 23:00:00, 1.1, None, 31.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-04 00:00:00, 1.1, None, 23.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-04 01:00:00, 0.6, None, 31.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-04 02:00:00, 1.2, None, 25.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-04 03:00:00, 0.9, None, 29.0, None,40
0.0, None, 0.0,13.0,310.0, None, None,2021-10-04 04:00:00, 0.4, None, -15.0, None,40
0.0, None, 0.0,14.0,310.0, None, None,2021-10-04 05:00:00, 0.0, None, 32.0, None,40
