station_observations
time, tasmin, tasmax, pcp
2015-01-01 00:00:00, -2.2, 2.6, 4.2
2015-01-02 00:00:00, -15.1, -2.5, 2.6
2015-01-03 00:00:00, -22.7, -15.9, 0.0
2015-01-04 00:00:00, -22.7, -19.9, 0.9
2015-01-05 00:00:00, -19.4, -12.5, 0.6
2015-01-06 00:00:00, -17.0, -12.3, 30.5
2015-01-07 00:00:00, -13.2, 1.4, 14.8
2015-01-08 00:00:00, -11.5, -1.4, 0.6
2015-01-09 00:00:00, -13.2, 0.4, 4.3
2015-01-10 00:00:00, -9.2, 2.3, 0.0
2015-01-11 00:00:00, -11.1, -4.4, 0.0
2015-01-12 00:00:00, -11.1, 0.6, 0.0
2015-01-13 00:00:00, -0.5, 1.7, 2.3
2015-01-14 00:00:00, -1.4, 5.6, 2.7
2015-01-15 00:00:00, -0.9, 2.4, 5.4
2015-01-16 00:00:00, -4.2, -1.1, 0.0
2015-01-17 00:00:00, -6.9, 2.5, 4.3
2015-01-18 00:00:00, -6.8, -2.7, 5.1
2015-01-19 00:00:00, -4.8, -2.8, 0.0
2015-01-20 00:00:00, -4.1, -0.1, 3.9
2015-01-21 00:00:00, -1.3, 4.3, 6.4
2015-01-22 00:00:00, 0.0, 3.1, 0.0
2015-01-23 00:00:00, -0.4, 3.7, 4.9
2015-01-24 00:00:00, -2.0, 3.6, 8.3
2015-01-25 00:00:00, -0.7, 1.4, 8.6
2015-01-26 00:00:00, -0.7, 1.5, 24.2
2015-01-27 00:00:00, -5.4, 0.9, 6.0
2015-01-28 00:00:00, -7.5, 0.3, 0.0
2015-01-29 00:00:00, -4.0, 0.8, 2.3
2015-01-30 00:00:00, -8.0, 4.7, 15.9
2015-01-31 00:00:00, -12.2, -5.4, 5.3
2015-02-01 00:00:00, -12.7, -5.4, 8.4
2015-02-02 00:00:00, -14.2, -5.2, 12.0
2015-02-03 00:00:00, -14.1, -3.2, 8.5
2015-02-04 00:00:00, -5.7, 3.0, 6.1
2015-02-05 00:00:00, -13.0, -3.8, 14.4
2015-02-06 00:00:00, -16.3, 1.8, 11.5
2015-02-07 00:00:00, -6.0, 0.6, 0.0
2015-02-08 00:00:00, -6.6, 1.4, 0.0
2015-02-09 00:00:00, -9.5, -1.7, 3.9
2015-02-10 00:00:00, -12.0, -0.5, 0.0
2015-02-11 00:00:00, -2.6, 1.8, 4.7
2015-02-12 00:00:00, -0.4, 6.5, 1.8
2015-02-13 00:00:00, -2.1, 3.6, 3.4
2015-02-14 00:00:00, -3.7, 0.7, 0.0
2015-02-15 00:00:00, -5.7, 4.5, 3.9
2015-02-16 00:00:00, -7.4, 4.6, 3.5
2015-02-17 00:00:00, -3.6, 11.3, 5.3
2015-02-18 00:00:00, -1.3, 5.4, 2.8
2015-02-19 00:00:00, -3.7, 2.2, 0.0
2015-02-20 00:00:00, -8.9, 2.0, 0.0
2015-02-21 00:00:00, -9.8, 3.1, 0.0
2015-02-22 00:00:00, -9.3, 10.7, 2.0
2015-02-23 00:00:00, -1.2, 9.9, 1.6
2015-02-24 00:00:00, -3.9, 4.2, 0.0
2015-02-25 00:00:00, -10.4, -0.1, 0.0
2015-02-26 00:00:00, -5.1, 0.2, 5.0
2015-02-27 00:00:00, -13.9, 1.0, 2.5
2015-02-28 00:00:00, -13.9, 1.8, 2.0
2015-03-01 00:00:00, -6.4, 1.5, 2.2
2015-03-02 00:00:00, -13.0, -2.5, 0.0
2015-03-03 00:00:00, -15.4, 3.3, 2.8
2015-03-04 00:00:00, -6.4, 4.4, 0.0
2015-03-05 00:00:00, -2.3, 3.8, 2.9
2015-03-06 00:00:00, -3.2, 5.5, 0.0
2015-03-07 00:00:00, -0.8, 7.4, 4.2
2015-03-08 00:00:00, -1.0, 5.1, 6.0
2015-03-09 00:00:00, -1.8, 3.7, 3.5
2015-03-10 00:00:00, -3.0, 7.5, 2.3
2015-03-11 00:00:00, -0.4, 8.3, 4.7
2015-03-12 00:00:00, -1.8, 2.6, 0.0
2015-03-13 00:00:00, -1.8, 7.4, 14.7
2015-03-14 00:00:00, -9.2, 1.7, 11.6
2015-03-15 00:00:00, -11.6, 2.4, 0.0
2015-03-16 00:00:00, -10.9, 5.8, 1.7
2015-03-17 00:00:00, -9.3, 6.1, 5.9
2015-03-18 00:00:00, -2.8, 6.2, 0.7
2015-03-19 00:00:00, -1.8, 4.2, 11.7
2015-03-20 00:00:00, -2.9, 7.1, 13.8
2015-03-21 00:00:00, -4.6, 7.2, 0.2
2015-03-22 00:00:00, -10.2, 4.2, 0.3
2015-03-23 00:00:00, -4.8, 6.8, 0.4
2015-03-24 00:00:00, -9.4, 6.7, 0.0
2015-03-25 00:00:00, -3.0, 5.8, 4.1
2015-03-26 00:00:00, -0.9, 6.0, 2.0
2015-03-27 00:00:00, -2.2, 2.6, 21.4
2015-03-28 00:00:00, -3.6, 4.8, 11.4
2015-03-29 00:00:00, -3.2, 5.1, 2.4
2015-03-30 00:00:00, -4.4, 3.6, 11.3
2015-03-31 00:00:00, -4.8, 2.9, 4.0
2015-04-01 00:00:00, -5.0, 3.5, 0.0
2015-04-02 00:00:00, -4.8, 5.2, 3.7
2015-04-03 00:00:00, -4.2, 5.9, 5.8
2015-04-04 00:00:00, -7.4, 5.4, 5.7
2015-04-05 00:00:00, -10.2, 4.6, 1.4
2015-04-06 00:00:00, -6.3, 5.3, 0.7
2015-04-07 00:00:00, -9.2, 8.1, 0.0
2015-04-08 00:00:00, -5.2, 9.5, 0.0
2015-04-09 00:00:00, -1.9, 9.5, 3.2
2015-04-10 00:00:00, -4.4, 6.8, 7.6
2015-04-11 00:00:00, -6.7, 0.5, 0.0
2015-04-12 00:00:00, -7.1, 2.3, 0.0
2015-04-13 00:00:00, -5.0, 3.6, 10.5
2015-04-14 00:00:00, -7.4, 2.1, 0.0
2015-04-15 00:00:00, -6.0, 3.3, 5.1
2015-04-16 00:00:00, -2.4, 5.1, 5.9
2015-04-17 00:00:00, -4.2, 4.1, 7.6
2015-04-18 00:00:00, -6.8, 7.7, 0.0
2015-04-19 00:00:00, -3.7, 14.1, 6.3
2015-04-20 00:00:00, 3.5, 13.4, 3.4
2015-04-21 00:00:00, -3.1, 4.9, 0.0
2015-04-22 00:00:00, -6.0, 3.7, 0.0
2015-04-23 00:00:00, -4.9, 4.2, 6.2
2015-04-24 00:00:00, -2.5, 4.5, 12.3
2015-04-25 00:00:00, -3.0, 4.4, 14.7
2015-04-26 00:00:00, -3.6, 4.3, 6.3
2015-04-27 00:00:00, -2.2, 7.6, 3.5
2015-04-28 00:00:00, -1.6, 4.9, 2.7
2015-04-29 00:00:00, -3.7, 6.2, 0.0
2015-04-30 00:00:00, -3.6, 4.1, 2.3
2015-05-01 00:00:00, -3.6, 4.2, 1.6
2015-05-02 00:00:00, -4.5, 7.9, 1.1
2015-05-03 00:00:00, -7.8, 9.5, 4.0
2015-05-04 00:00:00, -1.2, 4.1, 4.1
2015-05-05 00:00:00, -2.5, 4.9, 14.5
2015-05-06 00:00:00, -6.9, 9.7, 10.5
2015-05-07 00:00:00, -0.4, 13.0, 1.2
2015-05-08 00:00:00, -1.5, 17.1, 0.0
2015-05-09 00:00:00, 2.3, 15.7, 0.0
2015-05-10 00:00:00, 0.4, 15.7, 0.0
2015-05-11 00:00:00, 2.9, 18.7, 0.0
2015-05-12 00:00:00, 3.9, 18.4, 0.0
2015-05-13 00:00:00, 3.3, 15.9, 0.0
2015-05-14 00:00:00, 2.6, 18.1, 0.0
2015-05-15 00:00:00, 7.2, 18.6, 0.0
2015-05-16 00:00:00, 2.3, 13.4, 0.0
2015-05-17 00:00:00, -1.7, 13.4, 0.0
2015-05-18 00:00:00, 1.8, 11.7, 6.0
2015-05-19 00:00:00, 0.3, 16.7, 1.0
2015-05-20 00:00:00, 1.0, 16.9, 0.0
2015-05-21 00:00:00, 0.5, 18.7, 0.0
2015-05-22 00:00:00, 2.4, 17.9, 10.0
2015-05-23 00:00:00, 2.6, 17.6, 1.0
2015-05-24 00:00:00, 4.4, 15.9, 0.0
2015-05-25 00:00:00, 2.9, 19.0, 0.0
2015-05-26 00:00:00, 4.4, 20.2, 0.0
2015-05-27 00:00:00, 4.7, 19.0, 0.0
2015-05-28 00:00:00, 2.8, 14.7, 0.0
2015-05-29 00:00:00, 1.1, 4.4, 15.0
2015-05-30 00:00:00, 1.2, 7.2, 9.0
2015-05-31 00:00:00, 3.0, 18.4, 0.0
2015-06-01 00:00:00, 4.0, 20.7, 0.0
2015-06-02 00:00:00, 5.6, 16.4, 0.0
2015-06-03 00:00:00, 3.4, 13.8, 0.0
2015-06-04 00:00:00, 1.3, 15.8, 0.0
2015-06-05 00:00:00, 5.7, 15.0, 0.0
2015-06-06 00:00:00, 5.7, 17.1, 0.0
2015-06-07 00:00:00, 6.6, 15.0, 0.0
2015-06-08 00:00:00, 5.0, 16.8, 0.0
2015-06-09 00:00:00, 0.4, 18.3, 0.0
2015-06-10 00:00:00, 2.9, 16.8, 0.0
2015-06-11 00:00:00, 1.4, 11.1, 0.0
2015-06-12 00:00:00, -0.3, 12.4, 0.0
2015-06-13 00:00:00, 2.0, 11.8, 0.0
2015-06-14 00:00:00, 4.6, 11.6, 2.0
2015-06-15 00:00:00, 4.1, 15.8, 2.0
2015-06-16 00:00:00, 6.4, 17.8, 0.0
2015-06-17 00:00:00, 0.9, 13.3, 4.0
2015-06-18 00:00:00, 0.7, 9.7, 10.0
2015-06-19 00:00:00, 1.9, 11.5, 1.0
2015-06-20 00:00:00, 2.1, 13.1, 4.0
2015-06-21 00:00:00, 1.1, 18.1, 0.0
2015-06-22 00:00:00, 6.3, 21.5, 0.0
2015-06-23 00:00:00, 8.8, 20.7, 0.0
2015-06-24 00:00:00, 8.1, 15.3, 0.0
2015-06-25 00:00:00, 7.9, 18.4, 0.0
2015-06-26 00:00:00, 6.3, 20.5, 0.0
2015-06-27 00:00:00, 7.8, 21.6, 0.0
2015-06-28 00:00:00, 7.1, 26.0, 0.0
2015-06-29 00:00:00, 11.6, 23.5, 0.0
2015-06-30 00:00:00, 10.0, 20.5, 0.0
2015-07-01 00:00:00, 6.2, 24.4, 0.0
2015-07-02 00:00:00, 8.9, 23.0, 0.0
2015-07-03 00:00:00, 7.9, 22.4, 0.0
2015-07-04 00:00:00, 4.0, 19.4, 0.0
2015-07-05 00:00:00, 5.2, 21.0, 0.0
2015-07-06 00:00:00, 6.9, 24.8, 0.0
2015-07-07 00:00:00, 9.2, 28.6, 0.0
2015-07-08 00:00:00, 15.3, 25.9, 0.0
2015-07-09 00:00:00, 12.5, 25.3, 0.0
2015-07-10 00:00:00, 7.7, 24.1, 0.0
2015-07-11 00:00:00, 8.6, 16.7, 5.0
2015-07-12 00:00:00, 7.6, 17.8, 2.0
2015-07-13 00:00:00, 6.1, 13.4, 13.0
2015-07-14 00:00:00, 5.6, 15.7, 0.0
2015-07-15 00:00:00, 4.6, 12.4, 3.0
2015-07-16 00:00:00, 2.9, 16.6, 1.0
2015-07-17 00:00:00, 7.3, 21.6, 0.0
2015-07-18 00:00:00, 11.8, 23.9, 0.0
2015-07-19 00:00:00, 9.2, 24.8, 0.0
2015-07-20 00:00:00, 6.4, 17.1, 2.0
2015-07-21 00:00:00, 4.7, 10.5, 3.0
2015-07-22 00:00:00, 5.8, 14.5, 4.0
2015-07-23 00:00:00, 5.0, 13.2, 0.0
2015-07-24 00:00:00, 4.7, 12.2, 3.0
2015-07-25 00:00:00, 3.3, 10.7, 6.0
2015-07-26 00:00:00, 3.0, 13.3, 1.0
2015-07-27 00:00:00, 4.9, 13.1, 1.0
2015-07-28 00:00:00, 6.2, 14.7, 7.0
2015-07-29 00:00:00, 4.4, 14.5, 3.0
2015-07-30 00:00:00, 4.8, 18.7, 0.0
2015-07-31 00:00:00, 8.2, 15.3, 0.0
2015-08-01 00:00:00, 2.9, 19.5, 0.0
2015-08-02 00:00:00, 8.0, 18.7, 0.0
2015-08-03 00:00:00, 5.4, 9.8, 20.0
2015-08-04 00:00:00, 4.8, 13.4, 3.0
2015-08-05 00:00:00, 2.0, 17.6, 0.0
2015-08-06 00:00:00, 6.8, 18.4, 0.0
2015-08-07 00:00:00, 6.6, 15.2, 4.0
2015-08-08 00:00:00, 1.8, 10.8, 10.0
2015-08-09 00:00:00, 3.1, 16.3, 2.0
2015-08-10 00:00:00, 5.5, 19.0, 0.0
2015-08-11 00:00:00, 8.8, 17.6, 0.0
2015-08-12 00:00:00, 9.9, 17.5, 0.0
2015-08-13 00:00:00, 6.4, 18.4, 0.0
2015-08-14 00:00:00, 2.6, 18.1, 0.0
2015-08-15 00:00:00, 3.6, 18.1, 0.0
2015-08-16 00:00:00, 4.2, 15.8, 0.0
2015-08-17 00:00:00, 5.3, 20.4, 0.0
2015-08-18 00:00:00, 7.3, 23.0, 0.0
2015-08-19 00:00:00, 8.9, 18.5, 0.0
2015-08-20 00:00:00, 3.1, 15.4, 8.0
2015-08-21 00:00:00, 2.0, 12.4, 2.0
2015-08-22 00:00:00, 2.3, 14.1, 4.0
2015-08-23 00:00:00, 1.2, 13.0, 1.0
2015-08-24 00:00:00, 0.8, 11.6, 0.0
2015-08-25 00:00:00, 2.5, 11.1, 1.0
2015-08-26 00:00:00, 5.3, 16.6, 2.0
2015-08-27 00:00:00, 5.3, 16.6, 0.0
2015-08-28 00:00:00, 5.4, 13.0, 0.0
2015-08-29 00:00:00, 2.3, 10.6, 2.0
2015-08-30 00:00:00, 3.3, 8.0, 2.0
2015-08-31 00:00:00, 1.1, 9.9, 7.0
2015-09-01 00:00:00, -0.6, 3.9, 5.0
2015-09-02 00:00:00, -3.3, 5.1, 6.0
2015-09-03 00:00:00, -0.3, 6.4, 11.0
2015-09-04 00:00:00, -1.3, 9.7, 0.0
2015-09-05 00:00:00, -1.8, 9.9, 0.0
2015-09-06 00:00:00, 1.8, 13.2, 1.0
2015-09-07 00:00:00, 3.8, 9.9, 4.0
2015-09-08 00:00:00, 4.0, 8.8, 12.0
2015-09-09 00:00:00, 3.3, 13.2, 1.0
2015-09-10 00:00:00, 4.2, 17.3, 1.0
2015-09-11 00:00:00, 4.8, 18.6, 0.0
2015-09-12 00:00:00, 5.6, 14.0, 1.0
2015-09-13 00:00:00, 0.9, 8.3, 1.0
