AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
11.4, 0.6,4.0,2022-08-27 00:00:00, 1.8, 11.4,35,,,,,,,,,,,,,,,,,,,,,,
11.2, None,3.8,2022-08-27 00:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
11.4, None,4.3,2022-08-27 00:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
11.4, None,4.1,2022-08-27 00:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
11.3, None,4.1,2022-08-27 01:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
11.1, None,4.5,2022-08-27 01:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,4.5,2022-08-27 01:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,4.4,2022-08-27 01:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,4.3,2022-08-27 02:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,4.5,2022-08-27 02:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,4.4,2022-08-27 02:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,4.6,2022-08-27 02:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,4.6,2022-08-27 03:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.6, None,4.7,2022-08-27 03:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.5, None,4.8,2022-08-27 03:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.4, None,4.6,2022-08-27 03:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.2, None,4.7,2022-08-27 04:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.1, None,4.8,2022-08-27 04:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.1, None,4.9,2022-08-27 04:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.1, None,4.9,2022-08-27 04:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.0, None,5.2,2022-08-27 05:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.9, None,5.0,2022-08-27 05:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.2, None,5.6,2022-08-27 05:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.4, None,5.6,2022-08-27 05:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.1, None,5.6,2022-08-27 06:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.9, None,5.7,2022-08-27 06:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.7, None,5.6,2022-08-27 06:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.6, None,5.5,2022-08-27 06:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.6, None,5.4,2022-08-27 07:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.8, None,5.5,2022-08-27 07:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.3, None,5.4,2022-08-27 07:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.5, None,5.4,2022-08-27 07:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.1, None,5.7,2022-08-27 08:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.0, None,5.6,2022-08-27 08:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.1, None,5.4,2022-08-27 08:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.4, None,5.4,2022-08-27 08:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.9, None,5.3,2022-08-27 09:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.8, None,5.6,2022-08-27 09:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.1, None,5.4,2022-08-27 09:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.0, None,5.3,2022-08-27 09:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.7, None,5.3,2022-08-27 10:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.9, None,5.2,2022-08-27 10:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.0, None,5.3,2022-08-27 10:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.9, None,5.3,2022-08-27 10:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.0, None,5.4,2022-08-27 11:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.2, None,5.4,2022-08-27 11:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.4, None,5.2,2022-08-27 11:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.4, None,5.1,2022-08-27 11:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.9, None,4.7,2022-08-27 12:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.1, None,5.3,2022-08-27 12:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.8, None,5.2,2022-08-27 12:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.6, None,5.0,2022-08-27 12:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.9, None,5.1,2022-08-27 13:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.3, None,4.9,2022-08-27 13:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.8, None,4.9,2022-08-27 13:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.3, None,4.9,2022-08-27 13:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.7, None,5.0,2022-08-27 14:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.5, None,4.8,2022-08-27 14:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.1, None,4.8,2022-08-27 14:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.5, None,4.7,2022-08-27 14:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.0, None,4.8,2022-08-27 15:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.5, None,4.4,2022-08-27 15:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,4.7,2022-08-27 15:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
11.2, None,4.5,2022-08-27 15:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
11.0, None,4.6,2022-08-27 16:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.8, None,4.5,2022-08-27 16:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.5, None,4.4,2022-08-27 16:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.4, None,4.7,2022-08-27 16:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.7, None,4.8,2022-08-27 17:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.4, None,4.9,2022-08-27 17:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.2, None,5.1,2022-08-27 17:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.2, None,5.1,2022-08-27 17:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.7, None,4.9,2022-08-27 18:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.0, None,5.1,2022-08-27 18:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.1, None,5.4,2022-08-27 18:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.2, None,5.4,2022-08-27 18:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
6.4, None,5.5,2022-08-27 19:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
5.8, None,5.4,2022-08-27 19:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
4.8, None,5.5,2022-08-27 19:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
4.2, None,5.5,2022-08-27 19:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
4.1, None,5.5,2022-08-27 20:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
4.0, None,5.7,2022-08-27 20:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
3.8, None,5.8,2022-08-27 20:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
3.4, None,5.7,2022-08-27 20:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
3.2, None,5.8,2022-08-27 21:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.8, None,6.2,2022-08-27 21:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.6, None,6.2,2022-08-27 21:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.5, None,6.4,2022-08-27 21:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.3, None,6.3,2022-08-27 22:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.3, None,6.5,2022-08-27 22:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.3, None,6.5,2022-08-27 22:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.1, None,6.6,2022-08-27 22:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.2, None,6.9,2022-08-27 23:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.1, None,6.8,2022-08-27 23:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.9, None,6.6,2022-08-27 23:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.8, None,6.9,2022-08-27 23:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.9, 0.0,7.1,2022-08-28 00:00:00, 1.2, 14.8,35,,,,,,,,,,,,,,,,,,,,,,
2.0, None,7.0,2022-08-28 00:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.9, None,7.2,2022-08-28 00:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.1, None,7.3,2022-08-28 00:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.5, None,7.3,2022-08-28 01:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.6, None,7.2,2022-08-28 01:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.2, None,7.2,2022-08-28 01:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.0, None,7.2,2022-08-28 01:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.9, None,7.3,2022-08-28 02:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.0, None,7.5,2022-08-28 02:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.1, None,7.5,2022-08-28 02:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.4, None,7.7,2022-08-28 02:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.8, None,7.5,2022-08-28 03:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
3.0, None,7.6,2022-08-28 03:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.9, None,7.6,2022-08-28 03:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.7, None,7.7,2022-08-28 03:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.2, None,7.6,2022-08-28 04:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.8, None,7.8,2022-08-28 04:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.6, None,7.9,2022-08-28 04:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.5, None,8.0,2022-08-28 04:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.2, None,8.1,2022-08-28 05:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.6, None,8.0,2022-08-28 05:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
1.8, None,8.0,2022-08-28 05:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.2, None,7.9,2022-08-28 05:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
2.7, None,8.0,2022-08-28 06:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
3.3, None,8.0,2022-08-28 06:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
4.0, None,7.9,2022-08-28 06:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
4.6, None,7.9,2022-08-28 06:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
5.0, None,7.9,2022-08-28 07:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
5.5, None,8.0,2022-08-28 07:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
6.0, None,8.0,2022-08-28 07:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
6.2, None,7.9,2022-08-28 07:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
6.6, None,8.0,2022-08-28 08:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
6.9, None,7.8,2022-08-28 08:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
7.8, None,7.7,2022-08-28 08:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.4, None,7.9,2022-08-28 08:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
8.9, None,7.7,2022-08-28 09:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
9.8, None,7.7,2022-08-28 09:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.0, None,7.8,2022-08-28 09:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.2, None,7.5,2022-08-28 09:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.8, None,7.1,2022-08-28 10:00:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
10.9, None,7.2,2022-08-28 10:15:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
11.1, None,7.4,2022-08-28 10:30:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
11.4, None,7.4,2022-08-28 10:45:00, None, None,35,,,,,,,,,,,,,,,,,,,,,,
