X,Y,Name,CAUSE_GENERAL_KMZ,CURRENTSIZE,FIRENUMBER,FIRETYPE,FIREYEAR,Field_1,LATITUDE,LONGITUDE
-121.99604817256,50.0403232780391,V10243,Lightning,11,V10243,Fire,2014,2014,50.040318,-121.996033
-122.000549463808,50.0002574712765,V10244,Lightning,130,V10244,Fire,2014,2014,50.000252,-122.000534
-121.513679584708,50.0260563293817,V10248,Lightning,0.009,V10248,Fire,2014,2014,50.02605,-121.513664
-121.904434165295,49.3253383545264,V10250,Human,0.009,V10250,Fire,2014,2014,49.325333,-121.904419
-121.680297908712,49.9817219079956,V10255,Human,0.009,V10255,Fire,2014,2014,49.981716,-121.680283
-121.392715344935,49.5591221253421,V10260,Human,0.009,V10260,Fire,2014,2014,49.559116,-121.3927
-121.831634435667,49.2988223570963,V10265,Human,6,V10265,Fire,2014,2014,49.298817,-121.831619
-122.147880495156,49.2942561186088,V10266,Human,0.5,V10266,Fire,2014,2014,49.29425,-122.147865
-120.870330571005,49.2669888674599,V10315,Lightning,0.009,V10315,Fire,2014,2014,49.266983,-120.870316
-120.90895058511,49.3003407673011,V10317,Lightning,0.009,V10317,Fire,2014,2014,49.300335,-120.908936
-121.965148801603,49.0577373343621,V10359,Human,0.009,V10359,Fire,2014,2014,49.057732,-121.965134
-121.440185528415,49.8623066290925,V10364,Human,0.009,V10364,Fire,2014,2014,49.862301,-121.44017
-122.251045207744,49.3110904132318,V10370,Human,0.009,V10370,Fire,2014,2014,49.311085,-122.25103
-120.721145295768,49.0704060766562,V10376,Human,0.009,V10376,Fire,2014,2014,49.0704,-120.72113
-120.789199495635,49.0261555650867,V10419,Lightning,0.009,V10419,Fire,2014,2014,49.02615,-120.789185
-122.661102413965,49.4409235736047,V10429,Human,0.009,V10429,Fire,2014,2014,49.440918,-122.661087
-131.947024156085,53.3320052955121,V10437,Human,0.009,V10437,Fire,2014,2014,53.332001,-131.947006
-123.165802178372,49.3599718068514,V10465,Human,0.009,V10465,Fire,2014,2014,49.359966,-123.165787
-121.84054558197,49.430406561132,V10493,Human,0.009,V10493,Fire,2014,2014,49.430401,-121.84053
-122.029098417159,49.0732059291286,V10504,Human,1.3,V10504,Fire,2014,2014,49.0732,-122.029083
-122.212196301072,49.283456709552,V10520,Human,1.5,V10520,Fire,2014,2014,49.283451,-122.212181
-122.341781593951,49.1748408979378,V10527,Human,0.3,V10527,Fire,2014,2014,49.174835,-122.341766
-121.99476621517,49.4726390473041,V10545,Human,0.009,V10545,Fire,2014,2014,49.472633,-121.994751
-121.468681365729,49.9905072368461,V10571,Human,0.009,V10571,Fire,2014,2014,49.990501,-121.468666
-122.598549300844,50.4837894263378,V30005,Human,0.5,V30005,Fire,2014,2014,50.483784,-122.598534
-122.717178677352,50.3113574014421,V30007,Human,94.5,V30007,Fire,2014,2014,50.311352,-122.717163
-123.318832778683,50.0029734152172,V30015,Human,0.4,V30015,Fire,2014,2014,50.002968,-123.318817
-122.682045399709,50.4501056104077,V30018,Human,0.3,V30018,Fire,2014,2014,50.4501,-122.68203
-123.153847020167,49.9065073288377,V30019,Lightning,0.009,V30019,Fire,2014,2014,49.906502,-123.153831
-122.579063800337,50.4739208233873,V30026,Human,3,V30026,Fire,2014,2014,50.473915,-122.579048
-123.164947831612,49.911603828875,V30075,Human,0.009,V30075,Fire,2014,2014,49.911598,-123.164932
-123.395164949728,50.1863383172227,V30078,Human,1.6,V30078,Fire,2014,2014,50.186333,-123.395149
-123.076332359831,49.7145556294703,V30079,Human,0.1,V30079,Fire,2014,2014,49.71455,-123.076317
-123.192680923029,50.5633219556696,V30081,Human,0.009,V30081,Fire,2014,2014,50.563316,-123.192665
-122.720947675796,50.3108730044874,V30197,Human,0.009,V30197,Fire,2014,2014,50.310867,-122.720932
-122.857033179719,50.2820223805258,V30202,Human,0.009,V30202,Fire,2014,2014,50.282017,-122.857018
-122.742668490006,50.3445223963485,V30217,Human,2,V30217,Fire,2014,2014,50.344517,-122.742653
-122.835914981791,50.2887552827731,V30222,Human,0.009,V30222,Fire,2014,2014,50.28875,-122.835899
-123.1815645483,49.6211222142906,V30240,Human,0.009,V30240,Fire,2014,2014,49.621117,-123.181549
-123.556565812533,50.3339889054549,V30247,Human,300,V30247,Fire,2014,2014,50.333983,-123.55655
-123.130012881785,50.1261233445423,V30261,Human,0.009,V30261,Fire,2014,2014,50.126118,-123.129997
-123.100502353125,50.0360048409371,V30292,Human,0.009,V30292,Fire,2014,2014,50.035999,-123.100487
-123.102615660181,50.04010564523,V30329,Human,0.009,V30329,Fire,2014,2014,50.0401,-123.1026
-123.036850253184,49.7141398418973,V30350,Human,1,V30350,Fire,2014,2014,49.714134,-123.036835
-123.10883358724,49.7766894352461,V30361,Human,0.006,V30361,Fire,2014,2014,49.776684,-123.108818
-123.530899566292,50.54483971629,V30415,Lightning,1.5,V30415,Fire,2014,2014,50.544834,-123.530884
-122.650215476847,50.3499240125786,V30420,Lightning,0.009,V30420,Fire,2014,2014,50.349918,-122.6502
-123.667999845324,50.3813378942829,V30426,Lightning,0.2,V30426,Fire,2014,2014,50.381332,-123.667984
-123.586380531979,50.3918054992318,V30427,Lightning,0.009,V30427,Fire,2014,2014,50.3918,-123.586365
-123.54726462539,50.3616884077033,V30428,Lightning,0.4,V30428,Fire,2014,2014,50.361683,-123.547249
-123.344131938527,50.2083224190134,V30430,Lightning,0.5,V30430,Fire,2014,2014,50.208317,-123.344116
-123.478149854658,50.1653383074468,V30433,Lightning,0.009,V30433,Fire,2014,2014,50.165333,-123.478134
-122.900581844021,50.4757059887976,V30438,Lightning,0.009,V30438,Fire,2014,2014,50.4757,-122.900566
-123.140152241624,49.5915545181549,V30441,Human,0.009,V30441,Fire,2014,2014,49.591549,-123.140137
-122.640099051412,50.6173572222459,V30455,Lightning,163,V30455,Fire,2014,2014,50.617351,-122.640083
-123.210968263306,49.6532381131288,V30457,Human,0.1,V30457,Fire,2014,2014,49.653233,-123.210953
-123.53068597521,50.5636538181967,V30458,Lightning,0.06,V30458,Fire,2014,2014,50.563648,-123.53067
-123.06906937399,50.4917048661436,V30459,Lightning,0.009,V30459,Fire,2014,2014,50.491699,-123.069054
-123.172012650526,49.9678705336016,V30497,Human,0.009,V30497,Fire,2014,2014,49.967865,-123.171997
-122.967132982683,50.1884707642109,V30502,Lightning,0.009,V30502,Fire,2014,2014,50.188465,-122.967117
-123.087051691692,49.8305376329535,V30503,Human,0.009,V30503,Fire,2014,2014,49.830532,-123.087036
-123.542168276793,50.5721720169559,V30513,Lightning,1.1,V30513,Fire,2014,2014,50.572166,-123.542152
-123.558517936558,50.4322222046917,V30515,Lightning,0.009,V30515,Fire,2014,2014,50.432217,-123.558502
-123.102547055326,50.0595377422886,V30523,Human,0.009,V30523,Fire,2014,2014,50.059532,-123.102531
-122.686668828296,50.5431232150182,V30531,Human,0.009,V30531,Fire,2014,2014,50.543118,-122.686653
-123.108848885453,49.8007563324455,V30543,Human,0.009,V30543,Fire,2014,2014,49.800751,-123.108833
-123.326248557059,49.8982905121606,V30549,Human,0.009,V30549,Fire,2014,2014,49.898285,-123.326233
-123.037285152912,50.0647066510758,V30552,Human,0.009,V30552,Fire,2014,2014,50.064701,-123.037269
-122.809433391086,50.3120402882604,V30554,Human,0.3,V30554,Fire,2014,2014,50.312035,-122.809418
-123.492516203754,50.6923044282234,V30555,Human,6.5,V30555,Fire,2014,2014,50.692299,-123.4925
-123.183083015257,50.1904734402257,V30561,Human,0.009,V30561,Fire,2014,2014,50.190468,-123.183067
-122.86904931104,49.6427553579116,V30567,Human,0.009,V30567,Fire,2014,2014,49.64275,-122.869034
-124.181847055449,49.7846238040625,V50001,Human,0.009,V50001,Fire,2014,2014,49.784618,-124.181831
-124.45231679782,49.7845207716942,V50006,Human,0.1,V50006,Fire,2014,2014,49.784515,-124.452301
-124.539848791977,49.7186066597682,V50069,Human,1.2,V50069,Fire,2014,2014,49.718601,-124.539833
-124.359917178969,49.7763039814463,V50106,Human,0.009,V50106,Fire,2014,2014,49.776299,-124.359901
-124.813530632433,50.0635887440388,V50147,Human,0.009,V50147,Fire,2014,2014,50.063583,-124.813515
-124.094383646,49.8230722199292,V50391,Human,0.009,V50391,Fire,2014,2014,49.823067,-124.094368
-124.181862343193,49.7474725055731,V50400,Lightning,0.009,V50400,Fire,2014,2014,49.747467,-124.181847
-124.443680498466,50.5075394989668,V50424,Lightning,0.009,V50424,Fire,2014,2014,50.507534,-124.443665
-124.490082321489,49.852620768995,V50467,Human,0.009,V50467,Fire,2014,2014,49.852615,-124.490067
-123.982246764632,49.6046731175901,V50565,Human,0.009,V50565,Fire,2014,2014,49.604668,-123.982231
-123.628715577792,49.4871388626418,V50577,Human,0.009,V50577,Fire,2014,2014,49.487133,-123.6287
-123.831161635419,48.8330209076369,V60059,Human,0.009,V60059,Fire,2014,2014,48.833015,-123.831146
-124.086395539731,49.0826202843276,V60061,Human,0.1,V60061,Fire,2014,2014,49.082615,-124.08638
-123.632316644488,48.5667894147957,V60074,Human,0.009,V60074,Fire,2014,2014,48.566784,-123.632301
-124.420982645923,48.889005338593,V60095,Human,0.5,V60095,Fire,2014,2014,48.889,-124.420967
-123.826751839858,48.8390557060752,V60102,Human,0.009,V60102,Fire,2014,2014,48.83905,-123.826736
-123.884201044602,48.44995658368,V60108,Human,2.6,V60108,Fire,2014,2014,48.449951,-123.884186
-123.526115388173,48.4250886267997,V60110,Human,0.2,V60110,Fire,2014,2014,48.425083,-123.5261
-124.471565383407,48.6307884231801,V60112,Human,0.009,V60112,Fire,2014,2014,48.630783,-124.47155
-123.731697204594,48.7732370126165,V60128,Human,0.1,V60128,Fire,2014,2014,48.773232,-123.731682
-123.855018787068,48.9986894086379,V60155,Human,0.25,V60155,Fire,2014,2014,48.998684,-123.855003
-124.211166602389,48.8430382616188,V60161,Human,0.001,V60161,Fire,2014,2014,48.843033,-124.211151
-123.250564539904,48.4370896548505,V60162,Human,0.1,V60162,Fire,2014,2014,48.437084,-123.250549
-123.566299433396,48.5762231294047,V60198,Human,0.8,V60198,Fire,2014,2014,48.576218,-123.566284
-123.885299838803,48.7809387959715,V60207,Human,0.009,V60207,Fire,2014,2014,48.780933,-123.885284
-123.970184521859,49.0593393036737,V60249,Human,0.009,V60249,Fire,2014,2014,49.059334,-123.970169
-123.598899880517,48.7758882310871,V60294,Human,0.009,V60294,Fire,2014,2014,48.775883,-123.598885
-123.637466395804,48.3933732101328,V60306,Human,0.009,V60306,Fire,2014,2014,48.393368,-123.637451
-124.035583660647,48.8181397863207,V60365,Human,0.009,V60365,Fire,2014,2014,48.818134,-124.035568
-123.467330890162,48.465039928616,V60385,Human,0.009,V60385,Fire,2014,2014,48.465034,-123.467316
-123.734046979907,48.6435907089067,V60456,Human,0.009,V60456,Fire,2014,2014,48.643585,-123.734032
-123.783065815749,48.3681236921787,V60505,Human,0.1,V60505,Fire,2014,2014,48.368118,-123.783051
-123.781395021485,48.7961709117548,V60506,Human,0.6,V60506,Fire,2014,2014,48.796165,-123.78138
-123.563033987241,48.3886239220164,V60511,Human,6.5,V60511,Fire,2014,2014,48.388618,-123.563019
-123.893264987421,48.9604890088906,V60521,Human,0.2,V60521,Fire,2014,2014,48.960484,-123.89325
-123.660995551758,48.6068399210744,V60558,Human,0.1,V60558,Fire,2014,2014,48.606834,-123.66098
-123.788147147579,48.8952539178811,V60569,Human,0.009,V60569,Fire,2014,2014,48.895248,-123.788132
-123.935135090461,48.9940888994056,V60570,Human,0.009,V60570,Fire,2014,2014,48.994083,-123.93512
-124.036163537197,49.0931221969955,V70002,Human,0.009,V70002,Fire,2014,2014,49.093117,-124.036148
-123.790352109772,49.1347062257788,V70017,Human,0.009,V70017,Fire,2014,2014,49.134701,-123.790337
-124.841530262335,49.4611221134262,V70062,Human,0.9,V70062,Fire,2014,2014,49.461117,-124.841515
-124.805382256314,49.4744545211792,V70064,Human,0.009,V70064,Fire,2014,2014,49.474449,-124.805367
-124.709763024556,49.4009873313624,V70134,Human,0.009,V70134,Fire,2014,2014,49.400982,-124.709747
-124.133049282556,49.1934868885026,V70185,Human,0.009,V70185,Fire,2014,2014,49.193481,-124.133034
-123.964432032381,49.1294038053595,V70203,Human,0.1,V70203,Fire,2014,2014,49.129398,-123.964417
-125.249481609594,49.0761046484718,V70313,Human,0.8,V70313,Fire,2014,2014,49.076099,-125.249466
-124.777916285602,49.2324539152087,V70343,Human,0.009,V70343,Fire,2014,2014,49.232448,-124.777901
-124.844131891203,49.2171723045754,V70382,Lightning,0.1,V70382,Fire,2014,2014,49.217167,-124.844116
-125.028580156505,49.3389564885868,V70384,Lightning,0.03,V70384,Fire,2014,2014,49.338951,-125.028564
-125.016380768679,49.3880897945538,V70386,Lightning,0.009,V70386,Fire,2014,2014,49.388084,-125.016365
-124.99684956476,49.3708396937829,V70387,Lightning,0.009,V70387,Fire,2014,2014,49.370834,-124.996834
-124.993851160324,49.3756728973356,V70388,Lightning,0.009,V70388,Fire,2014,2014,49.375667,-124.993835
-125.051018248341,49.2808394879752,V70389,Lightning,0.009,V70389,Fire,2014,2014,49.280834,-125.051003
-125.028145252363,49.339604991061,V70390,Lightning,0.009,V70390,Fire,2014,2014,49.3396,-125.02813
-124.728416792718,49.2673050171173,V70510,Human,0.1,V70510,Fire,2014,2014,49.2673,-124.728401
-123.970482130294,49.1033570030743,V70540,Human,0.2,V70540,Fire,2014,2014,49.103352,-123.970467
-125.05645033576,49.2771545850227,V70572,Lightning,0.009,V70572,Fire,2014,2014,49.277149,-125.056435
-124.742462479864,49.2082039162223,V70573,Human,0.009,V70573,Fire,2014,2014,49.208199,-124.742447
-125.110901456425,49.6367888943032,V80068,Human,0.009,V80068,Fire,2014,2014,49.636784,-125.110886
-125.290428883525,49.989789578439,V80070,Human,0.009,V80070,Fire,2014,2014,49.989784,-125.290413
-125.70726851207,49.8762565246043,V80082,Human,0.009,V80082,Fire,2014,2014,49.876251,-125.707253
-125.181618234123,49.5562224806423,V80195,Human,0.009,V80195,Fire,2014,2014,49.556217,-125.181602
-124.970062769214,49.766923516051,V80201,Human,0.009,V80201,Fire,2014,2014,49.766918,-124.970047
-126.059548125294,49.7650389775824,V80208,Human,1.3,V80208,Fire,2014,2014,49.765034,-126.059532
-125.955384116303,50.1397224103941,V80252,Human,2.6,V80252,Fire,2014,2014,50.139717,-125.955368
-125.556832196187,50.2870231608429,V80270,Human,0.1,V80270,Fire,2014,2014,50.287018,-125.556816
-125.39468449738,49.9850211644257,V80271,Human,0.5,V80271,Fire,2014,2014,49.985016,-125.394668
-126.680779356348,49.9186872158335,V80394,Human,0.009,V80394,Fire,2014,2014,49.918682,-126.680763
-125.295769383647,49.9944053783756,V80396,Human,0.009,V80396,Fire,2014,2014,49.9944,-125.295753
-125.360367736702,50.8468720048288,V80435,Lightning,0.8,V80435,Fire,2014,2014,50.846867,-125.360351
-125.250519404339,49.7566886764338,V80451,Human,0.009,V80451,Fire,2014,2014,49.756683,-125.250503
-125.465981123056,49.712022353126,V80452,Human,4.3,V80452,Fire,2014,2014,49.712017,-125.465965
-126.28241826738,50.4657568776527,V80466,Human,0.2,V80466,Fire,2014,2014,50.465752,-126.282402
-126.122315196296,49.9904226838437,V80508,Human,66,V80508,Fire,2014,2014,49.990417,-126.122299
-125.351532674675,49.9736381760462,V80518,Human,0.1,V80518,Fire,2014,2014,49.973633,-125.351517
-125.905518488327,50.4185042257048,V80550,Human,0.1,V80550,Fire,2014,2014,50.418499,-125.905502
-126.421433600489,50.8635382683538,V90065,Lightning,0.009,V90065,Fire,2014,2014,50.863533,-126.421417
-126.302216431014,50.0260214593817,V90085,Lightning,0.009,V90085,Fire,2014,2014,50.026016,-126.3022
-127.47403070706,50.7115567350414,V90105,Human,0.4,V90105,Fire,2014,2014,50.711552,-127.474014
-127.626153261513,50.8316052209557,V90276,Human,0.009,V90276,Fire,2014,2014,50.8316,-127.626137
-126.882218408162,50.3433888958498,V90295,Human,165,V90295,Fire,2014,2014,50.343384,-126.882202
-126.809166916296,50.4059233106055,V90397,Human,0.1,V90397,Fire,2014,2014,50.405918,-126.809151
-126.827767346704,50.1726048996533,V90495,Human,0.8,V90495,Fire,2014,2014,50.1726,-126.827751
-126.372018504372,52.4388404162268,VA0103,Human,0.009,VA0103,Fire,2014,2014,52.438835,-126.372002
-126.569566419518,52.3998045930763,VA0544,Human,0.4,VA0544,Fire,2014,2014,52.399799,-126.569549
-125.396982389852,54.1501900897343,R10003,Human,0.009,R10003,Fire,2014,2014,54.150185,-125.396965
-125.670984441223,53.9340035433791,R10010,Human,4.5,R10010,Fire,2014,2014,53.933998,-125.670967
-125.662103747023,53.9324051483936,R10014,Human,6.3,R10014,Fire,2014,2014,53.9324,-125.662086
-125.882234796041,53.9719559211643,R10023,Human,1.5,R10023,Fire,2014,2014,53.97195,-125.882217
-126.114817008499,54.415738697776,R10038,Human,0.009,R10038,Fire,2014,2014,54.415733,-126.114799
-125.810182926451,54.3536049346639,R10057,Lightning,0.15,R10057,Fire,2014,2014,54.3536,-125.810165
-125.782800645701,53.8863887274176,R10064,Lightning,43,R10064,Fire,2014,2014,53.886383,-125.782783
-125.734600458242,53.3981721244259,R10070,Lightning,133100,R10070,Fire,2014,2014,53.398167,-125.734583
-125.919817552157,54.3511221199626,R10071,Human,0.009,R10071,Fire,2014,2014,54.351117,-125.9198
-126.889934017876,53.3827719717557,R10077,Lightning,3750,R10077,Fire,2014,2014,53.382767,-126.889917
-125.578470646661,54.74818967649,R10109,Lightning,0.009,R10109,Fire,2014,2014,54.748184,-125.578453
-125.755182770243,54.7188393533573,R10110,Lightning,0.009,R10110,Fire,2014,2014,54.718834,-125.755165
-125.810150752456,54.1400554344506,R10149,Human,0.009,R10149,Fire,2014,2014,54.14005,-125.810133
-125.708765085522,53.7664047375149,R10155,Human,0.009,R10155,Fire,2014,2014,53.766399,-125.708748
-125.881784098997,53.9700221226052,R10159,Human,0.3,R10159,Fire,2014,2014,53.970017,-125.881767
-126.666483585428,54.9294715276499,R20021,Lightning,0.1,R20021,Fire,2014,2014,54.929466,-126.666466
-126.928553115631,54.3894056841885,R20058,Lightning,5.6,R20058,Fire,2014,2014,54.3894,-126.928535
-126.931070796581,54.3398222822697,R20063,Lightning,0.009,R20063,Fire,2014,2014,54.339817,-126.931053
-126.498682484119,54.4803214477723,R20076,Human,0.009,R20076,Fire,2014,2014,54.480316,-126.498665
-126.429734330582,54.3696053578729,R20116,Lightning,3450,R20116,Fire,2014,2014,54.3696,-126.429717
-125.884233987284,54.7293564343723,R20125,Lightning,0.009,R20125,Fire,2014,2014,54.729351,-125.884216
-127.172670711519,54.036023547672,R20127,Lightning,0.4,R20127,Fire,2014,2014,54.036018,-127.172653
-125.903551738025,55.0684067370816,R20129,Lightning,0.009,R20129,Fire,2014,2014,55.068401,-125.903534
-125.914232826452,55.0297905384035,R20147,Lightning,0.009,R20147,Fire,2014,2014,55.029785,-125.914215
-127.172052702296,53.73988864026,R20152,Lightning,0.1,R20152,Fire,2014,2014,53.739883,-127.172035
-126.793367979935,54.6052566128671,R30032,Human,0.9,R30032,Fire,2014,2014,54.605251,-126.79335
-127.298083082613,54.9209036409571,R30033,Human,0.009,R30033,Fire,2014,2014,54.920898,-127.298065
-127.158884668687,54.6934370570228,R30059,Lightning,0.009,R30059,Fire,2014,2014,54.693432,-127.158867
-127.217516630055,54.8201231572157,R30078,Human,0.009,R30078,Fire,2014,2014,54.820118,-127.217499
-127.133402608654,54.8140387682173,R30094,Human,0.14,R30094,Fire,2014,2014,54.814034,-127.133385
-127.032267234956,54.6751226752406,R30097,Human,0.009,R30097,Fire,2014,2014,54.675117,-127.032249
-126.966517330659,55.1510061954956,R30107,Lightning,20,R30107,Fire,2014,2014,55.151001,-126.966499
-127.354434702574,54.9402552408199,R30132,Lightning,0.009,R30132,Fire,2014,2014,54.94025,-127.354417
-127.03280133539,54.6577200734323,R30133,Lightning,0.15,R30133,Fire,2014,2014,54.657715,-127.032783
-127.378138391206,54.9017385356692,R30134,Lightning,0.009,R30134,Fire,2014,2014,54.901733,-127.37812
-126.756754799159,55.4041724261401,R30142,Lightning,0.009,R30142,Fire,2014,2014,55.404167,-126.756737
-127.439783893938,54.8998541224676,R30145,Lightning,0.2,R30145,Fire,2014,2014,54.899849,-127.439766
-127.11083493556,55.1174063710088,R30146,Lightning,0.009,R30146,Fire,2014,2014,55.117401,-127.110817
-126.938265413186,54.6463217930217,R30154,Human,0.5,R30154,Fire,2014,2014,54.646316,-126.938248
-128.289675677864,55.0371068071575,R40001,Human,0.009,R40001,Fire,2014,2014,55.037102,-128.289658
-128.069155748079,55.2780049405199,R40004,Human,0.2,R40004,Fire,2014,2014,55.278,-128.069138
-128.050112818544,55.2450879487478,R40005,Human,0.5,R40005,Fire,2014,2014,55.245083,-128.050095
-128.051760734221,55.2477544463214,R40007,Human,0.9,R40007,Fire,2014,2014,55.247749,-128.051742
-127.604670637325,55.405156504748,R40009,Human,0.2,R40009,Fire,2014,2014,55.405151,-127.604652
-127.786021233922,55.1076901778242,R40013,Human,1.1,R40013,Fire,2014,2014,55.107685,-127.786003
-127.71568596648,55.4350064945897,R40015,Human,0.4,R40015,Fire,2014,2014,55.435001,-127.715668
-127.777003398321,55.5049718883275,R40016,Human,15,R40016,Fire,2014,2014,55.504967,-127.776985
-127.899798551316,55.5684216730666,R40017,Human,2,R40017,Fire,2014,2014,55.568416,-127.89978
-127.668017391798,55.2946217988291,R40019,Human,0.5,R40019,Fire,2014,2014,55.294617,-127.667999
-127.332468865395,55.1248716422942,R40024,Human,0.4,R40024,Fire,2014,2014,55.124866,-127.332451
-128.26117251023,55.6182034229269,R40042,Lightning,0.009,R40042,Fire,2014,2014,55.618198,-128.261154
-127.813166585567,55.2155202750202,R40061,Lightning,0.009,R40061,Fire,2014,2014,55.215515,-127.813148
-127.63835447858,55.7471708122322,R40083,Lightning,0.2,R40083,Fire,2014,2014,55.747166,-127.638336
-128.074145273762,55.0970052380153,R40085,Human,0.02,R40085,Fire,2014,2014,55.097,-128.074127
-127.644503871107,55.9278234057411,R40112,Lightning,0.009,R40112,Fire,2014,2014,55.927818,-127.644485
-128.116686985834,55.3666547332484,R40119,Human,0.009,R40119,Fire,2014,2014,55.36665,-128.116669
-127.554003903809,55.8078550232477,R40131,Lightning,0.009,R40131,Fire,2014,2014,55.80785,-127.553986
-127.792086512862,55.0708402817311,R40137,Lightning,0.009,R40137,Fire,2014,2014,55.070835,-127.792068
-127.846117984496,55.2180379748595,R40148,Lightning,0.1,R40148,Fire,2014,2014,55.218033,-127.8461
-127.823748653557,55.3695538764636,R40157,Human,4.93,R40157,Fire,2014,2014,55.369549,-127.82373
-128.394701808645,54.6170895901089,R50012,Human,0.3,R50012,Fire,2014,2014,54.617084,-128.394684
-128.553438988247,54.4996883692869,R50018,Human,0.2,R50018,Fire,2014,2014,54.499683,-128.553421
-128.87218020475,55.4109051294821,R50020,Human,36,R50020,Fire,2014,2014,55.4109,-128.872162
-128.610994922936,54.0592396519352,R50034,Human,0.6,R50034,Fire,2014,2014,54.059235,-128.610977
-129.657428658675,56.6104213309649,R50037,Human,0.01,R50037,Fire,2014,2014,56.610416,-129.65741
-128.227785677432,54.0801709025433,R50043,Human,0.15,R50043,Fire,2014,2014,54.080166,-128.227768
-128.541567563162,54.4624721721473,R50065,Human,0.5,R50065,Fire,2014,2014,54.462467,-128.54155
-128.971652139697,54.9711887159824,R50073,Human,0.1,R50073,Fire,2014,2014,54.971184,-128.971634
-128.618120953275,54.379189761017,R50075,Human,0.009,R50075,Fire,2014,2014,54.379185,-128.618103
-128.497286560737,54.4360706775392,R50082,Human,0.009,R50082,Fire,2014,2014,54.436066,-128.497269
-128.498919278874,54.483788777376,R50084,Human,0.1,R50084,Fire,2014,2014,54.483784,-128.498901
-128.652285203723,54.0245220486749,R50091,Human,0.9,R50091,Fire,2014,2014,54.024517,-128.652267
-128.472552071606,54.4905369774565,R50098,Human,0.009,R50098,Fire,2014,2014,54.490532,-128.472534
-128.507174188879,54.2859699738974,R50099,Human,0.009,R50099,Fire,2014,2014,54.285965,-128.507156
-128.936557052279,55.5018551256585,R50105,Human,0.1,R50105,Fire,2014,2014,55.50185,-128.936539
-128.556475408605,54.3039219599379,R50111,Human,0.009,R50111,Fire,2014,2014,54.303917,-128.556457
-128.37958026527,54.512822389573,R50136,Human,29.4,R50136,Fire,2014,2014,54.512817,-128.379562
-127.989687681017,54.6936734481191,R50139,Lightning,0.3,R50139,Fire,2014,2014,54.693668,-127.98967
-129.219683706829,54.8147364746217,R50140,Lightning,0.3,R50140,Fire,2014,2014,54.814732,-129.219665
-133.807562161269,59.9022373764181,R90039,Human,0.2,R90039,Fire,2014,2014,59.902233,-133.807541
-128.875310628555,59.9263050374842,R90040,Human,0.5,R90040,Fire,2014,2014,59.9263,-128.87529
-129.42201768461,59.7230388624522,R90092,Lightning,3.7,R90092,Fire,2014,2014,59.723034,-129.421997
-128.478566244985,59.0340398017729,R90100,Lightning,2830,R90100,Fire,2014,2014,59.034035,-128.478546
