pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None,-3.1, None,2018-01-15 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.96,3
None, None,-3.922, None,2018-01-15 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.91,3
None, None,-2.441, None,2018-01-15 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.01,3
None, None,-2.282, None,2018-01-15 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.9,3
None, None,-1.446, None,2018-01-15 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.17,3
None, None,-1.747, None,2018-01-15 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.56,3
None, None,-0.809, None,2018-01-15 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.9,3
None, None,-0.968, None,2018-01-15 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.91,3
None, None,-0.65, None,2018-01-15 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.94,3
None, None,-1.156, None,2018-01-15 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.78,3
None, None,-1.203, None,2018-01-15 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.82,3
None, None,-0.143, None,2018-01-15 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.82,3
None, None,-0.145, None,2018-01-15 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.59,3
None, None,1.485, None,2018-01-15 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.66,3
None, None,1.26, None,2018-01-15 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.63,3
None, None,0.707, None,2018-01-15 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.6,3
None, None,-0.631, None,2018-01-15 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.27,3
None, None,-1.756, None,2018-01-15 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.49,3
None, None,-0.809, None,2018-01-15 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.6,3
None, None,-0.912, None,2018-01-15 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.63,3
None, None,-0.715, None,2018-01-15 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.28,3
None, None,-1.37, None,2018-01-15 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.61,3
None, None,-2.385, None,2018-01-15 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.24,3
None, None,-2.103, None,2018-01-16 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.06,3
None, None,-1.765, None,2018-01-16 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.11,3
None, None,-0.865, None,2018-01-16 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.29,3
None, None,-1.925, None,2018-01-16 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.34,3
None, None,1.298, None,2018-01-16 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.43,3
None, None,1.251, None,2018-01-16 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.45,3
None, None,1.438, None,2018-01-16 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.44,3
None, None,1.101, None,2018-01-16 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.4,3
None, None,1.176, None,2018-01-16 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.27,3
None, None,0.773, None,2018-01-16 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.44,3
None, None,-0.716, None,2018-01-16 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.1,3
None, None,0.202, None,2018-01-16 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.23,3
None, None,0.867, None,2018-01-16 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.14,3
None, None,1.7, None,2018-01-16 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.03,3
None, None,0.82, None,2018-01-16 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.08,3
None, None,0.548, None,2018-01-16 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.12,3
None, None,0.839, None,2018-01-16 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.07,3
None, None,0.577, None,2018-01-16 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.08,3
None, None,0.305, None,2018-01-16 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.18,3
None, None,-0.191, None,2018-01-16 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.15,3
None, None,-0.322, None,2018-01-16 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.1,3
None, None,0.465, None,2018-01-16 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.76,3
None, None,0.165, None,2018-01-16 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.95,3
None, None,1.017, None,2018-01-16 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.4,3
None, None,-0.509, None,2018-01-17 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.92,3
None, None,-0.341, None,2018-01-17 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.04,3
None, None,0.071, None,2018-01-17 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.97,3
None, None,-0.35, None,2018-01-17 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.93,3
None, None,-0.191, None,2018-01-17 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.84,3
None, None,-0.855, None,2018-01-17 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.02,3
None, None,-0.237, None,2018-01-17 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.91,3
None, None,1.56, None,2018-01-17 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.85,3
None, None,1.401, None,2018-01-17 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.64,3
None, None,1.279, None,2018-01-17 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.92,3
None, None,1.129, None,2018-01-17 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.9,3
None, None,1.663, None,2018-01-17 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.92,3
None, None,0.342, None,2018-01-17 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.87,3
None, None,1.757, None,2018-01-17 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.87,3
None, None,2.047, None,2018-01-17 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.8,3
None, None,1.821, None,2018-01-17 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.81,3
None, None,1.644, None,2018-01-17 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.74,3
None, None,0.258, None,2018-01-17 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.79,3
None, None,0.754, None,2018-01-17 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.58,3
None, None,1.176, None,2018-01-17 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.74,3
None, None,0.437, None,2018-01-17 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.69,3
None, None,0.511, None,2018-01-17 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.61,3
None, None,0.576, None,2018-01-17 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.54,3
