wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
2.7,-0.2,4.0,95.0,2020-09-09 00:00:00,0.0,37
1.6,-1.3,21.0,94.0,2020-09-09 01:00:00,0.0,37
2.3,-1.8,7.0,96.0,2020-09-09 02:00:00,0.0,37
2.2,-2.2,330.0,96.0,2020-09-09 03:00:00,0.0,37
0.0,-2.4,3.0,96.0,2020-09-09 04:00:00,0.0,37
0.0,-2.3,11.0,96.0,2020-09-09 05:00:00,0.0,37
4.7,2.8,39.0,85.0,2020-09-09 06:00:00,0.0,37
2.5,7.7,23.0,65.0,2020-09-09 07:00:00,0.0,37
4.5,11.5,72.0,52.0,2020-09-09 08:00:00,0.0,37
5.6,15.0,183.0,41.0,2020-09-09 09:00:00,0.0,37
11.8,18.4,206.0,32.0,2020-09-09 10:00:00,0.0,37
14.8,21.2,195.0,28.0,2020-09-09 11:00:00,0.0,37
13.0,23.0,176.0,25.0,2020-09-09 12:00:00,0.0,37
11.9,23.8,192.0,25.0,2020-09-09 13:00:00,0.0,37
13.8,23.9,195.0,25.0,2020-09-09 14:00:00,0.0,37
10.8,23.4,204.0,26.0,2020-09-09 15:00:00,0.0,37
8.5,19.3,215.0,34.0,2020-09-09 16:00:00,0.0,37
5.2,16.9,216.0,40.0,2020-09-09 17:00:00,0.0,37
4.1,11.0,14.0,65.0,2020-09-09 18:00:00,0.0,37
2.5,8.2,22.0,77.0,2020-09-09 19:00:00,0.0,37
3.0,6.2,356.0,85.0,2020-09-09 20:00:00,0.0,37
2.8,4.8,11.0,87.0,2020-09-09 21:00:00,0.0,37
2.5,3.5,43.0,89.0,2020-09-09 22:00:00,0.0,37
2.5,2.8,352.0,93.0,2020-09-09 23:00:00,0.0,37
2.4,1.9,19.0,95.0,2020-09-10 00:00:00,0.0,37
3.6,1.0,39.0,96.0,2020-09-10 01:00:00,0.0,37
2.8,1.3,350.0,96.0,2020-09-10 02:00:00,0.0,37
1.7,0.1,13.0,96.0,2020-09-10 03:00:00,0.0,37
2.2,-0.7,40.0,95.0,2020-09-10 04:00:00,0.0,37
2.3,-0.3,18.0,97.0,2020-09-10 05:00:00,0.0,37
3.3,4.9,10.0,86.0,2020-09-10 06:00:00,0.0,37
2.9,10.5,129.0,65.0,2020-09-10 07:00:00,0.0,37
3.5,14.9,40.0,49.0,2020-09-10 08:00:00,0.0,37
5.2,18.1,114.0,40.0,2020-09-10 09:00:00,0.0,37
11.7,21.1,207.0,32.0,2020-09-10 10:00:00,0.0,37
17.1,24.2,195.0,26.0,2020-09-10 11:00:00,0.0,37
16.1,25.7,189.0,22.0,2020-09-10 12:00:00,0.0,37
15.3,26.8,185.0,21.0,2020-09-10 13:00:00,0.0,37
17.9,26.3,191.0,20.0,2020-09-10 14:00:00,0.0,37
18.2,25.7,189.0,21.0,2020-09-10 15:00:00,0.0,37
6.6,21.7,257.0,29.0,2020-09-10 16:00:00,0.0,37
5.2,18.6,132.0,36.0,2020-09-10 17:00:00,0.0,37
3.5,12.2,338.0,59.0,2020-09-10 18:00:00,0.0,37
2.9,8.7,36.0,72.0,2020-09-10 19:00:00,0.0,37
2.4,7.1,16.0,77.0,2020-09-10 20:00:00,0.0,37
0.0,5.3,5.0,83.0,2020-09-10 21:00:00,0.0,37
3.8,4.4,22.0,87.0,2020-09-10 22:00:00,0.0,37
4.4,3.4,356.0,90.0,2020-09-10 23:00:00,0.0,37
3.0,2.5,35.0,90.0,2020-09-11 00:00:00,0.0,37
0.0,1.8,351.0,93.0,2020-09-11 01:00:00,0.0,37
2.3,1.2,25.0,94.0,2020-09-11 02:00:00,0.0,37
0.0,0.8,322.0,95.0,2020-09-11 03:00:00,0.0,37
2.9,-0.2,24.0,93.0,2020-09-11 04:00:00,0.0,37
2.2,-0.4,50.0,94.0,2020-09-11 05:00:00,0.0,37
2.2,5.9,4.0,82.0,2020-09-11 06:00:00,0.0,37
3.7,11.2,87.0,59.0,2020-09-11 07:00:00,0.0,37
2.7,16.2,130.0,42.0,2020-09-11 08:00:00,0.0,37
5.4,19.3,180.0,35.0,2020-09-11 09:00:00,0.0,37
12.8,23.1,198.0,29.0,2020-09-11 10:00:00,0.0,37
18.6,25.5,199.0,24.0,2020-09-11 11:00:00,0.0,37
21.1,26.9,193.0,21.0,2020-09-11 12:00:00,0.0,37
22.0,28.4,186.0,19.0,2020-09-11 13:00:00,0.0,37
18.9,29.1,180.0,17.0,2020-09-11 14:00:00,0.0,37
8.2,28.2,232.0,18.0,2020-09-11 15:00:00,0.0,37
4.2,22.6,253.0,32.0,2020-09-11 16:00:00,0.0,37
2.3,16.7,351.0,49.0,2020-09-11 17:00:00,0.0,37
1.8,13.0,31.0,64.0,2020-09-11 18:00:00,0.0,37
1.8,10.1,18.0,71.0,2020-09-11 19:00:00,0.0,37
2.1,8.3,62.0,76.0,2020-09-11 20:00:00,0.0,37
4.2,7.2,357.0,78.0,2020-09-11 21:00:00,0.0,37
0.0,6.3,57.0,81.0,2020-09-11 22:00:00,0.0,37
4.7,5.5,32.0,84.0,2020-09-11 23:00:00,0.0,37
1.8,5.1,40.0,85.0,2020-09-12 00:00:00,0.0,37
3.4,4.8,27.0,85.0,2020-09-12 01:00:00,0.0,37
2.1,4.1,34.0,87.0,2020-09-12 02:00:00,0.0,37
3.4,3.7,26.0,90.0,2020-09-12 03:00:00,0.0,37
5.1,3.7,15.0,92.0,2020-09-12 04:00:00,0.0,37
6.3,4.5,3.0,89.0,2020-09-12 05:00:00,0.0,37
6.0,8.0,16.0,81.0,2020-09-12 06:00:00,0.0,37
4.7,13.7,24.0,63.0,2020-09-12 07:00:00,0.0,37
4.4,17.9,166.0,50.0,2020-09-12 08:00:00,0.0,37
18.2,22.5,180.0,29.0,2020-09-12 09:00:00,0.0,37
26.4,24.3,180.0,23.0,2020-09-12 10:00:00,0.0,37
24.3,26.0,180.0,20.0,2020-09-12 11:00:00,0.0,37
23.3,26.7,183.0,18.0,2020-09-12 12:00:00,0.0,37
19.9,27.4,177.0,17.0,2020-09-12 13:00:00,0.0,37
17.9,27.2,181.0,18.0,2020-09-12 14:00:00,0.0,37
15.3,26.0,191.0,19.0,2020-09-12 15:00:00,0.0,37
10.4,23.2,207.0,24.0,2020-09-12 16:00:00,0.0,37
12.2,21.4,201.0,27.0,2020-09-12 17:00:00,0.0,37
11.3,20.0,200.0,29.0,2020-09-12 18:00:00,0.0,37
12.4,17.3,176.0,50.0,2020-09-12 19:00:00,0.0,37
13.7,15.7,207.0,58.0,2020-09-12 20:00:00,0.0,37
8.8,14.3,198.0,64.0,2020-09-12 21:00:00,0.0,37
3.6,11.4,188.0,73.0,2020-09-12 22:00:00,0.0,37
3.4,8.7,179.0,84.0,2020-09-12 23:00:00,0.0,37
2.4,7.4,18.0,87.0,2020-09-13 00:00:00,0.0,37
4.7,7.3,13.0,88.0,2020-09-13 01:00:00,0.0,37
2.1,5.3,20.0,91.0,2020-09-13 02:00:00,0.0,37
0.0,3.4,27.0,92.0,2020-09-13 03:00:00,0.0,37
2.8,2.8,5.0,96.0,2020-09-13 04:00:00,0.0,37
1.9,2.6,41.0,95.0,2020-09-13 05:00:00,0.0,37
2.1,4.7,342.0,94.0,2020-09-13 06:00:00,0.0,37
2.4,7.8,29.0,84.0,2020-09-13 07:00:00,0.0,37
2.6,11.4,50.0,69.0,2020-09-13 08:00:00,0.0,37
3.0,13.9,41.0,60.0,2020-09-13 09:00:00,0.0,37
2.9,16.1,70.0,54.0,2020-09-13 10:00:00,0.0,37
2.7,17.6,289.0,50.0,2020-09-13 11:00:00,0.0,37
4.4,19.4,164.0,37.0,2020-09-13 12:00:00,0.0,37
16.1,20.3,189.0,29.0,2020-09-13 13:00:00,0.0,37
14.4,19.3,200.0,34.0,2020-09-13 14:00:00,0.0,37
11.7,19.0,214.0,32.0,2020-09-13 15:00:00,0.0,37
9.7,18.2,199.0,33.0,2020-09-13 16:00:00,0.0,37
4.5,12.2,18.0,58.0,2020-09-13 17:00:00,0.0,37
4.5,9.3,2.0,69.0,2020-09-13 18:00:00,0.0,37
3.2,8.1,337.0,73.0,2020-09-13 19:00:00,0.0,37
3.8,5.6,26.0,76.0,2020-09-13 20:00:00,0.0,37
2.5,4.1,29.0,81.0,2020-09-13 21:00:00,0.0,37
5.0,4.3,359.0,81.0,2020-09-13 22:00:00,0.0,37
2.9,4.4,2.0,82.0,2020-09-13 23:00:00,0.0,37
2.1,4.8,351.0,82.0,2020-09-14 00:00:00,0.0,37
3.3,4.3,319.0,84.0,2020-09-14 01:00:00,0.0,37
2.8,3.7,274.0,87.0,2020-09-14 02:00:00,0.0,37
3.0,4.6,355.0,83.0,2020-09-14 03:00:00,0.0,37
3.3,4.3,284.0,85.0,2020-09-14 04:00:00,0.0,37
0.0,3.1,64.0,90.0,2020-09-14 05:00:00,0.0,37
3.8,4.9,11.0,84.0,2020-09-14 06:00:00,0.0,37
1.8,8.3,34.0,70.0,2020-09-14 07:00:00,0.0,37
3.8,11.5,169.0,59.0,2020-09-14 08:00:00,0.0,37
3.6,13.6,48.0,51.0,2020-09-14 09:00:00,0.0,37
3.6,19.1,71.0,34.0,2020-09-14 10:00:00,0.0,37
23.7,22.8,189.0,22.0,2020-09-14 11:00:00,0.0,37
17.8,23.7,191.0,19.0,2020-09-14 12:00:00,0.0,37
24.5,23.4,182.0,20.0,2020-09-14 13:00:00,0.0,37
23.8,22.7,186.0,21.0,2020-09-14 14:00:00,0.0,37
20.5,22.1,183.0,21.0,2020-09-14 15:00:00,0.0,37
18.3,21.3,196.0,23.0,2020-09-14 16:00:00,0.0,37
9.4,19.2,210.0,28.0,2020-09-14 17:00:00,0.0,37
12.1,19.1,200.0,27.0,2020-09-14 18:00:00,0.0,37
2.4,14.6,18.0,40.0,2020-09-14 19:00:00,0.0,37
3.5,14.4,33.0,41.0,2020-09-14 20:00:00,0.0,37
2.0,13.0,151.0,48.0,2020-09-14 21:00:00,0.0,37
2.8,10.8,66.0,57.0,2020-09-14 22:00:00,0.0,37
3.3,7.6,359.0,71.0,2020-09-14 23:00:00,0.0,37
2.3,6.4,293.0,74.0,2020-09-15 00:00:00,0.0,37
2.7,4.2,9.0,78.0,2020-09-15 01:00:00,0.0,37
5.3,3.4,3.0,80.0,2020-09-15 02:00:00,0.0,37
3.7,4.9,16.0,75.0,2020-09-15 03:00:00,0.0,37
5.5,4.9,349.0,75.0,2020-09-15 04:00:00,0.0,37
3.1,4.2,40.0,80.0,2020-09-15 05:00:00,0.0,37
4.8,7.7,352.0,64.0,2020-09-15 06:00:00,0.0,37
3.9,10.6,46.0,55.0,2020-09-15 07:00:00,0.0,37
3.3,15.5,95.0,41.0,2020-09-15 08:00:00,0.0,37
11.7,20.4,181.0,27.0,2020-09-15 09:00:00,0.0,37
18.6,22.3,184.0,25.0,2020-09-15 10:00:00,0.0,37
20.7,23.7,179.0,24.0,2020-09-15 11:00:00,0.0,37
19.0,24.4,181.0,24.0,2020-09-15 12:00:00,0.0,37
17.6,24.8,183.0,25.0,2020-09-15 13:00:00,0.0,37
16.6,23.5,187.0,28.0,2020-09-15 14:00:00,0.0,37
15.4,22.6,188.0,31.0,2020-09-15 15:00:00,0.0,37
12.8,20.9,204.0,35.0,2020-09-15 16:00:00,0.0,37
15.4,16.4,199.0,49.0,2020-09-15 17:00:00,0.0,37
11.8,14.6,207.0,55.0,2020-09-15 18:00:00,0.0,37
15.1,13.8,216.0,57.0,2020-09-15 19:00:00,0.0,37
11.6,12.8,210.0,61.0,2020-09-15 20:00:00,0.0,37
8.6,11.0,176.0,68.0,2020-09-15 21:00:00,0.0,37
9.3,10.2,188.0,69.0,2020-09-15 22:00:00,0.0,37
7.8,8.9,164.0,75.0,2020-09-15 23:00:00,0.0,37
