pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
701.0, 543.0, None, None,2020-01-22 00:00:00,-5.4, None, None,4
702.0, 544.0, None, None,2020-01-22 01:00:00,-6.0, None, None,4
702.0, 544.0, None, None,2020-01-22 02:00:00,-6.1, None, None,4
702.0, 544.0, None, None,2020-01-22 03:00:00,-5.3, None, None,4
702.0, 544.0, None, None,2020-01-22 04:00:00,-5.4, None, None,4
702.0, 544.0, None, None,2020-01-22 05:00:00,-5.7, None, None,4
702.0, 544.0, None, None,2020-01-22 06:00:00,-6.5, None, None,4
702.0, 544.0, None, None,2020-01-22 07:00:00,-6.9, None, None,4
702.0, 544.0, None, None,2020-01-22 08:00:00,-7.0, None, None,4
703.0, 544.0, None, None,2020-01-22 09:00:00,-6.8, None, None,4
703.0, 544.0, None, None,2020-01-22 10:00:00,-7.5, None, None,4
703.0, 544.0, None, None,2020-01-22 11:00:00,-7.3, None, None,4
703.0, 544.0, None, None,2020-01-22 12:00:00,-7.4, None, None,4
703.0, 544.0, None, None,2020-01-22 13:00:00,-7.5, None, None,4
703.0, 544.0, None, None,2020-01-22 14:00:00,-7.6, None, None,4
703.0, 544.0, None, None,2020-01-22 15:00:00,-6.9, None, None,4
703.0, 544.0, None, None,2020-01-22 16:00:00,-7.1, None, None,4
703.0, 544.0, None, None,2020-01-22 17:00:00,-6.2, None, None,4
703.0, 544.0, None, None,2020-01-22 18:00:00,-6.1, None, None,4
703.0, 544.0, None, None,2020-01-22 19:00:00,-5.9, None, None,4
703.0, 544.0, None, None,2020-01-22 20:00:00,-5.8, None, None,4
703.0, 544.0, None, None,2020-01-22 21:00:00,-5.4, None, None,4
703.0, 544.0, None, None,2020-01-22 22:00:00,-4.7, None, None,4
703.0, 544.0, None, None,2020-01-22 23:00:00,-5.9, None, None,4
703.0, 544.0, None, None,2020-01-23 00:00:00,-8.1, None, None,4
703.0, 544.0, None, None,2020-01-23 01:00:00,-8.0, None, None,4
703.0, 544.0, None, None,2020-01-23 02:00:00,-8.8, None, None,4
703.0, 544.0, None, None,2020-01-23 03:00:00,-9.1, None, None,4
703.0, 544.0, None, None,2020-01-23 04:00:00,-8.5, None, None,4
703.0, 544.0, None, None,2020-01-23 05:00:00,-8.3, None, None,4
703.0, 544.0, None, None,2020-01-23 06:00:00,-8.6, None, None,4
703.0, 544.0, None, None,2020-01-23 07:00:00,-8.4, None, None,4
703.0, 544.0, None, None,2020-01-23 08:00:00,-8.5, None, None,4
703.0, 544.0, None, None,2020-01-23 09:00:00,-8.0, None, None,4
703.0, 544.0, None, None,2020-01-23 10:00:00,-7.9, None, None,4
703.0, 544.0, None, None,2020-01-23 11:00:00,-8.1, None, None,4
703.0, 544.0, None, None,2020-01-23 12:00:00,-7.6, None, None,4
705.0, 544.0, None, None,2020-01-23 13:00:00,-7.6, None, None,4
706.0, 545.0, None, None,2020-01-23 14:00:00,-7.8, None, None,4
707.0, 546.0, None, None,2020-01-23 15:00:00,-7.8, None, None,4
708.0, 547.0, None, None,2020-01-23 16:00:00,-7.7, None, None,4
709.0, 548.0, None, None,2020-01-23 17:00:00,-6.9, None, None,4
710.0, 548.0, None, None,2020-01-23 18:00:00,-5.9, None, None,4
711.0, 549.0, None, None,2020-01-23 19:00:00,-4.7, None, None,4
711.0, 550.0, None, None,2020-01-23 20:00:00,-5.0, None, None,4
