air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
3.5,3.1, 270.0,5.7,-6999.0, 5.9,2020-10-07 00:00:00, 2.0,-6999.0,41
2.7,2.7, 255.0,5.7,-6999.0, 6.6,2020-10-07 01:00:00, 1.7,-6999.0,41
2.4,2.4, 255.0,5.7,-6999.0, 4.3,2020-10-07 02:00:00, 0.4,-6999.0,41
2.0,2.0, 270.0,5.7,-6999.0, 2.4,2020-10-07 03:00:00, 0.3,-6999.0,41
2.0,1.9, 298.0,5.7,-6999.0, 3.4,2020-10-07 04:00:00, 0.5,-6999.0,41
1.6,1.6, 260.0,5.7,-6999.0, 2.8,2020-10-07 05:00:00, 0.5,-6999.0,41
1.3,1.3, 248.0,5.7,-6999.0, 2.6,2020-10-07 06:00:00, 0.9,-6999.0,41
0.9,0.9, 255.0,1.4,-6999.0, 4.7,2020-10-07 08:00:00, 1.4,-6999.0,41
-0.2,-0.1, 272.0,1.4,-6999.0, 5.6,2020-10-07 09:00:00, 1.9,-6999.0,41
2.4,-0.2, 289.0,2.4,-6999.0, 4.4,2020-10-07 10:00:00, 1.3,-6999.0,41
3.9,-0.2, 259.0,3.9,-6999.0, 5.4,2020-10-07 11:00:00, 1.5,-6999.0,41
4.9,-0.2, 193.0,4.9,-6999.0, 6.4,2020-10-07 12:00:00, 1.2,-6999.0,41
6.5,-0.2, 166.0,6.5,-6999.0, 6.9,2020-10-07 13:00:00, 2.1,-6999.0,41
6.3,-0.2, 204.0,6.7,-6999.0, 7.6,2020-10-07 14:00:00, 2.1,-6999.0,41
6.4,-0.2, 235.0,6.7,-6999.0, 9.3,2020-10-07 15:00:00, 3.1,-6999.0,41
6.5,-0.2, 230.0,6.7,-6999.0, 7.4,2020-10-07 16:00:00, 2.3,-6999.0,41
6.2,-0.2, 271.0,6.7,-6999.0, 7.0,2020-10-07 17:00:00, 2.2,-6999.0,41
5.2,-0.2, 253.0,6.7,-6999.0, 7.1,2020-10-07 18:00:00, 3.0,-6999.0,41
2.7,2.7, 290.0,5.2,-6999.0, 6.7,2020-10-07 19:00:00, 2.6,-6999.0,41
1.1,1.2, 290.0,5.2,-6999.0, 4.0,2020-10-07 20:00:00, 1.2,-6999.0,41
-0.7,-0.6, 292.0,5.2,-6999.0, 3.7,2020-10-07 21:00:00, 1.1,-6999.0,41
-0.9,-1.0, 271.0,5.2,-6999.0, 3.5,2020-10-07 22:00:00, 1.1,-6999.0,41
-1.1,-1.4, 194.0,5.2,-6999.0, 2.8,2020-10-07 23:00:00, 0.4,-6999.0,41
-1.7,-1.8, 270.0,5.2,-6999.0, 4.0,2020-10-08 00:00:00, 1.0,-6999.0,41
-2.4,-2.4, 265.0,5.2,-6999.0, 2.0,2020-10-08 01:00:00, 0.5,-6999.0,41
-2.9,-3.1, 270.0,5.2,-6999.0, 2.5,2020-10-08 02:00:00, 0.4,-6999.0,41
-3.2,-3.3, 274.0,5.2,-6999.0, 5.3,2020-10-08 03:00:00, 1.9,-6999.0,41
-4.4,-4.4, 232.0,5.2,-6999.0, 1.6,2020-10-08 04:00:00, 0.1,-6999.0,41
-4.8,-4.9, 247.0,5.2,-6999.0, 3.7,2020-10-08 05:00:00, 0.7,-6999.0,41
-5.1,-5.2, 301.0,5.2,-6999.0, 2.8,2020-10-08 06:00:00, 0.6,-6999.0,41
-5.5,-5.7, 264.0,-4.9,-6999.0, 3.7,2020-10-08 07:00:00, 1.1,-6999.0,41
-5.3,-5.8, 306.0,-4.9,-6999.0, 5.4,2020-10-08 08:00:00, 1.6,-6999.0,41
-4.2,-5.8, 289.0,-4.2,-6999.0, 3.9,2020-10-08 09:00:00, 1.2,-6999.0,41
-2.1,-5.8, 99.0,-2.1,-6999.0, 4.2,2020-10-08 10:00:00, 0.9,-6999.0,41
0.1,-5.8, 248.0,0.0,-6999.0, 9.6,2020-10-08 11:00:00, 3.7,-6999.0,41
4.2,-5.8, 238.0,4.2,-6999.0, 8.2,2020-10-08 12:00:00, 1.5,-6999.0,41
4.2,-5.8, 237.0,4.6,-6999.0, 14.0,2020-10-08 13:00:00, 4.6,-6999.0,41
4.7,-5.8, 232.0,5.5,-6999.0, 16.2,2020-10-08 14:00:00, 5.7,-6999.0,41
5.9,-5.8, 226.0,6.4,-6999.0, 20.0,2020-10-08 15:00:00, 5.0,-6999.0,41
6.3,-5.8, 198.0,6.5,-6999.0, 14.9,2020-10-08 16:00:00, 2.4,-6999.0,41
5.9,-5.8, 243.0,6.5,-6999.0, 13.1,2020-10-08 17:00:00, 5.2,-6999.0,41
4.7,-5.8, 236.0,6.5,-6999.0, 7.3,2020-10-08 18:00:00, 1.9,-6999.0,41
1.0,1.0, 257.0,4.8,-6999.0, 4.9,2020-10-08 19:00:00, 1.8,-6999.0,41
-0.9,-0.9, 43.0,4.8,-6999.0, 1.7,2020-10-08 20:00:00, 0.2,-6999.0,41
-1.0,-1.1, 274.0,4.8,-6999.0, 3.1,2020-10-08 21:00:00, 0.7,-6999.0,41
