pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, None, 0.0,914.0,1099.0, None,2021-03-19 00:00:00,-0.2, None,238.0, None,12
None, None, None,914.0,1098.0, None,2021-03-19 01:00:00,-0.6, None,239.0, None,12
None, None, 4.0,915.0,1102.0, None,2021-03-19 02:00:00,-0.9, None,241.0, None,12
None, None, None,915.0,1101.0, None,2021-03-19 03:00:00,-1.4, None,241.0, None,12
None, None, 1.0,915.0,1102.0, None,2021-03-19 04:00:00,-1.5, None,243.0, None,12
None, None, 1.0,916.0,1103.0, None,2021-03-19 05:00:00,-1.8, None,243.0, None,12
0.0, None, 0.0,916.0,1103.0, None,2021-03-19 06:00:00,-1.9, None,245.0, None,12
None, None, 1.0,917.0,1104.0, None,2021-03-19 07:00:00,-2.0, None,246.0, None,12
1.0, None, 0.0,917.0,1104.0, None,2021-03-19 08:00:00,-2.4, None,245.0, None,12
4.0, None, 0.0,918.0,1104.0, None,2021-03-19 09:00:00,-1.9, None,245.0, None,12
7.0, None, 0.0,918.0,1104.0, None,2021-03-19 10:00:00,-0.5, None,245.0, None,12
9.0, None, 1.0,918.0,1105.0, None,2021-03-19 11:00:00,0.1, None,245.0, None,12
8.0, None, 0.0,918.0,1105.0, None,2021-03-19 12:00:00,0.0, None,244.0, None,12
5.0, None, 0.0,919.0,1105.0, None,2021-03-19 13:00:00,1.2, None,244.0, None,12
7.0, None, 0.0,919.0,1105.0, None,2021-03-19 14:00:00,0.1, None,244.0, None,12
6.0, None, 0.0,919.0,1105.0, None,2021-03-19 15:00:00,0.7, None,244.0, None,12
6.0, None, 0.0,919.0,1105.0, None,2021-03-19 16:00:00,0.1, None,244.0, None,12
5.0, None, None,920.0,1104.0, None,2021-03-19 17:00:00,-1.0, None,244.0, None,12
5.0, None, 0.0,920.0,1104.0, None,2021-03-19 18:00:00,-1.1, None,244.0, None,12
5.0, None, 0.0,920.0,1104.0, None,2021-03-19 19:00:00,-1.1, None,244.0, None,12
5.0, None, 0.0,920.0,1104.0, None,2021-03-19 20:00:00,-1.9, None,243.0, None,12
6.0, None, 1.0,920.0,1105.0, None,2021-03-19 21:00:00,-2.9, None,243.0, None,12
6.0, None, 0.0,920.0,1105.0, None,2021-03-19 22:00:00,-3.1, None,243.0, None,12
6.0, None, 0.0,920.0,1105.0, None,2021-03-19 23:00:00,-3.3, None,243.0, None,12
6.0, None, 0.0,920.0,1105.0, None,2021-03-20 00:00:00,-3.3, None,244.0, None,12
7.0, None, 0.0,921.0,1105.0, None,2021-03-20 01:00:00,-3.1, None,244.0, None,12
4.0, None, 1.0,921.0,1106.0, None,2021-03-20 02:00:00,-3.1, None,244.0, None,12
5.0, None, 0.0,921.0,1106.0, None,2021-03-20 03:00:00,-3.2, None,246.0, None,12
4.0, None, 0.0,921.0,1106.0, None,2021-03-20 04:00:00,-3.1, None,246.0, None,12
3.0, None, 0.0,921.0,1106.0, None,2021-03-20 05:00:00,-3.2, None,245.0, None,12
3.0, None, 0.0,921.0,1106.0, None,2021-03-20 06:00:00,-3.8, None,245.0, None,12
3.0, None, 1.0,921.0,1107.0, None,2021-03-20 07:00:00,-3.7, None,245.0, None,12
3.0, None, 0.0,922.0,1107.0, None,2021-03-20 08:00:00,-4.4, None,245.0, None,12
3.0, None, 0.0,922.0,1107.0, None,2021-03-20 09:00:00,-4.6, None,247.0, None,12
3.0, None, 0.0,923.0,1107.0, None,2021-03-20 10:00:00,-4.9, None,251.0, None,12
2.0, None, 0.0,923.0,1107.0, None,2021-03-20 11:00:00,-7.3, None,253.0, None,12
2.0, None, 0.0,923.0,1107.0, None,2021-03-20 12:00:00,-6.9, None,253.0, None,12
2.0, None, 0.0,924.0,1107.0, None,2021-03-20 13:00:00,-6.2, None,253.0, None,12
2.0, None, 0.0,924.0,1107.0, None,2021-03-20 14:00:00,-5.4, None,252.0, None,12
3.0, None, 1.0,924.0,1108.0, None,2021-03-20 15:00:00,-6.4, None,252.0, None,12
2.0, None, None,925.0,1107.0, None,2021-03-20 16:00:00,-7.6, None,252.0, None,12
4.0, None, 1.0,925.0,1108.0, None,2021-03-20 17:00:00,-7.8, None,252.0, None,12
4.0, None, 0.0,925.0,1108.0, None,2021-03-20 18:00:00,-8.5, None,252.0, None,12
5.0, None, 1.0,925.0,1109.0, None,2021-03-20 19:00:00,-8.7, None,252.0, None,12
6.0, None, 1.0,926.0,1110.0, None,2021-03-20 20:00:00,-8.8, None,251.0, None,12
5.0, None, 0.0,926.0,1110.0, None,2021-03-20 21:00:00,-8.7, None,251.0, None,12
6.0, None, 1.0,926.0,1111.0, None,2021-03-20 22:00:00,-8.9, None,251.0, None,12
6.0, None, 0.0,926.0,1111.0, None,2021-03-20 23:00:00,-8.9, None,251.0, None,12
6.0, None, 0.0,926.0,1111.0, None,2021-03-21 00:00:00,-9.0, None,251.0, None,12
6.0, None, 0.0,926.0,1111.0, None,2021-03-21 01:00:00,-9.5, None,250.0, None,12
6.0, None, 1.0,926.0,1112.0, None,2021-03-21 02:00:00,-9.6, None,250.0, None,12
