AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
8.5,0.0,18.8, None,2016-05-27 00:00:00,261.0,69.0,22
8.6,0.0,19.1, None,2016-05-27 00:15:00,261.0,68.0,22
8.5,0.0,15.5, None,2016-05-27 00:30:00,261.0,69.0,22
8.5,0.0,14.2, None,2016-05-27 00:45:00,258.0,68.0,22
8.5,0.0,12.8, None,2016-05-27 01:00:00,261.0,68.0,22
8.7,0.0,15.8, None,2016-05-27 01:15:00,257.0,67.0,22
8.6,0.0,14.0, None,2016-05-27 01:30:00,266.0,68.0,22
8.5,0.0,11.0, None,2016-05-27 01:45:00,268.0,69.0,22
8.4,0.0,8.8, None,2016-05-27 02:00:00,325.0,70.0,22
8.1,0.0,6.4, None,2016-05-27 02:15:00,21.0,74.0,22
8.1,0.0,6.5, None,2016-05-27 02:30:00,357.0,73.0,22
7.9,0.0,5.7, None,2016-05-27 02:45:00,358.0,76.0,22
7.7,0.0,6.6, None,2016-05-27 03:00:00,25.0,78.0,22
7.5,0.0,6.0, None,2016-05-27 03:15:00,52.0,81.0,22
7.6,0.0,5.2, None,2016-05-27 03:30:00,144.0,84.0,22
7.6,0.0,4.8, None,2016-05-27 03:45:00,159.0,86.0,22
7.2,0.0,6.0, None,2016-05-27 04:00:00,206.0,88.0,22
6.9,0.0,4.6, None,2016-05-27 04:15:00,260.0,90.0,22
6.9,0.0,3.9, None,2016-05-27 04:30:00,244.0,91.0,22
7.3,0.0,6.3, None,2016-05-27 04:45:00,98.0,91.0,22
7.4,0.0,7.1, None,2016-05-27 05:00:00,169.0,88.0,22
7.6,0.0,4.2, None,2016-05-27 05:15:00,177.0,88.0,22
7.8,0.0,5.9, None,2016-05-27 05:30:00,210.0,87.0,22
7.9,0.0,6.1, None,2016-05-27 05:45:00,237.0,87.0,22
8.2,0.0,5.2, None,2016-05-27 06:00:00,211.0,87.0,22
8.5,0.0,5.7, None,2016-05-27 06:15:00,227.0,86.0,22
8.8,0.0,3.0, None,2016-05-27 06:30:00,274.0,86.0,22
9.6,0.0,5.1, None,2016-05-27 06:45:00,212.0,79.0,22
9.8,0.0,6.2, None,2016-05-27 07:00:00,198.0,80.0,22
10.1,0.0,4.8, None,2016-05-27 07:15:00,120.0,79.0,22
10.7,0.0,5.2, None,2016-05-27 07:30:00,170.0,78.0,22
10.5,0.0,7.2, None,2016-05-27 07:45:00,227.0,79.0,22
