air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-1.361, None, None, None, None, None,2017-04-16 00:00:00, None, None, None,16
None,-1.549, None, None, None, None, None,2017-04-16 01:00:00, None, None, None,16
None,-1.697, None, None, None, None, None,2017-04-16 02:00:00, None, None, None,16
None,-1.903, None, None, None, None, None,2017-04-16 03:00:00, None, None, None,16
None,-1.595, None, None, None, None, None,2017-04-16 04:00:00, None, None, None,16
None,-1.753, None, None, None, None, None,2017-04-16 05:00:00, None, None, None,16
None,-2.164, None, None, None, None, None,2017-04-16 06:00:00, None, None, None,16
None,-2.042, None, None, None, None, None,2017-04-16 07:00:00, None, None, None,16
None,-1.922, None, None, None, None, None,2017-04-16 08:00:00, None, None, None,16
None,-0.904, None, None, None, None, None,2017-04-16 09:00:00, None, None, None,16
None,-0.399, None, None, None, None, None,2017-04-16 10:00:00, None, None, None,16
None,0.57, None, None, None, None, None,2017-04-16 11:00:00, None, None, None,16
None,2.173, None, None, None, None, None,2017-04-16 12:00:00, None, None, None,16
None,2.414, None, None, None, None, None,2017-04-16 13:00:00, None, None, None,16
None,3.742, None, None, None, None, None,2017-04-16 14:00:00, None, None, None,16
None,4.923, None, None, None, None, None,2017-04-16 15:00:00, None, None, None,16
None,4.923, None, None, None, None, None,2017-04-16 16:00:00, None, None, None,16
None,4.294, None, None, None, None, None,2017-04-16 17:00:00, None, None, None,16
None,3.995, None, None, None, None, None,2017-04-16 18:00:00, None, None, None,16
None,3.583, None, None, None, None, None,2017-04-16 19:00:00, None, None, None,16
None,2.48, None, None, None, None, None,2017-04-16 20:00:00, None, None, None,16
None,2.107, None, None, None, None, None,2017-04-16 21:00:00, None, None, None,16
None,1.249, None, None, None, None, None,2017-04-16 22:00:00, None, None, None,16
None,0.392, None, None, None, None, None,2017-04-16 23:00:00, None, None, None,16
None,0.103, None, None, None, None, None,2017-04-17 00:00:00, None, None, None,16
None,0.615, None, None, None, None, None,2017-04-17 01:00:00, None, None, None,16
None,0.764, None, None, None, None, None,2017-04-17 02:00:00, None, None, None,16
None,-0.056, None, None, None, None, None,2017-04-17 03:00:00, None, None, None,16
None,-0.437, None, None, None, None, None,2017-04-17 04:00:00, None, None, None,16
None,-0.614, None, None, None, None, None,2017-04-17 05:00:00, None, None, None,16
None,-0.587, None, None, None, None, None,2017-04-17 06:00:00, None, None, None,16
None,-0.261, None, None, None, None, None,2017-04-17 07:00:00, None, None, None,16
None,2.003, None, None, None, None, None,2017-04-17 08:00:00, None, None, None,16
None,2.666, None, None, None, None, None,2017-04-17 09:00:00, None, None, None,16
None,5.392, None, None, None, None, None,2017-04-17 10:00:00, None, None, None,16
None,5.132, None, None, None, None, None,2017-04-17 11:00:00, None, None, None,16
None,6.684, None, None, None, None, None,2017-04-17 12:00:00, None, None, None,16
None,6.25, None, None, None, None, None,2017-04-17 13:00:00, None, None, None,16
None,4.891, None, None, None, None, None,2017-04-17 14:00:00, None, None, None,16
None,5.7, None, None, None, None, None,2017-04-17 15:00:00, None, None, None,16
None,5.884, None, None, None, None, None,2017-04-17 16:00:00, None, None, None,16
None,5.459, None, None, None, None, None,2017-04-17 17:00:00, None, None, None,16
None,5.158, None, None, None, None, None,2017-04-17 18:00:00, None, None, None,16
None,5.336, None, None, None, None, None,2017-04-17 19:00:00, None, None, None,16
None,4.397, None, None, None, None, None,2017-04-17 20:00:00, None, None, None,16
None,3.61, None, None, None, None, None,2017-04-17 21:00:00, None, None, None,16
None,3.04, None, None, None, None, None,2017-04-17 22:00:00, None, None, None,16
None,2.479, None, None, None, None, None,2017-04-17 23:00:00, None, None, None,16
None,1.352, None, None, None, None, None,2017-04-18 00:00:00, None, None, None,16
None,0.792, None, None, None, None, None,2017-04-18 01:00:00, None, None, None,16
None,0.373, None, None, None, None, None,2017-04-18 02:00:00, None, None, None,16
None,0.01, None, None, None, None, None,2017-04-18 03:00:00, None, None, None,16
None,-0.149, None, None, None, None, None,2017-04-18 04:00:00, None, None, None,16
None,-0.362, None, None, None, None, None,2017-04-18 05:00:00, None, None, None,16
None,-0.679, None, None, None, None, None,2017-04-18 06:00:00, None, None, None,16
None,-0.726, None, None, None, None, None,2017-04-18 07:00:00, None, None, None,16
None,0.093, None, None, None, None, None,2017-04-18 08:00:00, None, None, None,16
