snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
639.0, None, None,2017-05-21 00:00:00, 12.6, None, None,21
637.0, None, None,2017-05-21 01:00:00, 10.6, None, None,21
634.0, None, None,2017-05-21 02:00:00, 10.3, None, None,21
632.0, None, None,2017-05-21 03:00:00, 8.6, None, None,21
632.0, None, None,2017-05-21 04:00:00, 7.5, None, None,21
630.0, None, None,2017-05-21 05:00:00, 7.0, None, None,21
630.0, None, None,2017-05-21 06:00:00, 6.9, None, None,21
630.0, None, None,2017-05-21 07:00:00, 6.8, None, None,21
629.0, None, None,2017-05-21 08:00:00, 5.9, None, None,21
629.0, None, None,2017-05-21 09:00:00, 6.0, None, None,21
629.0, None, None,2017-05-21 10:00:00, 6.2, None, None,21
629.0, None, None,2017-05-21 11:00:00, 6.1, None, None,21
629.0, None, None,2017-05-21 12:00:00, 6.2, None, None,21
629.0, None, None,2017-05-21 13:00:00, 6.9, None, None,21
629.0, None, None,2017-05-21 14:00:00, 7.2, None, None,21
629.0, None, None,2017-05-21 15:00:00, 8.4, None, None,21
628.0, 1317.0, None,2017-05-21 16:00:00, 10.1, None, None,21
628.0, None, None,2017-05-21 17:00:00, 12.6, None, None,21
627.0, None, None,2017-05-21 18:00:00, 15.8, None, None,21
627.0, None, None,2017-05-21 19:00:00, 18.4, None, None,21
627.0, None, None,2017-05-21 20:00:00, 17.4, None, None,21
628.0, None, None,2017-05-21 21:00:00, 17.2, None, None,21
628.0, None, None,2017-05-21 22:00:00, 16.2, None, None,21
625.0, None, None,2017-05-21 23:00:00, 17.3, None, None,21
623.0, None, None,2017-05-22 00:00:00, 15.4, None, None,21
622.0, None, None,2017-05-22 01:00:00, 13.7, None, None,21
619.0, None, None,2017-05-22 02:00:00, 11.9, None, None,21
617.0, None, None,2017-05-22 03:00:00, 10.5, None, None,21
615.0, None, None,2017-05-22 04:00:00, 9.9, None, None,21
614.0, None, None,2017-05-22 05:00:00, 9.9, None, None,21
612.0, None, None,2017-05-22 06:00:00, 9.5, None, None,21
612.0, None, None,2017-05-22 07:00:00, 9.0, None, None,21
612.0, None, None,2017-05-22 08:00:00, 8.9, None, None,21
612.0, None, None,2017-05-22 09:00:00, 9.1, None, None,21
612.0, None, None,2017-05-22 10:00:00, 9.1, None, None,21
612.0, None, None,2017-05-22 11:00:00, 9.1, None, None,21
612.0, None, None,2017-05-22 12:00:00, 9.3, None, None,21
612.0, None, None,2017-05-22 13:00:00, 9.2, None, None,21
612.0, None, None,2017-05-22 14:00:00, 9.7, None, None,21
611.0, None, None,2017-05-22 15:00:00, 10.4, None, None,21
611.0, 1317.0, None,2017-05-22 16:00:00, 11.6, None, None,21
611.0, None, None,2017-05-22 17:00:00, 14.9, None, None,21
610.0, None, None,2017-05-22 18:00:00, 17.2, None, None,21
610.0, None, None,2017-05-22 19:00:00, 19.9, None, None,21
611.0, None, None,2017-05-22 20:00:00, 18.8, None, None,21
611.0, None, None,2017-05-22 21:00:00, 19.9, None, None,21
610.0, None, None,2017-05-22 22:00:00, 19.0, None, None,21
607.0, None, None,2017-05-22 23:00:00, 18.4, None, None,21
605.0, None, None,2017-05-23 00:00:00, 17.5, None, None,21
604.0, None, None,2017-05-23 01:00:00, 15.6, None, None,21
603.0, None, None,2017-05-23 02:00:00, 14.9, None, None,21
602.0, None, None,2017-05-23 03:00:00, 13.0, None, None,21
600.0, None, None,2017-05-23 04:00:00, 11.8, None, None,21
598.0, None, None,2017-05-23 05:00:00, 11.4, None, None,21
598.0, None, None,2017-05-23 06:00:00, 11.4, None, None,21
597.0, None, None,2017-05-23 07:00:00, 10.6, None, None,21
597.0, None, None,2017-05-23 08:00:00, 10.7, None, None,21
596.0, None, None,2017-05-23 09:00:00, 10.0, None, None,21
595.0, None, None,2017-05-23 10:00:00, 9.5, None, None,21
595.0, None, None,2017-05-23 11:00:00, 9.9, None, None,21
595.0, None, None,2017-05-23 12:00:00, 9.4, None, None,21
595.0, None, None,2017-05-23 13:00:00, 8.7, None, None,21
595.0, None, None,2017-05-23 14:00:00, 9.0, None, None,21
595.0, None, None,2017-05-23 15:00:00, 10.4, None, None,21
594.0, 1320.0, None,2017-05-23 16:00:00, 11.7, None, None,21
593.0, None, None,2017-05-23 17:00:00, 13.6, None, None,21
593.0, None, None,2017-05-23 18:00:00, 16.2, None, None,21
593.0, None, None,2017-05-23 19:00:00, 18.1, None, None,21
593.0, None, None,2017-05-23 20:00:00, 12.9, None, None,21
593.0, None, None,2017-05-23 21:00:00, 12.6, None, None,21
593.0, None, None,2017-05-23 22:00:00, 11.8, None, None,21
593.0, None, None,2017-05-23 23:00:00, 11.5, None, None,21
591.0, None, None,2017-05-24 00:00:00, 8.7, None, None,21
588.0, None, None,2017-05-24 01:00:00, 5.5, None, None,21
585.0, None, None,2017-05-24 02:00:00, 5.4, None, None,21
582.0, None, None,2017-05-24 03:00:00, 4.6, None, None,21
581.0, None, None,2017-05-24 04:00:00, 3.1, None, None,21
579.0, None, None,2017-05-24 05:00:00, 2.7, None, None,21
578.0, None, None,2017-05-24 06:00:00, 2.1, None, None,21
578.0, None, None,2017-05-24 07:00:00, 1.5, None, None,21
577.0, None, None,2017-05-24 08:00:00, 0.6, None, None,21
577.0, None, None,2017-05-24 09:00:00, -0.6, None, None,21
576.0, None, None,2017-05-24 10:00:00, -0.9, None, None,21
575.0, None, None,2017-05-24 11:00:00, -0.9, None, None,21
575.0, None, None,2017-05-24 12:00:00, -0.9, None, None,21
575.0, None, None,2017-05-24 13:00:00, -1.1, None, None,21
575.0, None, None,2017-05-24 14:00:00, -0.9, None, None,21
575.0, None, None,2017-05-24 15:00:00, 0.0, None, None,21
575.0, 1320.0, None,2017-05-24 16:00:00, -0.1, None, None,21
575.0, None, None,2017-05-24 17:00:00, 0.3, None, None,21
575.0, None, None,2017-05-24 18:00:00, 0.1, None, None,21
575.0, None, None,2017-05-24 19:00:00, 0.4, None, None,21
575.0, None, None,2017-05-24 20:00:00, 0.6, None, None,21
575.0, None, None,2017-05-24 21:00:00, 1.0, None, None,21
575.0, None, None,2017-05-24 22:00:00, 1.7, None, None,21
575.0, None, None,2017-05-24 23:00:00, 3.2, None, None,21
576.0, None, None,2017-05-25 00:00:00, 2.6, None, None,21
576.0, None, None,2017-05-25 01:00:00, 3.2, None, None,21
577.0, None, None,2017-05-25 02:00:00, 2.9, None, None,21
577.0, None, None,2017-05-25 03:00:00, 1.9, None, None,21
578.0, None, None,2017-05-25 04:00:00, 1.5, None, None,21
578.0, None, None,2017-05-25 05:00:00, 1.4, None, None,21
578.0, None, None,2017-05-25 06:00:00, 0.9, None, None,21
578.0, None, None,2017-05-25 07:00:00, 0.7, None, None,21
578.0, None, None,2017-05-25 08:00:00, 0.7, None, None,21
578.0, None, None,2017-05-25 09:00:00, 0.7, None, None,21
578.0, None, None,2017-05-25 10:00:00, 0.7, None, None,21
578.0, None, None,2017-05-25 11:00:00, 1.1, None, None,21
578.0, None, None,2017-05-25 12:00:00, 1.5, None, None,21
578.0, None, None,2017-05-25 13:00:00, 3.0, None, None,21
578.0, None, None,2017-05-25 14:00:00, 3.8, None, None,21
578.0, None, None,2017-05-25 15:00:00, 4.7, None, None,21
577.0, None, None,2017-05-25 16:00:00, 6.4, None, None,21
577.0, None, None,2017-05-25 17:00:00, 8.3, None, None,21
578.0, None, None,2017-05-25 18:00:00, 9.3, None, None,21
578.0, None, None,2017-05-25 19:00:00, 12.7, None, None,21
579.0, None, None,2017-05-25 20:00:00, 12.1, None, None,21
579.0, None, None,2017-05-25 21:00:00, 12.5, None, None,21
579.0, None, None,2017-05-25 22:00:00, 13.6, None, None,21
579.0, None, None,2017-05-25 23:00:00, 13.0, None, None,21
579.0, None, None,2017-05-26 00:00:00, 7.6, None, None,21
578.0, None, None,2017-05-26 01:00:00, 8.6, None, None,21
577.0, None, None,2017-05-26 02:00:00, 8.7, None, None,21
574.0, None, None,2017-05-26 03:00:00, 7.8, None, None,21
572.0, None, None,2017-05-26 04:00:00, 7.0, None, None,21
569.0, None, None,2017-05-26 05:00:00, 6.5, None, None,21
567.0, None, None,2017-05-26 06:00:00, 5.9, None, None,21
566.0, None, None,2017-05-26 07:00:00, 5.8, None, None,21
565.0, None, None,2017-05-26 08:00:00, 5.5, None, None,21
564.0, None, None,2017-05-26 09:00:00, 5.6, None, None,21
563.0, None, None,2017-05-26 10:00:00, 5.7, None, None,21
563.0, None, None,2017-05-26 11:00:00, 6.0, None, None,21
563.0, None, None,2017-05-26 12:00:00, 5.7, None, None,21
563.0, None, None,2017-05-26 13:00:00, 5.8, None, None,21
563.0, None, None,2017-05-26 14:00:00, 6.5, None, None,21
563.0, None, None,2017-05-26 15:00:00, 7.4, None, None,21
562.0, None, None,2017-05-26 16:00:00, 9.1, None, None,21
562.0, None, None,2017-05-26 17:00:00, 12.5, None, None,21
562.0, None, None,2017-05-26 18:00:00, 13.9, None, None,21
561.0, None, None,2017-05-26 19:00:00, 17.7, None, None,21
561.0, None, None,2017-05-26 20:00:00, 17.3, None, None,21
561.0, None, None,2017-05-26 21:00:00, 14.3, None, None,21
561.0, None, None,2017-05-26 22:00:00, 16.0, None, None,21
561.0, None, None,2017-05-26 23:00:00, 15.1, None, None,21
562.0, None, None,2017-05-27 00:00:00, 14.6, None, None,21
561.0, None, None,2017-05-27 01:00:00, 13.1, None, None,21
557.0, None, None,2017-05-27 02:00:00, 11.6, None, None,21
554.0, None, None,2017-05-27 03:00:00, 10.6, None, None,21
552.0, None, None,2017-05-27 04:00:00, 8.5, None, None,21
550.0, None, None,2017-05-27 05:00:00, 8.4, None, None,21
550.0, None, None,2017-05-27 06:00:00, 8.3, None, None,21
549.0, None, None,2017-05-27 07:00:00, 8.0, None, None,21
548.0, None, None,2017-05-27 08:00:00, 8.2, None, None,21
548.0, None, None,2017-05-27 09:00:00, 8.1, None, None,21
548.0, None, None,2017-05-27 10:00:00, 7.7, None, None,21
548.0, None, None,2017-05-27 11:00:00, 7.8, None, None,21
547.0, None, None,2017-05-27 12:00:00, 7.9, None, None,21
547.0, None, None,2017-05-27 13:00:00, 8.5, None, None,21
547.0, None, None,2017-05-27 14:00:00, 8.7, None, None,21
547.0, None, None,2017-05-27 15:00:00, 9.0, None, None,21
547.0, 1345.0, None,2017-05-27 16:00:00, 11.6, None, None,21
546.0, None, None,2017-05-27 17:00:00, 13.8, None, None,21
546.0, None, None,2017-05-27 18:00:00, 15.0, None, None,21
546.0, None, None,2017-05-27 19:00:00, 19.1, None, None,21
546.0, None, None,2017-05-27 20:00:00, 18.7, None, None,21
546.0, None, None,2017-05-27 21:00:00, 18.1, None, None,21
546.0, None, None,2017-05-27 22:00:00, 17.4, None, None,21
547.0, None, None,2017-05-27 23:00:00, 17.9, None, None,21
