air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
-2.4, -2.428, 66.41, 2.7, 66.0, -2.4,2022-04-16 00:00:00, -7.0,16
-3.1, -3.134, 69.08, 2.7, 69.0, -3.2,2022-04-16 01:00:00, -7.0,16
-3.7, -3.691, 71.02, 2.7, 71.0, -3.7,2022-04-16 02:00:00, -8.0,16
-4.0, -3.964, 69.53, 2.7, 70.0, -4.1,2022-04-16 03:00:00, -8.0,16
-4.8, -4.821, 72.27, 2.7, 72.0, -4.8,2022-04-16 04:00:00, -9.0,16
-5.4, -5.368, 75.19, 2.7, 75.0, -5.4,2022-04-16 05:00:00, -9.0,16
-6.1, -6.058, 78.15, 2.7, 78.0, -6.1,2022-04-16 06:00:00, -9.0,16
-5.5, -5.503, 77.53, -5.6, 78.0, -6.5,2022-04-16 07:00:00, -8.0,16
-3.7, -3.659, 68.52, -3.5, 69.0, -6.5,2022-04-16 08:00:00, -8.0,16
-1.9, -1.896, 63.96, -1.6, 64.0, -6.5,2022-04-16 09:00:00, -7.0,16
-0.9, -0.896, 61.89, -0.8, 62.0, -6.5,2022-04-16 10:00:00, -6.0,16
0.8, 0.759, 56.79, 1.1, 57.0, -6.5,2022-04-16 11:00:00, -7.0,16
2.3, 2.267, 44.32, 2.5, 44.0, -6.5,2022-04-16 12:00:00, -8.0,16
3.5, 3.452, 39.13, 4.7, 39.0, -6.5,2022-04-16 13:00:00, -9.0,16
4.6, 4.644, 30.16, 4.7, 30.0, -6.5,2022-04-16 14:00:00, -11.0,16
5.2, 5.184, 29.77, 5.0, 30.0, -6.5,2022-04-16 15:00:00, -11.0,16
3.8, 3.773, 34.12, 5.3, 34.0, -6.5,2022-04-16 16:00:00, -11.0,16
3.5, 3.456, 38.99, 5.3, 39.0, -6.5,2022-04-16 17:00:00, -9.0,16
3.4, 3.448, 42.08, 5.3, 42.0, -6.5,2022-04-16 18:00:00, -8.0,16
2.5, 2.538, 51.74, 3.8, 52.0, 2.5,2022-04-16 19:00:00, -6.0,16
0.8, 0.761, 48.19, 3.8, 48.0, 0.5,2022-04-16 20:00:00, -9.0,16
-0.8, -0.771, 63.01, 3.8, 63.0, -0.8,2022-04-16 21:00:00, -6.0,16
-1.3, -1.315, 64.81, 3.8, 65.0, -1.5,2022-04-16 22:00:00, -6.0,16
-1.7, -1.659, 69.36, 3.8, 69.0, -1.7,2022-04-16 23:00:00, -6.0,16
-1.6, -1.577, 68.96, 3.8, 69.0, -1.9,2022-04-17 00:00:00, -6.0,16
-1.7, -1.743, 72.05, 3.8, 72.0, -1.9,2022-04-17 01:00:00, -6.0,16
-2.1, -2.126, 74.76, 3.8, 75.0, -2.1,2022-04-17 02:00:00, -6.0,16
-2.3, -2.333, 75.58, 3.8, 76.0, -2.5,2022-04-17 03:00:00, -5.0,16
-2.7, -2.651, 77.29, 3.8, 77.0, -2.9,2022-04-17 04:00:00, -5.0,16
-3.2, -3.204, 77.81, 3.8, 78.0, -3.1,2022-04-17 05:00:00, -6.0,16
-3.5, None, None, 3.8, 79.0, -3.6,2022-04-17 06:00:00, -6.0,16
-3.0, -2.977, 75.38, -3.0, 75.0, -3.7,2022-04-17 07:00:00, -6.0,16
1.0, 1.001, 57.51, 1.0, 58.0, -3.7,2022-04-17 08:00:00, -6.0,16
2.3, 2.303, 50.28, 2.2, 50.0, -3.7,2022-04-17 09:00:00, -7.0,16
