pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,stn_pres,week_of_year
0.0,-2.7,-2.9, 1019.2, 0.0, 0.0,7.2,69.0,2022-04-16 00:00:00,-7.0, 953.0,16
0.0,-3.9,-4.1, 1019.3, 0.0, 0.0,7.2,75.0,2022-04-16 01:00:00,-7.0, 953.0,16
0.0,-4.7,-4.8, 1020.3, 0.0, 0.0,7.2,81.0,2022-04-16 02:00:00,-7.0, 954.0,16
0.0,-5.6,-5.5, 1019.3, 0.0, 0.0,7.2,84.0,2022-04-16 03:00:00,-7.0, 953.0,16
0.0,-5.6,-6.1, 1019.4, 0.0, 0.0,7.2,85.0,2022-04-16 04:00:00,-7.0, 953.0,16
0.0,-6.8,-6.8, 1020.5, 0.0, 0.0,7.2,91.0,2022-04-16 05:00:00,-8.0, 954.0,16
0.0,-7.4,-7.4, 1019.5, 0.0, 0.0,7.2,92.0,2022-04-16 06:00:00,-8.0, 953.0,16
0.0,-5.7,-7.5, 1019.4, 0.0, 0.0,-5.9,85.0,2022-04-16 07:00:00,-8.0, 953.0,16
0.0,-2.4,-7.5, 1019.3, 0.0, 0.0,-2.3,67.0,2022-04-16 08:00:00,-7.0, 953.0,16
0.0,0.7,-7.5, 1018.2, 0.0, 0.0,0.8,47.0,2022-04-16 09:00:00,-9.0, 952.0,16
0.0,3.3,-7.5, 1017.1, 0.0, 0.0,3.2,37.0,2022-04-16 10:00:00,-10.0, 951.0,16
0.0,5.6,-7.5, 1016.0, 0.0, 0.0,5.9,29.0,2022-04-16 11:00:00,-11.0, 950.0,16
0.0,7.0,-7.5, 1014.9, 0.0, 0.0,7.6,20.0,2022-04-16 12:00:00,-14.0, 949.0,16
0.0,8.1,-7.5, 1012.7, 0.0, 0.0,8.4,22.0,2022-04-16 13:00:00,-12.0, 947.0,16
0.0,8.0,-7.5, 1012.8, 0.0, 0.0,9.6,21.0,2022-04-16 14:00:00,-13.0, 947.0,16
0.0,8.1,-7.5, 1012.9, 0.0, 0.0,9.6,19.0,2022-04-16 15:00:00,-14.0, 947.0,16
0.0,8.5,-7.5, 1012.8, 0.0, 0.0,9.8,17.0,2022-04-16 16:00:00,-15.0, 947.0,16
0.0,9.5,-7.5, 1012.9, 0.0, 0.0,9.9,18.0,2022-04-16 17:00:00,-14.0, 947.0,16
0.0,8.3,-7.5, 1014.1, 0.0, 0.0,9.9,20.0,2022-04-16 18:00:00,-12.0, 948.0,16
0.0,7.3,7.3, 1014.0, 0.0, 0.0,8.3,23.0,2022-04-16 19:00:00,-12.0, 948.0,16
0.0,4.5,4.6, 1014.0, 0.0, 0.0,8.3,37.0,2022-04-16 20:00:00,-9.0, 948.0,16
0.0,2.0,2.1, 1015.0, 0.0, 0.0,8.3,49.0,2022-04-16 21:00:00,-8.0, 949.0,16
0.0,0.4,-0.6, 1017.1, 0.0, 0.0,8.3,52.0,2022-04-16 22:00:00,-8.0, 951.0,16
0.0,-2.1,-2.1, 1018.1, 0.0, 0.0,8.3,69.0,2022-04-16 23:00:00,-6.0, 952.0,16
0.0,-2.9,-2.9, 1018.1, 0.0, 0.0,8.3,73.0,2022-04-17 00:00:00,-7.0, 952.0,16
0.0,-3.7,-3.8, 1019.1, 0.0, 0.0,8.3,75.0,2022-04-17 01:00:00,-7.0, 953.0,16
0.0,-4.7,-4.7, 1020.3, 0.0, 0.0,8.3,80.0,2022-04-17 02:00:00,-7.0, 954.0,16
0.0,-5.4,-5.5, 1021.4, 0.0, 0.0,8.3,85.0,2022-04-17 03:00:00,-7.0, 955.0,16
0.0,-6.0,-6.2, 1022.5, 0.0, 0.0,8.3,88.0,2022-04-17 04:00:00,-8.0, 956.0,16
